Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Al-Bukhary
Mays la segonda specia de sutura propria la qual dieys eyssament Gualia , e aquest es de sermo de lu e per lu recomtat, es que tu cozas aquela segon semilitut am la qual alcus medicantz cozo aquela, enayssi que agreguan tota partida a la sua compar partida a lu convenient per natura; e aplican la extremitat de autre de lu e la extremitat del mirat al autra extremitat de lu, e aquo es fayt segon que yeu a tu recomti.	Moreover, the second species of suturing which Guilia describes explicitly, and this is about it and for its recommendation, is that you should suture it according to semilunar fashion with which some surgeons suture it, so that they join every part to its corresponding part according to nature; and they apply the extremity of one side and the extremity of the mirror to the other extremity of it, and this is done as you recommend.
Cove que tu fiques la agulha en la extremitat del mirat a tu propdana de la partida deforo, e fassas aquela penetrar a la partida dedintz en aquel sol, e leysses dos extremitatz del ciphac; e aprop revolveys la agulha e fay aquela penetrar de foro a la dedintz en dos extremitatz del ciphac.	Certainly you should leave the needle in the extremity of the mirror at your proximity to the outside part, and make it penetrate into the inside part in that same sun, and leave both extremities of the spleen; and again turn the needle and make it penetrate from outside to inside through both extremities of the spleen.
E aprop revolveys aquelas cascunas, e fay penetrar quascunas de la partida dededintz entro a la partida deforo en dos extremitatz del mirat autras que so en le latz contrari.	And again turn those shuttles, and make them penetrate from the inside part into the outside part through both extremities of the mirror except those which are on the opposite side.
E aquesta manieyra de sutura es milhor de la sutura comuna leugiera, e es sutura de la qual precedic rememoracio.	And this manner of suturing is better than the common light suturing, and it is the suturing of which a preceding mention has been made.
Aquest es le sermo de Gualia	This is the speech of Guilia
E mays le diyssero alcus, sutura del ventre es rectificada am dos agulhas, so es que tu entrometas en aquestas a quascunas un fiel, e comensa am intromiccio de agulha de aquo que es deves tu, e fay aquela penetrar entro al autra latz segon sutura de aquels les quals cozo les cuers engualment.	And some say that abdominal suturing is corrected with two needles, so that you should put in these shuttles a filet, and begin with the needle insertion of what is required by you, and make it penetrate into the other side according to the suturing of those who suture the hearts equally.
E sapias que quan disrupcio es en le mieg loc del ventre, lahoras la sutura de lu es pus difficil que dels autres locs del ventre.	And know that when there is a disruption in the middle of the abdomen, at that time the suturing of it is more difficult than in other parts of the abdomen.
Mays le juguament de medicacio de plagua es jutgament de las autras plaguas.	But the treatment of a wound is judged by other wounds.
La qual causa es quar quan tu consieguas la plagua recent am le sieu sanc denant que l’ayre altera aquela, e reduses le budel e cozes aquela e aptas aquela decentment, lahoras pausa sobre aquela polvera encarnativa.	"The cause is that when you constrain the wound recently with its own blood before the air alters it, and reduce the intestine, close it, and prepare it properly, then place powdered cinnabar on it."
E si le ayre ja ha alterada la plagua, lahoras pausa sobre aquela alcus enguentz les quals so a tu presens entro que fassan peyra dura e cajan les fiels, e sian consolidatz ciphac e mirat; e aprop cura aquela ayssi cum es la curacio de las autras plaguas entro que sia sanat.	"If the air has already altered the wound, then place this powder on it with great care using these cloths that are nearby to make sure it penetrates deep and sticks well."
Mays si a tu no so presens las medicinas, lahoras pausa sobre aquela tantost, pus que comensa a getar brac, coto viel, e permuta aquel dos veguadas le dia, ayssi cum a tu e ensenhat, entro que sia sanat, quar tu no indigeysses de autra medicacio en motas disposicios quan las plaguas so simplas.	"But if you are not present, then apply the powder immediately, because it begins to heal within three days and changes every two days, as you have taught, until it is healed. For you do not need other medications in many cases when wounds are simple."
Mays si tu temes que la plagua comunique en lesio als membres principals, lahoras cove que tu submergas lana leon en oli de trempada qualiditat, o en oli rozat, e pausa aquela en le circuit dels locs que so entre les angonas e dejos las aysselas.	"But if you fear that the wound may communicate with injury to the principal members, then you should submerge lion's wool in good quality olive oil or rose oil and apply it to the area between the joints and leave it on."
E si sent dolor o putrefaccio en les sieus budels, quar motas veguadas aquo s’endeve, lahoras cristeriza aquel am vi stiptic negre tebe, e majorment si la poyredura es pervenguda en le budel e es fayta exitura penetrant entro la conquavitat de lu.	"And if there is pain or putrefaction in its bowels, which often happens, then crystallize this with black treacle wine and more so if the putrefaction has reached the bowel and cannot be expelled."
E sapias que aquela que es del budel gros es de pus leugiera sanacio que aquela que es en les budels subtils.	"And know that a wound in the large intestine is of lighter healing than one in the small intestines."
E es de dificil sanacio quar le budel le qual es apelat “gegunu” no recep sanacio de plagua que caja en lu de tot; e aquo es per la gran multitut de venas que so en lu e per la magnitut de lu que so en aquelas, e per subtilitat del cos de aquel, e per propinquitat de aquel a natura de nervis.	"And it is difficult to heal because the intestine called 'gegunu' does not receive healing of any wound that falls into it; and this is due to the great multitude of veins that are in it and the magnitude of its substance, and for the subtlety of its body and its proximity to the nature of nerves."
Mays si aquo que procezeys de la plagua es la tela, e conseguas aquela recent, redutz aquela segon la tua rectetut am la qual reduzes les budels engualment.	"But if what proceeds from the wound is tissue and you obtain that recent, then reduce it according to your discretion with which you also reduce intestines equally."
