Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Al-Bukharī
Mays si la plagua ja es discuberta del os e pen, e no es retencio de lu sino un petit suspensori, lahoras inscideys aquela e aprop cura la plagua am medicinas e restaura la carn aprop en loc de codena, e comanda al malaute que sia pescut de viandas en las quals es groceza: caps e formen coyt e semblantz a lor, entro que sia compost.	But if the wound is already exposed to bone and tendon, and there is only a slight suspension of the flesh, then incise it and cure the wound with medicines and restore the flesh properly in place of bone, and command the patient to be put on a diet of coarse foods such as cabbage and beans and similar ones until he is healed.
E si atrobas en la codena putrefaccio e no adhereys al os, lahoras tu inscideys tot aquo poyrit e geta aquo, e aprop cura aquo.	And if you find putrefaction in the bone and it does not adhere to the bone, then incise all that is rotten and remove it, and then cure it.
Mays si en aquestas plaguas es arteria o vena de la qual fluxs de sanc pot evenir, e no es abscindida per medicinas, lahoras tu inquier sobre la arteria, e si atrobas aquela no-inscidida, lahoras tu inscideys aquela am spatum, o lia aquela; e si necessitat te provoca que aquo que havem dit no comfereys, lahoras tu cauteriza entro que·l sanc sia abscidit.	But if in these wounds an artery or vein from which blood is flowing can occur and it cannot be ligated by medicines, then inquire about the artery; and if you find that one has not been incised, then incise it with a scalpel, or tie it. And if necessity compels you to do what I have said does not suit, then cauterize until the blood is stopped.
E si aquestas plaguas son simplas e petitas, lahoras la causa de lor es leugiere; enayssi que tu polverizas sobre aquelas aquesta polvera, quar consolidada aquela denant que l’ayre mude aquelas.	And if these wounds are simple and small, then their cause is light. Therefore you powder them with this powder so that it may solidify before the air changes them.
E la manieyra de la polvera es aquesta: recipe oli de enses partida una, de sanc de drago partida doas, de caus no-extincta partidas tres; sia tot mot trissat e crivellat, e de lu sia la plagua omplida, e sia constrengida per bona constriccio entro que be sobre aquela aderesca, e sia coagulada am le sanc.	And the manner of the powder is this: take one part oil of sesame seeds, two parts dragon's blood, three parts myrrh ground; let it all be finely ground and sifted, and with that fill the wound, and let it be pressed down by good pressure until it adheres to it, and then let it coagulate with its own blood.
E aprop strengeys aquela desus am pulvils e leyssa aquela, e no la deslias mentre esta ayssi que no es apostemada, quar no es eredicada de lu la medicina entro que sia sanada.	And then press it down from above with powders and leave it like that; do not remove it while it is like this until it becomes an abscess, for the medicine will not be removed from it until it is healed.
E alcuna vetz fa aquo sola cautz, quan no es a tu en present enses e sanc de drago.	And sometimes you can do this alone with just cauterization when you do not have sesame oil and dragon's blood present.
E ja fa aquesta meteyssa operacio en las grans plaguas quan conveneys que sia pausada sobre aquelas e sian streytas, e so plaguas recentz am le lor sanc, las quals le ayre no ha alteradas.	And this same operation is done in large wounds when it is appropriate to pause over them and press them down, especially fresh ones with their own blood which the air has not yet altered.
E si le ayre las ha alteradas, e majorment quan es en temps d’estiu, lahoras no es entencio a la posicio de aquesta polvera, mays adonc cura aquelas am aquo que havem dit, enayssi que tu pauses sobre aquelas alcus enguents degistius, o que pauses sobre aquelas pols de la farina del ordi am aygua e mel entro que getan poyredura; e aprop cura aquelas am l’autra curacio entro que sian sanadas.	And if the air has altered them, and especially in summer time, then it is not fitting to use this powder. But at such times cure them with what I have said, so that you put over them some fresh ointments or polish them with flour paste mixed with water and honey until they are cleansed of pus; and then cure them with the other remedies until they are healed.
Mays si accideys am la plagua fractura en os, e es petita, lahoras tu extratz aquo am gesti.	If you encounter a small fracture in bone during an operation, then extract it using tweezers.
E yeu diyre la cura de las fracturas del cap en aquo que es envenidor.	Then I will teach you the treatment of head fractures that are dangerous.
De las plaguas del col.	Of the wounds of the neck
Mays si la plagua accideys en le col, lahoras no es en lu differencia en medicacio, e entre la plagua del cap quan es simpla.	But if the wound occurs in the neck, then there is no difference in treatment between this wound and a simple head wound.
Mays si ja le nervi del col es inscis o arteria, lahoras si es nervi, no es en lu engen sino que sia evitada curacio de lu am aquo que fa vehement stipticitat, ayssi cum ziniar e zegi que es vetriol e semblantz a lor quar nozo als nervis e contrazo aquel.	But if the nerve or artery of the neck is injured, then if it is a nerve, there is no hope for recovery except to avoid treatment with anything that causes strong contraction, such as vitriol and similar substances that irritate nerves.
E no pauses sobre la plagua alcuna causa de tot freja, quar la sustancia dels nervis es freja e la continuacio de lu es am le cervel, le qual es le pus aut de totz les membres.	And do not apply any caustic substance to the wound for fear of burning the nerve, because the substance of nerves is fragile and their continuity extends to the brain, which is the pulse center of all members.
E si’ aquo am que es curat de medicinas leugieras, ayssi cum es caus lavada am aygua dousa, alcuna veguada enfusa en oli rozat o no-rozat, e thucia quan es lavada am aygua dousa e las autras peyras minarantz segon aquesta manieyra, e enguentz humitz.	And if you treat it with mild medicines, such as washing it with rosewater or applying it diluted in olive oil (with or without roses), and bandages when washed with rosewater, and other soft minerals according to this method, and then wrap it gently.
Mays si la plagua es gran, lahoras aministra sutura, o coarta las labias de lu, e aprop cura aquela am pulvils entro que sia sanada.	But if the wound is large, then apply sutures to close the lips of the wound and afterward dress it with powders until it heals.
Mays si a la plagua es profunditat o accideys en lu a la pus bassa partida poyredura, lahoras perfora aquela en le loc mays depremegut.	But if the wound is deep or if it has happened that part of the nerve has been cut off, then pierce it in the most depressed place with a needle.
Mays si en la plagua ja es inscisa arteria e es conseguit flux de sanc, lahoras separa o secca aquela, o lia aquela, o cauteriza aquela si necessitat te provoca ad aquo.	"However, if in the wound an artery has already been cut and there is blood flow, then separate or seal that, or ligate that, or cauterize that if necessary."
