Ayssi comensan las paraulas de Albucasim .	"Thus begins the words of Albohali."
Sia engeniat en reduccio de la ma de lu, mays si no podes aquela reduzir, lahoras eleva la femna e fe aquela anar.	"If it cannot be reduced by its arm, then lift the woman up and make her walk."
E si anar no pot, lahoras fay la jazer sobre le lieyt, e concuteys las coyssas de lu am concussio vehement, e aprop aministra liamentz les quals yeu e recomtatz de mucillages.	"And if she cannot walk, then make her lie on her back. Strike her hips vigorously and administer remedies that we have mentioned made from mucus."
E si es vengut le enfantament, lahoras fay aquela sezer sobre cezelha, e aprop studia sobre la reduccio de la ma, e enguala le fet segon figura natural, e fay stornudar la femna e comanda a lu que comprema a si entro que sia foro-getat.	"And if the childbirth has come, then make her sit on a cushion. Then study the reduction of its arm and grease the child according to nature. Make the woman sneeze and command her to push herself until it comes out."
Eyssiment del fet sobre·l col expandudas las suas mas e la fassia de lu es al dos de la sua mayre.	"Emergence of the fetus on its back with arms spread wide, and its face towards its mother's back:"
Cove que la matrona tengua la ma del fet e aprop revolva aquel petit a petit, e eque aquel am facilitat.	"The midwife should hold the child's hand and gradually turn it around to facilitate emergence."
E cum es e quant so es engualhat, e lahoras pausa sobre le conh de lu aquo que havem recomtat de oli e de mucellages.	"And when it comes out and is greased, then pause on its face what we have recommended of oil and mucus."
E aprop comandas a lu que·s maugua petit a petit, e quan auras feyt aquo, lahoras fay aquela cezer sobre una cezelha e comanda li que sia inclinada sobre le latz dreyt, e aprop comanda a lu que sia compremuda; e fay aquela stornudar am condizi.	"And then command her to wipe it gently. Then make her sit on a cushion and lean towards the right side. Command her to squeeze herself until it comes out completely."
Exitus foetus praeparati super latus.	"Emergence of the fetus prepared for sideways presentation:"
Quan deyssen a horrifici de la mayre segon aquesta manieyra, considera, e lahoras tu inscideys la segondina am la tua ungla entro que sia evacuada de la humiditat.	"If you see horrible things coming out of the mother in this manner, then consider and incise the second one with your nail until it is emptied of moisture."
E si le fet es suspendut sobre la cara e·l col de lu, lahoras tu inscideys aquela del embelic, per so que no sia retengut e mora.	"And if the fetus is suspended on its face and back, then incise the navel cord so that it is not retained and dies."
E aprop empelleys le fet a las partidas dedintz entro que pauses aquel segon que cove, e manda a la femna que comprema a si alcunas veguadas, e el sira fora-getat am eyssiment leugier, si Dieus o vol.	"And then push the fetus inside the openings until it comes out completely. Then make the woman squeeze herself several times and it will come out easily if God wills."
Exitus geminorum aut foetuum multorum.	"Emergence of twins or multiple fetuses:"
Sapias que gemels motas veguadas so natz, e alcunas vetz naysso tres o quatre , mays aquo es estranh e tart s’endeve; mays v so causas foro natura, e no vivo.	"You should know that twins are often born, and sometimes three or four are born. But this is strange and rarely happens naturally."
E conte aquelas, ja sia que sian montiplicatz, una segondina, e son seperatz per ciphac, distingen aquels enter le liguament en l’ombilic de cascun de aquels E alcunas veguadas so foro-getatz ayssi cum es un fet per eyssiment natural leugier, e so eysitz alcunas veguadas per eyssiment no-lausabla ayssi cum havem recomtat.	"And count them one by one even if they are multiplied. Each has its own membrane, distinguished from the other in the navel cord of each. Sometimes they come out just like one fetus through natural emergence easily, but sometimes they come out through difficult emergence as we have recommended."
E si son dificils alcus de lor deves le enfantament e perveno ad aquo que havem dit de las figuras no-naturals, lahoras tu cura aquels ayssi cum havem recontat.	"If the childbirth is difficult or arrives before what we've mentioned about unnatural figures, then care for it as we have described."
E si’ la matrona subtil e fassa aquo que fa am facilitat e subtilitat, e am tarditat, e sia ingeniat segon tota figura segon que es a lu preparat de l’engen amenant a salut.	"And if the midwife acts with skill and subtlety, and with patience, she should follow the figure according to what has been prepared by the engineer aiming for health."
Rememoratio eius quod formatur in matrice ex embrionibus et Abortiuntur.	"Remember that which is formed in the matrix from embryos and those which are aborted."
Alcunas veguadas son formatz en la mayre un, e dos, e tres, e quatre, e v, e vi, e vii, e mays x, e ja es deves mi verificat que una femna abortem ne getet vi, e una autra x totz formatz, la qual causa fo fayta per mensuracio dels glorios savis.	"Sometimes they are formed in the mother's womb one, two, three, four, five, six, seven, and even more than ten. And it has been observed that one woman aborted seven, and another bore all ten of them fully formed, which was caused by measurement according to the glorious sages."
E tot aysso cove que sia en la sciencia de la matrona quar fort leu ad aquela parve semblant de aquo, e donc opause se ad aquo am so que cove.	"And also it is necessary that there be in the science of midwifery knowledge of how to behave according to each small formative semblance. Therefore pause until such a time as it may be necessary."
Capitol .lxxvi.	"Chapter 76."
De extraccio del fet quan es mort.	"Of extracting the fetus when it is dead."
Quan tu curas le fet mort am aquo que havem dit en la divisio de la medicacio e no es defora eyssit, e tu yest forsat usar de opperacio am ma, lahoras cove que consideras si la femna es de sana vertut e no es am alcu dels accidentz per les quals sobre ela es temuda perdicio.	"When you care for a dead fetus as we have said in the division of medicine, and it has not yet been expelled, and you must use an operation with caution, first consider whether the woman is of sound constitution and does not suffer from any of the accidents by which she may be endangered."
Lahoras cove que la femna sia envessada sobre le lieyt sobre le sieu dos, e sia le cap de lu enclinat enjos e las coyssas de lu sian elevadas.	"Then the woman should be placed on her left side with her head lower than her hips and her knees raised."
E·l ministre tengua aquela de doas partz o sia liada en le lieyt per so que·l cos de lu no se extenda deves la extraccio del fet.	"And the attendant should take hold of both parts, or grasp it in his left hand to prevent the body from slipping out during extraction."
E aprop tu humecta la boca de la mayre de lu am olis humitz e am mucellage de altea e de fenugrec e de semensa de li.	"And then you moisten the mouth of the womb with moist oil and a poultice made from mallow, fennel, and linseed."
E aprop unte la matrona la sua ma am aquels olis e mucellages, e aprop entrometa la sua ma am fecilitat en la mayre, e aprop cerque am la ma loc en le qual fique les uncis en le fet.	"And then the midwife anoints her hand with those oils and poultices, and then enters her hand gently into the womb, and then seeks with her fingers in the place where the hooks are to be placed on the fetus."
E locs convenient en aquo: adonc tu considera si le fet es preparat que deysenda sobre le sieu cap, e lahoras tu fique les uncis en les huels de lu, o en le col, o en la boca, o en le palat, o dejos la barba, o en la furcula de lu, o en les locs propdas de las costas, o dejos les ypocondres.	"And the suitable place for this is: then consider if the fetus is prepared to be expelled headfirst. And then you place the hooks in its heels, or neck, or mouth, or palate, or beard, or furcula, or near its ribs, or below its hypochondria."
