Ayssi comensan las paraulas de Albucasim .	The words of Albucaisem begin thus.
Mays si no es fora-getada am totas las causas las quals havem recomtadas, lahoras guarda te que no fetigues sobre aquela en iteracio de abstracio, mays empero cove que aquo que es eyssit de lu a la boca de la mayre lies a la coyssa de la femna, e aprop cristeriza aquela am enguent e tetrafarmacon; quar aquel fara poyrir aquela aprop alcus dias e sira dissolvuda e sira fora-getada.	But if it is not extracted with all the causes that we have recommended, then beware that you do not fatigue yourself on that in iteration of abstraction, but rather, it is necessary that what has come out from there to the mouth of the mother lies at the end of the woman, and accordingly, crystallize that with a poultice and tetra-pharmaceutical; for that will make it putrid after some days and be dissolved and extracted.
Mays quan se poyreys, es de lu elevada mala audor al cap, e al estomac, e aquo ledeys la malauta; e adonc cove que sian aministradas sub-fumiguacios e convenientz ad aquo.	But when it putrefies, it is lifted to the bad air of the head and stomach, and that leads the patient astray; and accordingly, it is necessary that sub-fumigations and conveniences are administered thereto.
Mays alcus dels Antics ja so esproatz sub-fumigacio de nazitort e de figuas seccas.	But some of the Ancients have already experimented with sub-fumigation from Nazareth and dry figs.
Forma de instrument am le qual la femna es sub-fumiguada deves la retentio de mestruas e de la segondina:	The shape of an instrument by which the woman is sub-fumigated for the retention of menses and the second finger:
Sia fayta de veyre o de eram.	It is made of beryl or iron.
E sia pausada la extremitat subtil en le conh e la extremitat ampla sobre le foc, e la sub-fumiguacio sia pausada sobre las brazas del foc.	And it is placed with the subtle extremity in the canal and the broad extremity on the fire, and the sub-fumigation is placed on the arms of the fire.
E tengua aquela entro que sia consumida aquela sub-fumiguacio e itera·n autra.	And keep that there until that sub-fumigation is consumed and another iteration occurs.
De curacio del cul del enfant no-perforat.	On the cure of the child's unperforated navel:
Motz enfantz naysso e les culs de lu no so perforatz, les quals ya ciphac subtil e opilat.	Some children are born without a navel and their navels are not perforated, which already have a subtle and opaque cicatrix.
Adonc cove a la matrona que perfore am le sieu dit aquel ciphac; e sino, perfora aquel am spatum agut, e guarda se que no toque le lacert.	Then it is necessary that the midwife pierces with her finger that cicatrix; and if not, then pierce it with a sharp spatula, and beware that she does not touch the lactating area.
E aprop pause sobre aquel lana enfusa en vi e oli; e aprop cura aquel am enguent entro que sia senat.	And accordingly, place on it some wool soaked in wine and oil; and accordingly, cure that with a poultice until it is clean.
Mays si temes que sia opilat, lahoras pausa en le trauc una canula per motz dias, e osta la quan le enfant voldra degerir.	But if you fear that it may be opaque, then place a reed cane in the hole for several days, and stop when the child wants to pass.
E ja accideys oppilacio del cul per consolidacio de plagua o de apostema; adonc cove que aquela consolidacio sia inscidida, e aprop sia curada am aquo que avem dit de la curacio e del plom.	And already an opacity of the navel occurs due to consolidation of the wound or apostematic swelling; therefore, it is necessary that this consolidation be inserted, and accordingly, cure it with the water we have said for the cure and with lead.
De curacio de las fistulas que endeveno dejos.	On the cure of fistulas that are left behind:
Las fistulas que endeveno en la partida dejos pus bassa so nodacio e grossetut las quals endeveno prop del cul defora o en l’espazi de la una partida.	The fistulas that remain in the aftermath of childbirth, lower down near the navel and larger than those which remain by the anus outside or in the space of one part.
E es una fistula o motas.	And it is a fistula or multiple fistulas.
E cum aquela nodacio es antiquada e corr de la humiditat aygosa blanca o poyridura subtil, e alcunas veguadas so de aquestas fistulas alcunas penetrantz.	And since that node is aged and flows with white or subtle pus-like liquid, and sometimes some of these fistulas are penetrated.
E aquelas penetrantz so conogudas per aquo que es eyssit de aquelas per la egressio e per ventosetat; e alcunas vetz use le malaute de egressio, e fort leu es eyssit de aquelas verm.	And those that are penetrated are known by the matter that is discharged from them through exit and windiness; and sometimes the patient uses a cathartic of exit, and very little is discharged from those red ones.
E so de aquelas fistulas alcunas veguadas en l’espazi penetrantz entro a la vesica, e entro al meat de la vergua; e so de aquelas penetrantz entro la junctura de la coyssa e entro al notz de la coeta.	And some of those fistulas penetrate into the space of the bladder, and into the urethra of the penis; and some of those penetrating ones go into the junction of the womb and into the notch of the cervix.
E aquo en que es conoguda fistula penetrant entro al cul e no-penetrant, es que tu metas le tieu dit endic en le cul, e entrometas tenta subtil de eram o de ferr en la fistula quan no y es turtuositat.	And the way to know if a penetrating fistula goes into the anus and not into it is that you put your finger in the anus and enter a subtle probe of iron or steel into the fistula when there is no turbulence.
Mays si en aquela es turtuositat, lahoras entromet en aquela tenta subtil de plom o de pels de caval entro que tu sentas la tenta o le pel en le tieu dit.	But if there is turbulence in that, then you should insert into it a subtle probe of lead or horsehair until you feel the probe or hair in your finger.
E si no sentas aquela de tot ni no procezeys del trauc alcuna causa de egestio ni verm ni ventositat, ayssi cum havem dit, lahoras sapias que es no-penetrant, e lahoras coyta te a la curacio.	And if you do not feel that at all nor does any cause of exit or redness or windiness proceed from the hole, just as we have said, then you will know that it is not penetrating, and accordingly, go to the cure.
E quan la fistula es penetrant entro a la vesica o entro al meat de la vergua, lahoras la significacio de lu es eyssiment de urina de aquela e prohibicio de lu ad aysso que·l loc am medicina sia consolidat.	And when the fistula is penetrating into the bladder or into the urethra of the penis, then the significance of it is that urine will be discharged from it and prohibition of it to this effect that the place where medicine is consolidated.
Mays si es penetrant entro la junctura de la coyssa o entro al os e envencio de dolor en le circuit, lahoras senhal de lu es que la tenta perve entro aqui si en lu no es turtuositat entro al os, e envencio de dolor en le circuit de la partida; e que de lu yeys poyredura tostemps; e que no val en aquela medicacio, ni es consolidada am enguent.	But if it is penetrating into the junction of the womb or into the bone and causing pain in the circulation, then the signal of it is that the probe will pierce here if there is no turbulence in the bone, and causing pain in the circulation of the part; and that from this place there will be pus-like discharge always; and that it does not hold with that medicine, nor is consolidated with a poultice.
