Ayssi comensan las paraulas de Albucasim .	Thus we begin the treatment of the disease of Albucasim.
E aquesta manieyra de castracio es milhor la qual es fayta per atrissio, quar atrissio fort leu layssa alcuna causa dels testicols per que la bestia desira coyt.	And this way of castration is better than that which is done by attrition, because attrition strongly loosens any cause of the testicles so that the animal desires to copulate.
E aprop cura la plagua entro que sia sanada.	And then cure the wound until it is healed.
Capitol .lxx.	Chapter 70.
De la cura de hermafrodozia.	On the cure of Hermaphrodite disease.
Hermafrodozia en les homes es segon dos manieyras: la una es quar o appar en aquo que siec l’espazi en la codena de testiculs, en aquel que es entre dos testiculs figura quar cunh de femna en la qual so pels.	Hermaphrodite disease in men is according to two ways: one is because it appears in that which occupies the space in the cod (testicles), and in that which is between two testicles, figures like a woman's flesh in which they are hairless.
E alcunas veguadas de aquel corr urina le qual es en la codena dels testiculs.	And some wounds of that kind corrode the urine which is in the cod (testicles).
Mays en las femnas es una specia: e es que·l conh de la femna sobre le pentenilh es ayssi cum dos testiculs de home un pauc de tot yminiheys a la partida deforo ayssi cum le perpucii de home e dos testicols.	Moreover, in women it is a species: and it is that the flesh of the woman on the perineum is like two testicles of a man, a little smaller and hidden in the partition before like the perineum of a man and two testicles.
E la curacio es de tres specias: de dos dels homes e de una specia de las femnas.	And the cure is of three species: of two from men and one species from women.
E es que cove que tu inscidas aquelas carns ajustadas entro que efuga la emprecio de aquela, e aprop que cures aquelas am curacio de las autras plaguas.	And it is necessary that you insert those adjusted flesh until it escapes the impression of that, and then cure those with the cure of other wounds.
E en la segonda specia dels homes de la qual yeys urina la qual es en la codena dels testiculs, no es curacio ni opperacio en lu.	And in the second species of men from which urine is emitted, which is in the cod (testicles), there is no cure or operation on it.
Capitol .xxi.	Chapter 71.
De lentinge e de carn eminent per causas de las femnas.	The thickness and prominence of flesh are caused by women's humors.
Lentige fort leu es ajustada sobre causas naturals entro que es etressat e es fayt leg le reguardament; e alcunas veguadas es magnificada en alcunas femnas en tant entro que es spandit ayssi cum en les homes e perve entro al coito.	The thickness is adjusted according to natural causes, which are restrained and made into a rule; and some veins are enlarged in some women, so much that they swell also as in men, and are felt even in the joints.
Adonc cove que tu tenguas la superfluitat de lentinge am la tua ma o am unci e inscidas.	Then remove the excess of thickness from your hand or from a uncle's or other wise men's advice.
E no ultimes en inscizio, majorment en le preon de la razit, per so que no endevengua flux de sanc.	And do not delay in the incision, rather increase in the area of the root, so that no flux of blood is hindered.
E aprop cura aquela am curacio de las plaguas entro que sia sanada.	And then heal that wound with care of the ulcers until it is cured.
Mays carn nascuda es carn que nays en le horrifici de la mayre entro que umple aquel, e fort leu es eyssit a las partidas deforo segon semblansa de coa (e per aquo alscus primiers appelero aquo “malautia caudada”); donc cove que nos inscidam ayssi cum inscidem lentinge, e curem aquela entro que sia sanada.	Bad flesh is flesh that grows in the horror of the mother until it fills that, and it is said to be evacuated from the divided parts before according to the appearance of a tail (and for this reason the first doctors called it "caudal malady"); therefore, remove it so that we evacuate also like evacuating thickness, and cure it until it is healed.
Capitol .lxxii.	Chapter 22.
De curacio de alratica.	On the cure of gout.
Alratica es que le conh de la femna no sia perforat, o sia le trauc petit.	Gout is when the bone of the woman is not perforated, or it is a small passage.
E es o natural o accidental.	And it is either natural or accidental.
Accidental es per malautia la qual ha precedit, e aquela es fayta o per carn nada ajustada o per ciphac subtil o espes.	Accidental is due to bad matter that has preceded, and it is made or caused by unadjusted flesh or subtle and thin skin.
E es fayt o en le preon de la mayre, o en les costatz de lu, o en le pus sobira de lu, o en le pus bas de lu, e prohibeys de cuoyt e de enprenguacio e de enfantament, e fort leu prohibeys las mestruas.	And it is made or in the area of the mother, or in its ribs, or in the upper part of it, or in the lower part of it, and prohibits from acquiring and from taking hold, and strongly prohibits menstruation.
E la cognicio de aquela es fayta per reguardament de la metrona, si la oppilacio es apparent, propdana; mays si no es apparent, lahoras tu cerqua aquela am les tieus ditz o am le ray.	And the knowledge of that is made by observation of the uterus, if the oppression is apparent, it is propounded; but if it is not apparent, then you seek that with the signs and tokens or with the radiance.
Mays si oppilacio es per ciphac subtil, e es propda a las doas labias, lahoras tu coyta e disromp aquela.	But if the oppression is due to subtle skin, and it is pushed towards the two labia, then you touch and disrupt that.
E es que pauses sobre las doas labias pulvils, e aprop pausa les tieus ditz indicz de amdoas las mas encemps.	And it is that which pauses over the two pubic labia, and then pauses with the signs and tokens indicating both the most affected areas.
E la femna sia sobre le sieu dos, las sieuas coyssas extendudas, e aprop exten las doas labias am forsa entro que aquel ciphac subtil sia romput e la oppilacio sia uberta.	And the woman should be on her back, her thighs extended, and then extend the two labia forward so that the subtle skin is broken and the oppression is lifted.
E aprop pren lana e enbeu le4 en oli e pausa aquela sobre·l loc, e jagua am home le dia per so que·l loc inscis no sia consolidat.	And then take a lancet and open the skin in oil and pause that over the area, and let it stay there for a day so that the area does not consolidate.
