Ayssi comensan las paraulas de Albucasim .	The words of Albuca's doctrine begin here.
Adonc yeu pansegui la curacio de lu ja sia que no era confizat en la sanacio de lu, mays cessegui subtiliar aquel entro que foc sanat e le loc es consolidat.	Then you began to treat the wound as if it were not confined in its healing, but rather ceased to be subtle and allowed that to be healed and the location to be consolidated.
E yeu pus que vi le loc ja consolidat, timegui sobre le malaute que endevengues sobre lu accident de mal en le sieu ventre; e no endevenc alcu per aquo mal accident e romas en las suas milhos disposicios mangant e bevent, e aprop entrec en banh e es exercitat en sos ditz.	And then you saw that the location was already consolidated, and you waited for the patient who had been injured in his belly; and he did not take any medicine because of this bad accident and remained in his usual habits eating and drinking, and accordingly went to the bath and was exercised in his own strength.
E ja diysero alcus experimentados que quan endeve plagua en le budel, e es petita, lahoras cove que sia liada segon aquesta manieyra: e es que tu prenguas fromiguas de grans caps; e aprop ajusta las doas labias de la plagua e pausa una fromigua de aquelas que aja la boca uberta sobre las doas labias de la plagua; donc quan pren sobre aquelas e strenh la sua boca, abscindeys le cap de lu, quar adhereys e no es dissolvut.	And some experienced ones will say that when you encounter a wound in the bowel and it is small, then it is necessary to bind it according to this manner: and it is that you take fromies of large caps; and accordingly adjust the two lips of the wound and pause one fromie of those which has an open mouth over the two lips of the wound; therefore when you place it on top of them and strengthen its mouth, cut off the cap of it, because it adheres and is not dissolved.
E aprop pausa autra formigua prop la primieyra, e no cesses aquo a far am formiguas una aprop autra segon la quantitat de tota la plagua.	And accordingly, pause another fromie near the first one, and do not cease to make fromies one by one according to the quantity of the entire wound.
E aprop reduzeys aquela e cos la plagua; e romanguan aquels caps annexces en le budel entro que·l budel sia sanat; e no accideys al malaute degun nocument.	And accordingly, reduce that and close the wound; and those caps remain attached in the bowel until the bowel is healed; and do not cause any harm to the patient.
E ja es possible que·l budel sia liat am fiel subtil lo qual es fayt del budel de bestia annexs am lu, pus que es mes en agulha; e es que tu prenguas la extremitat de aquestz fiels de budel, e sia mot descarnat, e aprop lia la extremitat de lu am fiel de li, envolopat, e aprop entromet aquel fiel en agulhas e cos am aquel le budel, e areduzeys aquel en la disrupcio.	And already it is possible to bind the bowel with a subtle thread which is made from the bowel of an animal attached to it, because it is more in needle; and it is that you take the end of these threads from the bowel, and it is very bare, and accordingly tie the end of it to the thread of binding, wrapped, and accordingly insert that thread into the needles and close with it on the bowel, and reduce that in the disruption.
E aquesta manieyra de sutura am formiguas no es sino segon via de fiducia e d’esperansa.	And this manner of suture with fromies is nothing but according to the way of faith and hope.
Mays si la plagua es gran e ampla, majorment si es en un dels budels subtils, quar lahoras no es engen sino subtiliacio, e no es sanacio de lu de tot.	But if the wound is great and wide, especially if it is in one of the small bowels, because then it is not just a matter of suture, but rather subtlety, and there is no healing of it completely.
De curacio de zuchem e fistula.	On the cure of abscesses and fistulas.
Sapias que tota plagua e apostema quan se envilheseys e se Antiqua, e es fayt ulcus, e no es consolidat e geta braç tot temps e no es abscindit, lahoras, en qualque membre sia, universalment es nompnada fistula e nos la apelam aquela azukem.	Know that every wound and apostema when it becomes old and antiquated, and is made an ulcer, and is not consolidated and grows a hard crust all the time and is not cut off, then, regardless of what member it may be in, universally it is called fistula and we call it abscess.
E fistula segon veritat es nodacio feutrada, dura, blanqua am la qual no es dolor e a la qual es conquavitat ayssi cum es conquavitat de pena de ausel; e per aysso nompnat aquela alcus rizatz, id est pena.	And fistula according to truth is a nodular abscess, hard, white, and painless, with which there is no pain and it is as if the cavity of the abscess were the penalty of the owl; and for this reason they called that "rizatz", i.e. penalty.
E es en alcus homes humida, la qual geta brac; e fort leu la humiditat es abscidida en alcunas horas.	And it is in some men moist, which grows a crust; and the moisture is soon absorbed in a few hours.
E alcunas veguadas aquesta humiditat es mota, e es pauca, e es grossa, e es subtil.	And sometimes this moisture is more abundant, and it is little, and it is thick, and it is subtle.
E yeu ja he denant dit en la divisio, lahoras cum yeu diyssi las plaguas, que tot ulcus que no es sanat ni no es en lu nuda carn, no es aquo sino per una de ix causas: de las quals la una es o per pauquesa de sanc en le cos; o per malicia de lu; o quar entre lu e las labias es carn dura prohibent nativitat de carn; o quar es de mota legesa; o quar aquel ulcus en si meteys es poyrit e la materia que es a lu tramesa es de mala qualitat; o quar la medicina es enconvenient en la curacio de lu; o quan corrupcio catz en la regio, e es pestilencia; o per proprietat de regio ayssi cum endeve a Saragossa , en la qual es fayta difficil degestio de las malautias, e es tardada en aquela sanacio de apostema per natura; o quar en lu es os un, o motz osses.	And I already mentioned it in the division, when you said that all ulcers which are not healed or are not in bare flesh, there is only one of these causes: either because of a lack of blood in the body; or because of malice towards oneself; or because there is hard skin between it and the lips preventing the growth of new skin; or because it is too old; or because that ulcer within itself putsrefies and the material that is transmitted to it is of bad quality; or because the medicine is inconvenient in the healing of it; or when corruption breeds in the region, and it is pestilence; or due to the property of the region as is the case in Saragossa, where digestion of diseases is difficult and healing of apostemas is delayed by nature; or because there is one bone, or many bones.
