Ayssi comensan las paraulas de Albucasim .	The words of Albucaisim begin here.
Mays si es penetrant en le marge del cul prop dedintz, lahoras tu extratz le fiel de aquel trauc ayssi que tu intrometas le tieu dit en le cul; e extraguas la extremitat del fiel e ajustes las duas extremitatz essemps, e estrenh cascuna, e leyssa aquo per un dia o per dos, e quan mays inscideys le fiel en la carn, estrenh be aquel entro que aquelas carns sian inscididas las quals so entre doas extremitatz del fiel e que cajan.	But if it is penetrating in the margin of the navel, then you extract the probe from that hole just as you insert your finger into the navel; and extract the extremity of the probe and adjust the two extremities together, and strengthen each one, and let it remain like that for a day or two, and when more you insert the probe into the flesh, strengthen it well so that those flesh folds are inserted which are between the two extremities of the probe and fall.
E aprop cura la plagua entro que sia consolidada e sanada.	And then cure the wound until it is consolidated and healed.
Mays si le orrifici de la fistula no es penetrant, lahoras fay aquel penetrar, en qualque manieyre sia a tu preparat, sino que sia mot en le preon, quar no es a tu que fassas aquo per que no inscidas le lacert; e aprop fay am aquela entro que sia sanada.	But if the opening of the fistula is not penetrating, then make it penetrate, in whatever way you are prepared, but not so that it is in the prepuce, because it is not for you to do this so as not to incise the skin; and then make it so until it is healed.
La forma de spatum spinos am lo qual es fenduda la fistula: la curvitat del qual es mot aguda e l’autra partida es no-aguda, per so que no inscidas aquo que no es necessari, ayssi cum vezes.	The form of the awl with which the fistula is pierced: its curvature is very acute and the other part is not acute, so that you do not incise what is not necessary, just as sometimes.
De sutura de emorroydas en las quals corra sanc en la inscizio de aquelas.	Of the suturing of hemorrhoids in which blood flows during the incision of those.
Emorroydas so segon dos manieyras, quar o so entre le cul semblantz aysi que es de carbos, o quays aquelas sian cum a gras de rasim.	Hemorrhoids are according to two ways, for either they are between the anus resembling charcoal or those which are like ripe grapes.
E de aquelas so petitas e grans, e que le sanc corr de aquelas tostemps e es una, e so motas, e so fora·l cul, e en las extremitatz de lu.	And of those that are small and large, and the blood flows from them at all times and is one, and many, and outside the anus, and in the extremities of it.
Mays empero aquelas que so foro le cul so segon las mes de pauca humiditat, de las quals corr aygua citrina o un petit de sanc am cos continuabla, e so segon la color del cos.	But however, those that are outside the anus are according to the months of little humidity, from which a yellowish water or a small amount of blood flows with the body continuingly, and according to the color of the body.
E la curacio de aquela que es dedintz le cuol es que comandes al malaute que se assela e que se exprema entro que le cuol yesca e las emoroydas apparescan a tu.	And the cure for that which is outside the anus is that you command the patient to settle down and express himself until the anus opens up and the hemorrhoids appear to you.
Adonc tu te coyte e suspen am uncis o que tenguas aquelas am la tua ungla, e aprop incideys aquelas deves las suas razitz.	Then you take hold of them and suspend with the fingers or what you have as your fingernail, and then cut off those roots.
Mays si les uncis no so tengutz en aquelas per la humiditat de lor e mollificacio de aquelas, lahoras pren aquelas am drap aspre o am coto o am flassada de lana, e extratz aquelas am les tieus ditz, e aprop inscideys aquelas e polveriza sobre lor alcunas polveras caudas aprop la inscizio, per que sian ad aquelas en loc de cauteri; o cauteriza aquelas segon que es precedit en le capitol de cauterizar.	But if the fingers are not suitable for grasping those due to their moisture and softness, then take them with a rough cloth or a piece of leather or a woolen rag, and extract them with your fingers, and then cut off those roots and powder some powders nearby the incision, so that they stick to those places like cauterization; or cauterize those as is preceded in the chapter on cauterization.
E aprop cura aquelas am l’autra curacio entro que sian sanadas.	And then cure those with the other cure until they are healed.
E si le cul no obezeys a egressio, lahoras cristerisa le malaute am cristeri en le qual sia mordicacio petita, e sia lavat am aquel aquo que es en le cuol e que obezesca a egressio leugierament quan le malaute s’esprem.	And if the anus does not obey evacuation, then anoint the patient with an ointment in which there is a small amount of bitter substance, and wash it with that water that is in the navel and that will cause evacuation slightly when the patient presses.
Mays si las emorroydas so defora le cul, lahoras la causa de lor es leugiera, e es que tu prenguas aquelas am la tua ungla, o que prenguas aquelas am unci, e inscidas aquelas, e aprop cura aquelas am aquo que havem dit entro que sian sanadas.	But if the hemorrhoids are outside the anus, then the cause of their being is slight, and it is that you take them with your fingernail or with an awl, and cut off those roots, and then cure those with water as we have said until they are healed.
E aquel que avoreys inscizio, cove que aministres sutura de lor segon aquesta manieyra: pren fiel envolopat e entromet aquel en agulha e aprop extratz las emorroydas a las partidas dessus, e fay aquel penetrar am la agulha en la razit del autra part, e envolveys las doas extramitatz del fiel en la partida pus dejos de la agulha, e so latitudinalment; e estrenh la emorroyda am strectura fort, e aprop noza le fiel e extratz la agulha.	And that which you have incised, you must administer suturing of theirs according to this manner: take a needle wrapped and insert it into the awl and then extract the hemorrhoids from the upper parts, and make it penetrate into the root of the other part, and wrap the two extremities of the needle in the outermost part of the awl, and so latitudinally; and strengthen the hemorrhoid with strong stitches, and then remove the needle and awl.
E fay aquo a totas, e layssa de aquelas una e no la cozes, per so que la superfluitat del sanc corra de aquela.	And do this to all of them, and leave one and not close it, for so that the superfluity of blood flows from it.
E aprop pausa sobre le cul drap enfus en oli rozat o en cerot; e pausa aquel sobre·l cuol e comanda al malaute que·s repause.	And then pause over the anus with a cloth dipped in rose oil or cerote; and pause that over the anus and command the patient to rest.
E aprop layssa aquela entro que caja; e quan es casuda, cura aquelas am enguentz o am autra curacio entro que sia sanat.	And then let it rest until it is closed; and when it is closed, cure those with gentle touch or another cure until it is healed.
De curacio de fistulas.	The cure of fistulas.
Motas veguadas accideys per exseccacio de fenda o per costriccio de natura.	Many times accidents occur due to excessive division or constriction of nature.
E cum so antiquadas e no val en aquela medicina, lahoras cove que tu razas aquelas am la puncta de spatum o am la tua ungla entro que sian faytas humidas e sia hostada de aquelas la escorsa pus desus, la qual prohibeys aquelas de consolidacio; e aprop cura aquelas entro que sian consolidadas.	And since they are so old and do not respond to that medicine, then it is necessary to reason with those at the point of awl or with your fingernail until they become moist and the discharge above is blocked from consolidation; and then cure those until they are consolidated.
