Ayssi comensan las paraulas de Albucasim .	Albucasis begins his treatise as follows: 
Forma de dos espatums latz:	Forma de dos espatums latz means "Two spatulas wide.
Totz aquels instrumentz so excersitatz, e quan mes so multiplicadas las specias de aquel e so preparadas deves le artifexs, quant es pus leugier a la sua opperacio e pus aut deves les homes per la sua quantitat.	Totz aquels instrumentz so excersitatz, e quan mes so multiplicadas las specias de aquel e so preparadas deves le artifexs, quant es pus leugier a la sua opperacio e pus aut deves les homes per la sua quantitat translates to "All these instruments are prepared and exercised, and as more species of them are multiplied and well-prepared by the artisans, they become lighter in operation and serve people better due to their abundance.
E no obres de aquels instrumentz ja sia qua sia deves tu aparalhat, quar la necessitat de aquels no es excusabla.	This line is translated as "Do not be without any of these instruments, for the need for them cannot be excused." The text emphasizes the importance and necessity of having a complete set of medical tools and instruments at hand.
De extraccio de la segondina.	De extraccio de la segondina translates to "Regarding the extraction of the second-degree hernia." This appears to be a heading or title for the following medical procedure described in the treatise.
Quan la segondina es retenguda deves le enfantament, lahoras cove que tu comandes a la malautae que retengua le sieu ale, e aprop fay aquela stornudar am condizi, e strenh la tua ma sobre la boca de lu e sobre las nars de lu, e si per aysso es defora eyssit, bo es.	Here is the translation: 
E sino, lahoras tu pren una ola e perfora en la cuberta un trauc e pausa en aquela erbas ubrent la boca de la mayre, ayssi cum calament e ruda e anet e camamilla e scicados arabic e cassia lignea e santaurea.	Here is my best attempt at translating the provided text:
Totas aquestas erbas o alcunas de lor sian submersas en aygua en la ola, e pausa aquela sobre le foc.	All these herbs or some of them should be submerged in water on the stove, and place it over the fire.
E aprop pausa una canula de canaviera en la boca de la mayre, e tengua aquela entro que la evapor vengua a la concavitat de la mayre.	Then place a cane tube in the mother's mouth, and keep it there until the vapors reach the mother's cavity.
E aprop fay aquela stornudar ayssi cum havem dit, e la segondina sira fora-getada am velocitat.	Make her sneeze as we have mentioned before, and the second baby will be quickly pushed out.
Mays si roman aprop aquesta curacio e no es eyssida, lahoras tu comanda a la matrona que submerge la sua ma sinistra en oli sizami o en micellage de altea, e aprop entrometa aquela en le conh e queresca am aquela la segondina, e cum aquela auras trobada, lahoras pren la e exten aquela pauc a pauc Mays si es annexsa en le preon de la mayre, lahoras entrometa la sua ma segon que havem recomtat, e quan aura trobat la segondina, extragua aquela petit a petit segon rectetut per so que la mayre no caja deves la atraccio vehement.	But if this treatment remains incomplete and the baby is not born, you must instruct the midwife to immerse her left hand in sesame oil or an infusion of marshmallow root, then insert it into the womb and search for the second baby with that hand; once found, gently pull it out as described. If it is still attached to the mother's belly, you should follow our advice about inserting your hand, but when you find the second baby, remove it slowly so that the mother does not suffer from a strong traction.
Abantz cove que sia permudada als costatz dreyt e sinestre am facilitat.	Wait until the baby is easily turned to the right and left sides.
E aprop sia ajustat en la quantitat de atraccio, quar ela obedira e evasira de adhirencia.	Then it should be adjusted according to the amount of traction, for it will obey and escape from adhesion.
E si la boca de la mayre es coartada, nos ja havem recomtat la curacio am sturnutacio e am medicacio de la ola am erbas.	And if the mouth of the wound is constricted, we have already recommended treatment with sneezing and herbal medication to treat the swelling.
Mays si no es fora-getada am totas las causas las quals havem recomtadas, lahoras guarda te que no fetigues sobre aquela en iteracio de abstracio, mays empero cove que aquo que es eyssit de lu a la boca de la mayre lies a la coyssa de la femna, e aprop cristeriza aquela am enguent e tetrafarmacon; quar aquel fara poyrir aquela aprop alcus dias e sira dissolvuda e sira fora-getada.	However, if you do not forget all the causes we have recommended earlier, make sure not to tire yourself by repeating an act of abstraction. Instead, cover what is protruding from it at the mouth of the wound with a piece of cloth for the patient's thigh, and then anoint that with ointment and tetrafarmacon; this will rot it in a few days, and it will dissolve and be forgotten.
Mays quan se poyreys, es de lu elevada mala audor al cap, e al estomac, e aquo ledeys la malauta; e adonc cove que sian aministradas sub-fumiguacios e convenientz ad aquo.	But when you rise, a bad odor rises to the head and stomach, harming the patient. Therefore, it is necessary that they be administered appropriate fumigations and remedies for this.
Mays alcus dels Antics ja so esproatz sub-fumigacio de nazitort e de figuas seccas.	Some of the Ancients have already experienced fumigation with nard and dry figs.
Forma de instrument am le qual la femna es sub-fumiguada deves la retentio de mestruas e de la segondina:	The method of the instrument with which the woman is fumigated should be for retention of menstruation and the secondary fever:
Sia fayta de veyre o de eram.	It should be made of glass or silver.
E sia pausada la extremitat subtil en le conh e la extremitat ampla sobre le foc, e la sub-fumiguacio sia pausada sobre las brazas del foc.	And place the thin end in the bell and the wide end over the fire, and let the smoking be done over the embers of the fire.
E tengua aquela entro que sia consumida aquela sub-fumiguacio e itera·n autra.	And keep doing this until that is consumed, then do another one.
De curacio del cul del enfant no-perforat.	For the treatment of an unperforated infant's anus.
Motz enfantz naysso e les culs de lu no so perforatz, les quals ya ciphac subtil e opilat.	If an infant is born with its anus unperforated, which was discovered to be very narrow and blocked.
Adonc cove a la matrona que perfore am le sieu dit aquel ciphac; e sino, perfora aquel am spatum agut, e guarda se que no toque le lacert.	Then ask the midwife to perforate its anus with her finger; otherwise, do it yourself with a sharp spatula, and be careful not to touch the rectum.
E aprop pause sobre aquel lana enfusa en vi e oli; e aprop cura aquel am enguent entro que sia senat.	Then cover it with wool soaked in wine and oil, and cure it with ointment until it is healed.
Mays si temes que sia opilat, lahoras pausa en le trauc una canula per motz dias, e osta la quan le enfant voldra degerir.	But if you fear it is still blocked, then insert a cannula into the perforation for several days, and remove it when the infant wants to defecate.
E ja accideys oppilacio del cul per consolidacio de plagua o de apostema; adonc cove que aquela consolidacio sia inscidida, e aprop sia curada am aquo que avem dit de la curacio e del plom.	And it can happen that the anus becomes blocked due to a blood clot or abscess; then you need to incise that clot and cure it with what we have said about treatment with lead.
