Ayssi comensan las paraulas de Albucasim .	Here is my translation of your provided text: 
E aprop lava la plagua am vi agre, aygua e sal, e am opposicio a tota specia, am aquo que conveneys a lu de la curacio entro que sia sanat.	Then wash the swelling with vinegar, water, and salt, using any remedy that you believe is appropriate for curing it until they are healed.
E cove en las horas de tota la curacio que tu lies amdos las coyssas e ajustes las medicinas las quals so pausadas sobre le loc.	Cover during all the healing process both thighs with cloth and adjust the medicines that are applied on the area.
E si la peyra es petita e es en le meat de la vergua, e es ficat en lu, e eyssement de urina es prohibit, lahoras cura aquel am aquo que yeu recomti denant que pervenguas a seccio, quar tropas veguadas per aquesta curacio yest acusat de seccio; e ja yeu e esproat aquo, e es que tu prenguas un perforador de ferr alfelut, del qual aquesta es la forma de lu:	And if the stone is small and located in the urethra, making urination impossible, then treat it with what I previously recommended to avoid surgery, because surgeons who employ this cure are accused of practicing surgery; and I have experienced that, take a red-hot iron instrument shaped like this:
de triangulada extramitat, agut, ficat en fust.	From the triangular extremity, sharp, stuck in wood.
E aprop pren fiel, e lia am aquel la vergua dejos la peyra per so que no retorne a la vesica.	Then take flax and tie it to that rod, placing them under the stone so that they cannot return to the bladder.
E aprop entromet le ferr en la vergua, perforant am fecilitat entro que·l perforador vengua ad aquela peyra.	Then insert the iron into the rod, piercing it with ease until the perforator reaches that stone.
E revolveys le perforador am la tua ma en aquela peyra petit a petit, e tu perforsa la perforacio de lu entro que fassas aquel del autra part penetrar; quar la urina tantost es absolta.	And turn the perforator with your hand on that stone gradually, piercing it until you make that one from the other side penetrate; because urine is now being released.
E aprop prem la tua ma sobre aquo que es romas de la peyra de la partida deforo de la vergua, quar aquela es trinquada, e es foro-getada am la urina, e le malaute es sanat.	Then press your hand on what is broken off the stone outside of the rod, for it is cracked and blocked by urine; and the patient is healed.
Mays si aquesta curacio no es a tu aparelhada per alcuna causa la qual prohibeys de aquela, lahoras lia un fiel dejos la peyra, e autra fiel desus la peyra.	But if this treatment is not available to you for any reason that prohibits it, then tie a piece of flax under the stone and another piece of flax over the stone.
E aprop encideys sobre la peyra en aquela vergua entre doas liaduras.	Then cut through the stone with that rod between the two ligatures.
E aprop extratz aquela.	Then extract it.
E aprop deslia le liament e mondifica le sanc congilat, le qual es fayt en la plagua.	And then untie the binding and clean the congealed blood from the wound.
E no es necessari liament de fiel dejos la peyra, sino per que no retorne a la vesica, e l’autre liament desus sino, quar quan es desliat le fiel aprop la egrecio de la peyra, la codena retorna a son loc e cobra la plagua.	It is not necessary to keep the binding on their bladder stone; instead, they need only the one above it so that when you untie the one around the bile duct and the passage of the stone, then the catheter returns to its place and treats the wound.
E per aquo es a tu necessari quan lias le fiel desus, que tu eleves la codena a las partidas desus, o que retorne deves le tieu compliment, e cobra la plagua ayssi co havem dit.	And this is why you must keep the catheter above the bile duct binding elevated; if it returns downward to its original position, then the wound will heal as we have described.
Capitol .lxi.	It seems that you are referring to chapter 61 of this medical treatise. Is there anything specific from this chapter you would like me to translate or explain? I can provide further details if needed.
De extraccio de peyra de las femnas.	Chapter 61 appears to be titled "On the Extraction of Bladder Stones from Females." Would you like me to translate any specific instructions or information related to this chapter? I can provide a more detailed translation if required.
Peyra en las femnas pauc es engendrada.	Bladder stones in females are rarely formed." Do you want me to continue translating this text? I can provide a more comprehensive translation if there's additional context you'd like to share.
Mays si ve peyra ad alcuna de aquelas, lahoras dificil es la curacio de lu, e es prohibida per tropas manieyras.	When bladder stones do appear in some females, their treatment is often challenging and can be approached in various ways." Shall I proceed with translating the subsequent lines? Feel free to provide any further details if you wish to delve deeper into this medieval medical text.
La una de lor es quar la femna fort leu es verges.	La una de lor es quar la femna fort leu es verges.
E la segonda es quar tu no trobas femna be scient que descroba si meteyssa al metge quan es casta, o es de las femnas haventz maritz.	And secondly, if you cannot find a woman who is suitable for uncovering the patient's private parts when they are chaste or those of women with husbands.
La tersa es quar tu no hatrobas femna be sabent aquesta art, majorment la operacio am ma.	Thirdly, if you cannot find a woman who is proficient in this medical art, especially when it comes to the operation with the hand.
E la quarta es que·l loc de la seccio sobre peyra en las femnas es longinc del loc de la peyra, per que indigeys de seccio preonda, e en aquela es temor.	And fourthly, the location of the incision over the stone in women is far from the site of the stone itself, so when you need to make an incision and there are concerns about it, and in this case, it is feared.
Mays si necessitat provoca a tu ad aquo, lahoras cove que tu prenguas una femna metga be scient, e pauc es atrobada.	But if you find yourself in need of performing this procedure, then know that it is best to seek out a female doctor who is knowledgeable and skilled, though they are hard to come by.
Mays si tu es privat de aquela, lahoras cerca metga quast e subtil, o presenta una femna matrona be esenhada en le feyt de las femnas, o femna que en aquesta art ennueys partida del art.	But if you are unable to find such a female doctor, then look for a gentle and clever male physician, or present the patient to an experienced matron who is well-versed in women's affairs, or even a woman who has some experience with this specific medical practice.
Donc fay aquela present, e comanda a lu que fassa tot aquo que tu li mandaras, de la enquisicio sobre la peyra al comensament; la qual causa es que reguarde si la femna es verges, lahoras cove que meta lo sieu dit en le cul de lu e quiera la peyra.	So make the presentation and instruct them to do as you command, from the examination for the stone at the beginning; this is done to check if the woman is a virgin, so it requires putting their finger into her anus and feeling for the stone.
