Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking about Albulaccius.
E la manieyra del eyssiment de la urina per aquel es que prenguas le fiel doblat e lies en la extramitat de lu lana o coto per bona liadura; e entrometas las extramitatz del fiel en la partida dejos de la ciringua, e inscideys am las forfexs si superflueys alcuna causa de la lana, mays intromet la en la canula am vehemencia E aprop enongeys la ciringua am boder e am album de huou.	Here comes the first source sentence to translate: When it is necessary that urine collection for him who grips and lies outside of this fabric, you insert the external parts of the instrument into the hollow part near the bladder; then cut away any superfluous material with scissors if there's a cause within the wool, otherwise place directly in the catheter following urgency.
E fay cezer le malaute sobre la selha, e embroca la vesiqua de lu e la vergua am olis umitz, e oli de oliva e ayguaros.	When one applies the malady on the sole of the foot and binds the bladder, vein, and ligament together with oil and wine,
E aprop entromet la ciringua am facilitat entro que pervengua a la razit de la vergua; e aprop dobla la vergua desus a la partida del embelic; e aprop empelleys la ciringua dintz aquela; e aprop empelleys aquela entro que pervengua a la vesica, e aquela centa le malaute esser pervenguda a la causa vuoda, e no es fayt asso segon aquest orde, sino le meat en le qual va a tortuositat.	Here comes the translated text line by line:
E aprop exten le fiel am la lana petit a petit, quar la urina siec la lana.	Expose gradually the metal (the cautery) in fleece small by small, until it is completely covered with wool.
Aprop extratz aquela e fay per curacio urina, e usa ciringua, no cesses fer aquo e usa ciringua entro que sia evacuada la vesica e le malaute atrobe alleviacio.	Return that part for cleansing with urine and apply a compress; do not cease to use the washer (ciringua) until the bladder and hernias are relieved, easing their discomfort.
Capitol .lix.	The provided text seems like an attempt at translating medieval medical terminology into English
De qualitat de clisterizacio de la vezica am clampcedra e am semblantz instrumentz les quals sian acordants ad aquo.	When the enema (clister) is prepared and similar instruments are brought, which align with it in purpose.
Quan accideys en la vesica ulceracio o apostema, o sanc congilat en aquela, o es coartat poyredura, e vols en aquela destillar ayguas e medicinas, lahoras sia fayt am instrument le qual es apelat clampcedra, e aquesta es la forma de lu:	When ulcers or abscesses occur in the bladder, or when it'supinated (turned over), and you want to drain them hereby taking water and medicines with a tool that is clamped for this purpose; these are how things stand.
sino que en la extramitat de lu es sorda, so es clausa.	sino que in the exterior of it is silent, so it is closed.
Et en aquela so tres traucs: dos de la una partida , ayssi quo vezes.	And in that way there are three troubles: twice from one side.
En le comensament es loc concau, en le qual es aquo que es enpellit, e sia segon quantitat que oppile aquel, ses addicio, entro que quan alcuna causa es ab aquel tirada de las humiditatz, sia atirada, e quan es expellida, am aquo sia atirada, e quan es expellit lonc, segon que fa clampcedra am la qual es phicat naphta en las batalhas de mar.	In the meal is calmness found, in which it draws and whereupon its second quantity ascends above that drawn by those humidities, when any cause lifts such from these fluids; furthermore, once expelled, again to be pulled back at will of this fluidity. And whenever lifted long enough beyond return, then naphtha appears within the wounds suffered in sea battles.
Donc cum tu vols prohicir humiditatz en la vesica, entromet la extremitat de clapcedra en la humiditat, e atira am aquel aquo que es empellit a las partidas desus, quar la humiditat es atirada en la conquavitat de clapcedra.	So when you want to prevent moisture in the bladder, insert the extremity of clogs into the moisture, and draw it out towards that water which pushes down on the parts below, wherein the moisture is drawn upwards.
E aprop entromet la extramitat de clapcedra en la vergua segon que havem recomtat en la ciringua; e aprop empelleys la humiditat am aquo que empelleys, quar aquela humiditat perve a la vesica tantost, e le malaute cent aquela.	Here comes the first source sentence to translate: "Return the intestine or hernia into its cavity; and propel the moisture that you are expelling, which goes directly down towards the bladder, and thus it causes malady.
Forma del cristeri subtil am le qual la vesica es cristerizada, e es aquela la forma:	The form of the clyster under which the bladder becomes distended is as follows:
E sia fayta de argent o de lato, de la qual le cap pus aut sia semblant a petita pluma, e dejos lu cana dedintz liament.	And whether it is silver or side-based pain, they have placed the head as if to a small feather on him/her and quickly inserted lancet into his/her limb.
E aprop pren vesica de moto, e pausa en aquela la humiditat que vols cristirizar en la vesica, e aprop lia aquela entre dos am fort liguatura am fiel doble, e escalfa aquela humiditat sobre le foc.	Return the bladder to its place, and stop there where moisture wants to condense in the bladder, between two strong ligaments of the falciform tendon (double-sided), and heat that moisture over the focus.
E aprop entromet la extremitat del cristeri en la vergua.	Return the limb'dictor in its cavity, and place your hand over it so that the limb dictator does not protrude.
E aprop estrenh la tua ma sobre la vesica am la humiditat am strectura descent entro que·l malaute centa que aquela humiditat ja es pervenguda a la vesica.	Here comes the first source sentence to translate:
Mays si a tu no es present vesica, lahoras tu pren una pessa de parguames e fay de aquel cercle; e perfora aquel de tota la sua retonditat; e aprop entromet fiel fort en aquels traucs, ayssi quo so revolgut; e aprop agregua le cercle ayssi quo es agreguat alsofatur, pus que tu pausas en aquel aquo que tu vols de las humiditatz, e olis e ayguas.	If there is no bladder present, take a pillow made of pargament and make from that circle; pierce through the entirety of its surface; firmly insert faithfully into those disruzymes, as you will induce it to revolt; secure additional rounds also in accordance with your wishes. Place yourself within that water which contains these humidities while adding said waters and oils (likely medicinal concoctions).
