Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking (or announcing) with them/themselves/their words related to Albuccas.
Las extremitatz se poyresso o per causa intrinseca o per causa extrinseca, o cum tu auras medicat aquela corrupcio per curacio de aquelas medicinas e la curacio no comfereys, o vezes la corrupcio anar deves le membre la qual no percuteys denguna causa, lahoras cove que tu inscidas aquel membre entro aquo la hon acossec la corrupcio, per que le malaute evasesca per aquo de mort o de malicia que es major defeliment del membre.	The extremities are softened or due to internal/external causes, or if treatment of that corruption with these medicines does not relieve discomfort and the corruption itself travels without being affected by any cause; when you insert this limb into water for its escape from death or malevolence (greater injury), which is harmful to it.
E le senhal de aquel al qual accideys, es que·l membre es fayt negre entro que sia cujat que foc la ja comburit, o se poyreys aprop la negror entro que la poyredura aquela ane entro aquel membre que siec lu e que prengua tot le cors; e donc coyta te am inscizio de aquel.	Here comes the first source sentence to translate: And as for that person whom you have injured, their limb is blackened because it has been struck by fire or if pressure applied inside wherein the darkening entered within this very body part which he/she holds and from here onward compresses his whole corporeal. Therefore, understand yourself to be aware of him (the patient).
E semblantment si es causa de la corrupcio percussio de alcunas causas venenosas ayssi cum de scorpio mari o de vupera o de rutela e de semblantz.	When something resembles the effects of puncture caused by some poisonous sources such as sea serpent bite, or lead ingestion, or chickenpox and syphilis symptoms.
E si la corrupcio o la percussio es en la extremitat del dit, lahoras tu inscideys le dit e no dones spazi a la corrupcio per que ane entro a la ma.	If the decay or rupture is in the said limb'thy part, then you cut and do not leave spaces for deterioration to enter into it.
E semblantment si accedeys a la ma, lahoras tu inscideys aquela de la razit del focil, e no dones spazi a la corrupcio entro que prengua en le focil del bras.	If you manage to enter the cavity, then cut that which is in the focus of the fire within the chest' extraneously without leaving space for decay inside where smoke enters through the breastbone.
E si envezeys aquel, lahoras inscideys le bras entro al coyde en la junctura.	If that individual enters (enters), then you will insert your arm into the waist at the joint'suponendo "envezes" refers to entering or approaching in a metaphorical sense here, possibly indicating when someone is presenting their symptoms for examination. The translation
E si passa otra la corrupcio e la vezes enviro le coyde, lahoras en aquel es la mort del malaute; e aministrar autra causa otra aquo en curacio es quantitat de vertut.	If another passes through the decay and then sends forwards (sends) into your waist at that joint, it is considered as death of the humoral imbalance; and administering further causes again represent virtue or treatment efficacy in healing. Here "corrupcio" refers to a state like disease or corruption within one's body due to excessive humor (humors) – reminiscent of medieval understandings before modern science, where bodily fluids were thought to be the source of illness if out of
E semblantment fay del pe quan corrupcio envezeys le dit del pe, lahoras tu inscideys aquel entro ad un dels nozes.	Similarly when decay enters into your leg (signifying illness or disruption), then you will insert that part of the body into one of its cavities inside a container such as an osteostatic bed, which is made out of wooden beams reminiscent to modern orthotic devices. The medieval physician uses this metaphorical language suggesting immobilization and contain
E si pren en la pente del pe, lahoras tu inscideys tot le pe.	If you place it down the leg's slope (the path of least resistance or direction where pain may occur), then insert that entire part into your body for immobilization and healing restoration—implying a treatment approach
Mays si pueja entro al denol, lahoras tu inscideys la camba entro a la junctura del denol.	If pus (pus) enters the belly or abdomen region ('denol'), then you will insert that part into your body at its joint with another—likely suggesting some form of draining, treating an abscess by relieving pressure and allowing for proper healing in accordance to medieval medical practices. Here
E si la corrupcio ja es pervenguda sobre le denol, lahoras en lu no es engen sino dimissio, e layssar le malaute a la mort.	If the decay (infection or imbalance) has already reached into your belly, here it is not ingenuity but rather removal; and by extracting that malady you bring death to excess—indicating extraction as a form of treatment ('dimissio') in medieval medical context. Here "mort" signifies the end or resolution of disease when treated properly according to their beliefs, which align more with
E la manieyra de inscidir le membre o de serrar lu es que tu strenhas le liament en la partida pus dejos la qual voles inscidir, e strenh autre liament sobre le loc; e extenda le ministre un liament a las partidas dejos, e extenda le ministra autra liament en sus; e tu separa la carn la qual es entre dos liamentz ain spatum lat entro que sia descuberta tota la carn; e aprop sia inscidit o serrat.	When it is necessary for the member or limb you wish to fix in place, tighten one bandage on the part wherein desires fixing takes place and another over that location with your hand so: extend outwardly both bandages; stretch each other's hands further apart until all flesh between them has been revealed as far as possible within spatula-like space enclosed by two ligatures. Then secure it in position or cut it accordingly, according to necessity.
E cove que sia pausat drap de li de totas partidas per so que no toque le loc sa, e que vengua al malaute lesio ajustada e apostema caut.	And ensure that the cloth covering him touches none of his parts, and draws out the adjusted injury and applied poultice properly.
Mays si accideys flux de sanc quan obras, lahoras tu cauteriza le loc coytadament, o pausa sus lu alcunas polveras restrenhentz le sanc; e aprop retorna a la tua medicacio entro que sia complida.	May you soothe the flow of bile when work is done, and if necessary apply cautery to that place where it has become constricted (biliary colic), or pause there with some powders restraining the bile; return your healing practice within which treatment can be completed.
E aprop lia le membre plaguat am liament al u convenient, e cura aquel entro que sia sanat.	Return that limp part of his body attached by sinews and care for it so that it heals properly.
