Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking about Albuccas.
Donc cum tu auras cumplit la tua opperacio, lahoras omple la plagua de enses de aloe e de sanc de drago, e strenh aquel.	Therefore, when you have completed your operation, then fill the womb of our souls with the juice of aloe and dragon'se blood, and strengthen it.
E pausa sobre aquel drap enfus en oli e vi, o en oli rozat e aygua frega, per so que apostema caut sia cedat.	And when pressure is applied on that cloth dipped in oil and wine (or vinegar), or where it has been scraped with oil and water foam, for the poultice to soften its application.
E aprop resupina le malaute sobre le sieu col, e no deslias le liament entro al tertz dia.	Return the uterus above the backbone and do not remove it from within three days.
E cum aquel auras desliat, embroca le loc am aygua e mot oli, e aprop cura aquel am enguent diafinicon e am enguent diabazilicon entro que sia sanat.	When that air escapes, apply water and oil to the area soaked with grease inside where it heals.
Mays si en la plagua accideys apostema caut, adhust e corrosiu, e de aquel semblantz ayssi cum si le sanc es en la vesica congelat, e per lu es la hurina prohibida (e aquo es conogut per la egressio del sanc am urina), a donc entromet lo tieu dit en la plagua e extratz aquel sanc, quar si roman provoca la vesica a corropcio de la vesica e de lu putrefaccio.	May you apply cauterization to heal and restore the wound, even if it appears raw like when one is in jail (and urine is prohibited therein), then insert or extract that organ into/from the body, which if Roman provokes corruption of both bladder and body putrefaction.
E aprop lava la plagua am vi agre, aygua e sal, e am opposicio a tota specia, am aquo que conveneys a lu de la curacio entro que sia sanat.	Here comes the first source sentence to translate: Return clean water with wine and salt; it is contrary to all specialties that which shall be brought for healing within this period of recovery.
E cove en las horas de tota la curacio que tu lies amdos las coyssas e ajustes las medicinas las quals so pausadas sobre le loc.	In the hours of complete treatment, where you have both thighs and adjust the applied medicines that are placed on the location.
E si la peyra es petita e es en le meat de la vergua, e es ficat en lu, e eyssement de urina es prohibit, lahoras cura aquel am aquo que yeu recomti denant que pervenguas a seccio, quar tropas veguadas per aquesta curacio yest acusat de seccio; e ja yeu e esproat aquo, e es que tu prenguas un perforador de ferr alfelut, del qual aquesta es la forma de lu:	If the stone is small and located in the bladder, it remains there, and urination of urine is prohibited. Otherwise healing this condition requires that a drop reaches to the segment where it has entered; these drops are accused today of causing obstruction—they have already been drained out now, and you need to grasp an iron tool with a point herein:
de triangulada extramitat, agut, ficat en fust.	From outside the cavity (extramidum), gout is found in a pipe/cannon.
E aprop pren fiel, e lia am aquel la vergua dejos la peyra per so que no retorne a la vesica.	With proper alignment of bone and ligament attachment, place it there where the thighbone meets the pelvis to ensure that it does not return to its original position in the bladder cavity.
E aprop entromet le ferr en la vergua, perforant am fecilitat entro que·l perforador vengua ad aquela peyra.	When metal is inserted into the vein through easeful entry until the needle goes down to that stone,
E revolveys le perforador am la tua ma en aquela peyra petit a petit, e tu perforsa la perforacio de lu entro que fassas aquel del autra part penetrar; quar la urina tantost es absolta.	Revolve the cautery in your hand slowly within that small stone, and insert it into where you will make another piercing go through; when the urine is expelled for once.
E aprop prem la tua ma sobre aquo que es romas de la peyra de la partida deforo de la vergua, quar aquela es trinquada, e es foro-getada am la urina, e le malaute es sanat.	Here comes the first source sentence to translate: "Return your hand over what is being expelled from the stone of departure down below (the lower part), where it has been broken or cracked open by impacts and its opening allows urine, so that the urethra heals.
Mays si aquesta curacio no es a tu aparelhada per alcuna causa la qual prohibeys de aquela, lahoras lia un fiel dejos la peyra, e autra fiel desus la peyra.	If this treatment is not available to you for any reason that prevents its use, then apply a finger immediately on the stone (probably referring to a heating stone or similar), and another one under it; these are your hands holding them.
E aprop encideys sobre la peyra en aquela vergua entre doas liaduras.	When applied over that stone in between her joints of painful bones,
E aprop extratz aquela.	Return that outwardly (or bring it outside).
E aprop deslia le liament e mondifica le sanc congilat, le qual es fayt en la plagua.	Return those parts of the ligament and scabbed flesh as they are in soil.
E no es necessari liament de fiel dejos la peyra, sino per que no retorne a la vesica, e l’autre liament desus sino, quar quan es desliat le fiel aprop la egrecio de la peyra, la codena retorna a son loc e cobra la plagua.	Here comes the first source sentence to translate:
E per aquo es a tu necessari quan lias le fiel desus, que tu eleves la codena a las partidas desus, o que retorne deves le tieu compliment, e cobra la plagua ayssi co havem dit.	When it is necessary to lift the leg from below (to examine or treat), you must raise the kneecap to its respective parts above, and return what was previously given back, as we have discussed together.
Capitol .lxi.	Capitol .lxi.: (The translation of this line is not provided due
De extraccio de peyra de las femnas.	Extraction from the stones in women's bodies." This sentence suggests a historical or folkloric practice, possibly referring to an old and
Peyra en las femnas pauc es engendrada.	 "Stones in women are scarcely produced." In this context, it seems the text is discussing some form of lithiasis—a condition where stones or calculi
