Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking (or is about to speak) with Albuccas.
Adonc yeu pansegui la curacio de lu ja sia que no era confizat en la sanacio de lu, mays cessegui subtiliar aquel entro que foc sanat e le loc es consolidat.	And now you apply the treatment to him who was not healed in his own recovery, may that subtle agent within focus and solidify that location where health has returned.
E yeu pus que vi le loc ja consolidat, timegui sobre le malaute que endevengues sobre lu accident de mal en le sieu ventre; e no endevenc alcu per aquo mal accident e romas en las suas milhos disposicios mangant e bevent, e aprop entrec en banh e es exercitat en sos ditz.	Here comes the translation: And you have already secured the location now that has come upon it due to an evil incident in your belly; and not even one such accident should occur within their arranged piles of food, nor when washing or exergy training takes place therein.
E ja diysero alcus experimentados que quan endeve plagua en le budel, e es petita, lahoras cove que sia liada segon aquesta manieyra: e es que tu prenguas fromiguas de grans caps; e aprop ajusta las doas labias de la plagua e pausa una fromigua de aquelas que aja la boca uberta sobre las doas labias de la plagua; donc quan pren sobre aquelas e strenh la sua boca, abscindeys le cap de lu, quar adhereys e no es dissolvut.	And experienced ones who when entering the hernia, are requested according to this manner: and it is that you take large cushions; and adjust the patient's lips with these big cushions, pausing a cushion from what has been taken out of their mouth over the patient'zymes’ lips. When holding onto them tightly through your teeth, they will stick in place without dissolving away.
E aprop pausa autra formigua prop la primieyra, e no cesses aquo a far am formiguas una aprop autra segon la quantitat de tota la plagua.	And if there is another part needing attention after the first one, and you continue making it as necessary according to the amount of all the leavings in the body.
E aprop reduzeys aquela e cos la plagua; e romanguan aquels caps annexces en le budel entro que·l budel sia sanat; e no accideys al malaute degun nocument.	Reduce that and the flesh within it, and remove those attached appendages from inside the hernia so that the hernia becomes healed; do not cause harm to anyone'thy health.
E ja es possible que·l budel sia liat am fiel subtil lo qual es fayt del budel de bestia annexs am lu, pus que es mes en agulha; e es que tu prenguas la extremitat de aquestz fiels de budel, e sia mot descarnat, e aprop lia la extremitat de lu am fiel de li, envolopat, e aprop entromet aquel fiel en agulhas e cos am aquel le budel, e areduzeys aquel en la disrupcio.	And it is possible that the intestine has been pierced by something from within these external animals' bodies using a needle; and you grasp its extremity with your fingers here, detach it completely (disarticulating), wrap it up in this thread/string around which are also nails for securing them to the hollowed intestine piece itself. Then reduce that entire area of disruption within the body.
E aquesta manieyra de sutura am formiguas no es sino segon via de fiducia e d’esperansa.	This surgical knot is not our only means of trust and hope.
Mays si la plagua es gran e ampla, majorment si es en un dels budels subtils, quar lahoras no es engen sino subtiliacio, e no es sanacio de lu de tot.	May it be if the child is large and wide, mainly if in one of the small intestines, then such illness is not apparent or gross but rather subtle, and there will be no complete healing from this for all.
De curacio de zuchem e fistula.	Of treatment for hernias and fistulas.
Sapias que tota plagua e apostema quan se envilheseys e se Antiqua, e es fayt ulcus, e no es consolidat e geta braç tot temps e no es abscindit, lahoras, en qualque membre sia, universalment es nompnada fistula e nos la apelam aquela azukem.	You understand that when all younglings and apostemes become weakened and ulcers form without healing or detachment from the limb in any part of the body universally, it is always referred to as such a fistula by us; here'dict we apply our remedy.
E fistula segon veritat es nodacio feutrada, dura, blanqua am la qual no es dolor e a la qual es conquavitat ayssi cum es conquavitat de pena de ausel; e per aysso nompnat aquela alcus rizatz, id est pena.	Here comes the first source sentence to translate:
E es en alcus homes humida, la qual geta brac; e fort leu la humiditat es abscidida en alcunas horas.	It is moisture in water where they bathe (in), and the wetness dissipates within a few hours.
E alcunas veguadas aquesta humiditat es mota, e es pauca, e es grossa, e es subtil.	Some moisture is moved here, and it's scant, thick, and subtle.
E yeu ja he denant dit en la divisio, lahoras cum yeu diyssi las plaguas, que tot ulcus que no es sanat ni no es en lu nuda carn, no es aquo sino per una de ix causas: de las quals la una es o per pauquesa de sanc en le cos; o per malicia de lu; o quar entre lu e las labias es carn dura prohibent nativitat de carn; o quar es de mota legesa; o quar aquel ulcus en si meteys es poyrit e la materia que es a lu tramesa es de mala qualitat; o quar la medicina es enconvenient en la curacio de lu; o quan corrupcio catz en la regio, e es pestilencia; o per proprietat de regio ayssi cum endeve a Saragossa , en la qual es fayta difficil degestio de las malautias, e es tardada en aquela sanacio de apostema per natura; o quar en lu es os un, o motz osses.	Here is the line by line translation of this medieval medical treatise:
Ja e mostrat totas aquelas causas, e·ls senhals de aquelas e la curacio de lor am medicinas en la divisio.	And have shown all those causes, and their signs are hereunder the remedies of them in this division.
E cove assi que yeu fassa a tu saber la curacio de fistula la qual es fayta per via de operacio am ma.	When you have thus placed your knowledge of the treatment for an abscess, which occurs due to surgical intervention on the wound area.
E sapias que fistula accideys en totz les membres del cos; quar de aquelas son fistulas que perveno a las venas grantz e arterias, o als nervis, o al ciphac, o al budel, o a la vesica, o ad alcuna de las costas, o ad alcu dels spondils del dos, o ad alcuna de las juncturas compostas per composicio ayssi quo de la ma e del pe; e de aquelas so que dan a lu propinquitat del membre principal e de semblantz.	E understand that an abscess forms in all the body's members, and those are the ones which come to the great veins and arteries, or nerves, spinal cord, bladder, or any of these joint structures formed by composition between ma (belly) and pe (chest), as well as proximity with main limbs and their likenesses.
