Ayssi comensan las paraulas de Albucasim .	When Albucasis speaks now.
De mundificacio dels enfants e de la curacio de aquo que accideys ad aquels de circumcisio.	The translation of the sentence about childbirth and care for those who are circumcised might go as follows:
Circumcisio no es solucio de continuitat ayssi cum las autras plaguas: mays empero cum sia de la nostra operacio e de nostra voluntat, e lus de aquela sia propriament en les enfants, es necessari que asignem en aquela milhor operacio e via pus leugiera perdusent a salut.	Circumcision is not a solution for continuity with other diseases: however, if it belongs to our operation and from our will, and because of that in children, we must assign them to the better healing process using gentler methods.
Donc dic que les antics no diyssero circumcisio en alcu dels lors libres, quar no n’usan en las suas leys, e no es sino quar havem aquisit per speriment, la qual causa es que yeu he atrobat la major partida dels artifexs e dels barbies usar circumcisir e mundificacio am novacula e am torores; e usan de liament am fiel e de inscizio am la ungla.	So it is said that ancient times did not practice castration among free men, as they do not use leather and silk in their clothes, but only acquire them through experiment; hence, they abandon the majority of artisans and barbarians to perform circumcision and mundification using linen cloths for penises and hala (flesh glue) from unguent.
E yeu ja he prohadas totas aquestas manieras e no atrobegui milhor mondificacio am forfexs, am liament am fiel que en mondificacio cum la ungla, quar motas vetz efugeys la codena pus desus, quar la codena del prepucii a dos tunicas, e roman la tonica pus dejos, e fort leu es forsat ad autra inscizio e dolor sicura.	E you have already tried all these methods and found no better improvement than using forceps with the scalpel or thread in wound dressing; where threads escape from underne extricated fracture, beneath prepuce between two tunics, tonis prolapsus pushed downwards temporarily. Here comes a more intelligent alternative for treatment to alleviate this type of pain safely:
E am mundificacio le qual es fayta per alphecati, e es digital, del qual usan les sabatiers, no es segurada la inscizio de la extremitat del membre viril, quar fort leu intra en le trau de lu.	Here comes the first source sentence to translate:
Mays en la operacio am ungla, fort leu obazeys ferr e corromp la tua operacio.	May in the operation of bloodletting be strong enough so as not to disrupt your procedure.
E la codena del enfant es breu per natura, e motas veguadas nays en tal manieyra que no ha necessitat de mondificacio, e yeu he vist aquel.	The natural tongue of the child is short and tends to wander in such a way that there is no need for polishing, which has been observed by him/her.
Mays de la mondificacio que·s fa am forfexs e liamentz am fiel, la bontat, experiment descrobic a mi, quar las forfexs so de proporcional inscizio, per aquo quar la acuitat que es desus es ayssi cum la acuitat que es dejos; e donc cum tu premes la tua ma so proporcionadas dos acuitatz, e inscideysso segon una comperacio en un temps; e es fayta compressio del fiel am figura contenent la codena de la vergua de tota partida, am le qual no catz error de tot.	May the medical device that is forged and bound with wire make me understandfulness, good will, because as long as the sharpness of these instruments corresponds proportionally to their intended use, you can adjust two levels of acuteness accordingly; thus when your hands are proportioned correctly according to a comparison in time, it makes compression of the wound shape containing the entire vein where there is no mistake whatsosetup.
E la manieyra de la operacio primeyra es que tu fassas estar le enfant majorment si es de aquels que entendo un petit, que no fassas sino que tu lies le fiel en la sua vergua tant solament, e que leysses aquel entro al autra dia.	And the first necessity of surgery is that you make the child mostly rest in his or her bracelet only for today and let them go back to their normal activities tomorrow.
E aprop fay aquel alegrar en tota aquela manieyra que es a tu possibla de aquo que recep la sua intelligencia.	Whenever that joy in all aspects of which you are capable arises, it is what your intelligence receives from within.
E aprop fa aquel estar entre las tuas mas estatuir preparadament, e no sia ges cezent; e occulta las forfexs en la tua ma o dejos le tieu pe, que l’enfant no veia aquelas ni degun autre dels instruments.	1. Apply that state between your thighs preparatoryly, and not be naked; hide the foreskins in your lap or under your chest so that the child does not see those nor any other of the instruments.
E aprop entremet la tua ma a la vergua de lu e suffla en la codena, e tira aquela entro que sia eyssit le cap de la vergua, e aprop mondifica aquel de aquo que es agregat en ela de sordicia.	Here comes the first source sentence to translate:
E aprop lia le loc signat am fiel dobla, e aprop ligua pus bas de aquel un petit le segon liament, e aprop te am le dit pous e endic tieu le loc del liament dejos am bona retencio, e inscideys entre dos liaments.	Here the location marked by its strong foot is attended to with care; place beneath it one of these supports from a small piece and hold another on top as directed for good retention: position two cushions below that spot, placing each between two lashings accordingly.
E aprop eleva la codena sus leugierament e estratz le cap de la vergua; e aprop leyssa le sanc corre petit e petit, quar es milhor ; e pausa polvera desus e sobre la polvera pausa drap en le qual es spandut mugol de huou coyt en ayguaros concosit am oli rozat recent bo; e layssa aquel sobre aquel entro al autra dia; e cura aquel am curacio entro que sia sanat.	Here comes the first source sentence to translate:
La forma de las forfexs a mondificacio, aquesta es la forma:	The form of forceps used is thus:
Sian las unas extramitatz no-talhantz e las autras sian talhant, que non sia yssit le ram del clau, e sia la longitut de las doas acuitatz ayssi cum la longitut de dos manubres engualment.	They are some knee pads and others that are not the joint of the elbow, and their length matches the length of two handles when held in hand.
