Ayssi comensan las paraulas de Albucasim .	 When joints are affected by cold humors
E aprop inquier exquisitament, segon qual manieyra a tu es possible que conoguas si aqui has os o nervi, e es la conquavitat de la fistula longinqua o propdana, o es una fistula a la qual so motz orrificis e esta sobre aquo tot am la suma de la tua fortaleza, am la tua enterroguacio, am la qual enterroguas le malaute, e la invencio de la dolor deves la tua compressio am la ma sobre le loc, e semblantz de las significacios e de las causas accidentz al apostema.	 In addition to the previous translation, here is a continuation of it: "When you notice any kind of unusual opening in them, whether it's a long fistula or an abscess, or if there are some openings that are about this whole sum of your strength, body and courage, which cover up evil, and find out the cause of pain.
E cum tu auras stat sobre totas aquelas causas am stacio veraya, lahoras ve a la curacio segon confidencia: e es que tu consideras lahoras si es fistula apparent propinqua o en loc sal, longinqua de junctura, o de nervi, o de arteria, o de vena, o de un dels locs les quals yeu a tu e ditz.	 After you have taken note of all those causes in the previous statement and its location, then tell me about your examination for confidence: and it is that you consider whether there are any openings near or at the joints, long on the veins, nerves, arteries, or veins from one of the places you mentioned.
Lahoras tu secca la fistula segon que denant es dit de la naracio de lu, e osta aquo que es en aquela filtracio e de carns corrumpudas, e aquo que es nascut en le orrifici de la carn, o de theil e de semblantz, e cura aquela entro que sia sanada.	 After you have mentioned that there is an opening from the neck to them, and then mention about the filtration of the skin and how it is infected with mold, and also mention where this opening appeared in their intestine or artery, cure that hole as quickly as possible.
Mays si la fistula es de longinqua profunditat, e es segon rectetut, lahoras cove que inscidas aquela en le preon atant quant a tu sira possible, e aprop mondifica aquela de totas las suas carns corrompudas; e aprop administra calguas envolopadas en medicinas acutas, e intromet aquelas entro a la conquavitat de la fistula, la qual has conprenduda am ferr.	 If the fistula is of deep depth and you suspect it may be in that location at all possible times, then cover those openings with the application of strong acid medicine; and also administer wrapped hot medicines to those entrances into the fistula cavity, which have been prepared for this purpose.
E fay aquo am aquela alcunas veguadas entro que la medicina acuta corroda tot aquo que es romas en la conquavitat de la fistula de la corrupcio.	 "The medicine quickly cuts off circulation to that part of the body which is inflamed by the fistula of corruption.
E aprop restaura aquela am enguentz les quals engendran carn sana entro que sia sanada.	 "Then restore its health, causing it to become healthy again.
Mays si no es sanada per aquo, lahoras tu cauteriza aquela segon que havem recomtat.	 "If not healed by that [previous treatment], the doctors will recommend cautery as a second course of action.
Mays si la causa de fistula es os e es deves tu certificat aquo, lahoras tu inquireys aquela e secca aquela segon que havem recomtat, si tu no prohibeys alcuna causa de vena o de nervi o de membre principal ayssi cum havem dit.	 "If the cause of the fistula is cold and you suspect it may be due to a vein or nerve in that part, then ask for [a second opinion] and cauterize as recommended if no other reason preventing blood from the main veins or nerves has been stated.
Mays si le os es a tu descubert e es en lu alcuna corrupcio e negror, lahoras tu ratz aquel entro que la corrupcio sia hostada tota; e aprop cura aquel am aquo que lu encarne entro que sia sanat.	 "If the cause is due to frostbite and only frostbitten parts are affected, cauterize it so that all frostbite is treated; then treat it as described above.
E si no es sana e gieta brac ayssi cum fazia, lahoras sapias que tu no est pervengut a la eradicacio tota de la corrupcio; e adonc tu descuebre sobre lu segondanament e exquisitament fay la razio de lu e la mundificacio de lu am la deriera fortalasa tieua, e aprop restaura aquel.	 "If the cause is not frostbite but other causes exist and you have not completely treated all of the corruption; then ask for a second opinion carefully considering its reason and the healing process as described above, after which return to treat it.
E donc si es sanat, bo es; e sino, lahoras sapias que aquela corrupcio es en la profunditat longinqua del cors, la qual no ha conseguida, e adonc a tu en aquel no es engen sino laysar aquela.	 "In that case [if it is healthy], so be it; otherwise, ask for a second opinion as described above and if not, then consider this possibility: the corruption may have been very deep in the body, which has not yet succeeded, or maybe there are other underlying causes.
E si le os corromput es petit, o es a tu possible atirar aquel, lahora tu le atira am forceps subtils las quals conveno ad aquo.	 When joint pain is caused by cold humors that infiltrate each part of the body, and if it happens in the feet, it is customary to call gout by doctors
E si so motz osses, lahoras exquisitament fay la extraccio de totz aquels, e de aquels no laysses denguna causa am la tua fortaleza.	 And if these vessels are obstructed, the arrows will be extracted gently from all of them and not due to any cause related to your strength.
Mays si a tu fa contrarietat alcuna causa de las humiditatz, e en lor inscizio no ha temor ni error, lahoras inscideys aquelas liaments o carns si so aqui, e deliura les osses.	 If there is no obstruction of the vessels and in their incision no fear or error occurs, then arrows will be inserted into those limbs if necessary and remove the vessels.
Mays si a tu no es preparacio de ostar les osses de la tua hora, lahoras pausa sobre la plagua aquo que poyresca la plagua aquela, e layssa aquela entro que aquo es al enviro de aquels osses de carns e de liamentz, e guarda la plagua que no sia consolidada, e sia constrengida la seccio la qual tu has inscidida en la tua operacio.	 If you are not prepared to remove the vessels of your hour and pause over the bandage as it will be used for that purpose, then let this bandage enter into the environment of these vessels of veins and arteries, and keep the bandage that is not consolidated, and constrained the section which you have incised in your operation.
Habantz, si temes, pausa sobre lu coto submers en sopre trissat am oli, o coto submers en anguent egipciac, o en alcu dels enguentz vertz, quar quan poyriran aquelas liaments, e les osses son de lor seperatz la ablacio, e de aquels atraccio es alleujada.	 If you fear, pause above the liquid that is boiling hot and covers a large surface or the liquid that is boiled Egyptian or in the water of green frogs when they will be used to remove these vessels, then let these arrows penetrate those limbs and their veins are separated from the artery and from those arteries.
Mays si es un gran os ayssi cum le os de camba o de coyssa o semblantz ad aquels, e aquo que de lu es corromput es la facia de lu tant solament, lahoras ratz aquela am resio tant solament derriera entro que sia ostada aquela negror e corrupcio, e aprop restaura la plagua.	 If the intestine or hernia is a large one and it has infiltrated into the thigh or abdomen as well, and if this is only the cause of its corruption, then let the arrow enter that in only way to remove it from being corrupted, and apply a bandage afterward.
