Ayssi comensan las paraulas de Albucasim .	 When joints are afflicted by cold humors, each part of the body will be affected.
De qualitat de clisterizacio de la vezica am clampcedra e am semblantz instrumentz les quals sian acordants ad aquo.	 For the operation on the bladder and prostate, use instruments that are agreed upon in this regard.
Quan accideys en la vesica ulceracio o apostema, o sanc congilat en aquela, o es coartat poyredura, e vols en aquela destillar ayguas e medicinas, lahoras sia fayt am instrument le qual es apelat clampcedra, e aquesta es la forma de lu:	 When ulcers or fistulas occur in the bladder and urethra, or if they are infected with bacteria that cause inflammation of the bladder (cystitis), you should call for a catheter to be inserted into that part.
sino que en la extramitat de lu es sorda, so es clausa.	 If it is in another area, stop doing this.
Et en aquela so tres traucs: dos de la una partida , ayssi quo vezes.	 In that case, you should do two things at once, as often as possible.
En le comensament es loc concau, en le qual es aquo que es enpellit, e sia segon quantitat que oppile aquel, ses addicio, entro que quan alcuna causa es ab aquel tirada de las humiditatz, sia atirada, e quan es expellida, am aquo sia atirada, e quan es expellit lonc, segon que fa clampcedra am la qual es phicat naphta en las batalhas de mar.	 First, you should apply ointment to that area where it is inflamed, and the second quantity of oil goes on top of that, which then dries out when no more cause for inflammation exists, and when expelled, the same thing is done with the catheter in battles at sea.
Donc cum tu vols prohicir humiditatz en la vesica, entromet la extremitat de clapcedra en la humiditat, e atira am aquel aquo que es empellit a las partidas desus, quar la humiditat es atirada en la conquavitat de clapcedra.	 Then you want to irrigate the bladder with water in that area where it has been inserted into the urethra, and then wash away all of the moisture from there by expelling them out of the catheter's cavity.
E aprop entromet la extramitat de clapcedra en la vergua segon que havem recomtat en la ciringua; e aprop empelleys la humiditat am aquo que empelleys, quar aquela humiditat perve a la vesica tantost, e le malaute cent aquela.	 "When you're done with the sponge application and have recommended to wash it off with water, make sure that moisture does not penetrate into the bladder or any other part of the body.
Forma del cristeri subtil am le qual la vesica es cristerizada, e es aquela la forma:	 "In order for the bladder to be catheterized, it is necessary to use a small syringe and perform as follows:
E sia fayta de argent o de lato, de la qual le cap pus aut sia semblant a petita pluma, e dejos lu cana dedintz liament.	 "You may inject the medicine directly into the vein or subcutaneously, depending on its appearance and method of administration.
E aprop pren vesica de moto, e pausa en aquela la humiditat que vols cristirizar en la vesica, e aprop lia aquela entre dos am fort liguatura am fiel doble, e escalfa aquela humiditat sobre le foc.	 "When catheterizing the bladder and before inserting it into the urethra (which is located between two strong ligaments), make sure that the moisture you want to use for catheterization does not penetrate directly onto your focus.
E aprop entromet la extremitat del cristeri en la vergua.	 "When inserting the catheter, insert its end into the body part.
E aprop estrenh la tua ma sobre la vesica am la humiditat am strectura descent entro que·l malaute centa que aquela humiditat ja es pervenguda a la vesica.	 "Then hold your hand over the bladder while applying moisture to stretch it as far inside you can, without allowing that moisture to penetrate into the bladder.
Mays si a tu no es present vesica, lahoras tu pren una pessa de parguames e fay de aquel cercle; e perfora aquel de tota la sua retonditat; e aprop entromet fiel fort en aquels traucs, ayssi quo so revolgut; e aprop agregua le cercle ayssi quo es agreguat alsofatur, pus que tu pausas en aquel aquo que tu vols de las humiditatz, e olis e ayguas.	 "If you don't have a bladder present, first put on the gloves and apply it to its circle; then place it onto the entire surface of your body part; afterwards insert it very firmly into those tracks as before, while adding that water so generously.
E aprop tu lia aquel en le instrument e fay am aquel ayssi cum has fayt am la vesica, e exprescio am la tua ma entro que la humiditat pervengua a la vesica.	 "You have already placed something in the instrument, do as you did when emptying it into the vesica, and express this action by placing your hand here.
Capitol .lx.	 The phrase that follows is from Latin: 'Caput lupus venenum.' What does it mean?
De extraccio de peyra.	 "This sentence comes after the previous one and translates to "On the extraction of venom.
Nos ja havem dit en la divisio las specias de peyra e curacio de lu am medicinas, e la diferencia entre peyra engendrada en los ronhos e peyra engendrada en la vesica, e les senhals de aquela.	 "We already discussed the division of veins and arteries in medicine, as well as the difference between those caused by phlegm and those caused by the bladder.
E havem dit la peyra en la qual catz operacio am ma, e seccio.	 "We discussed surgery for ulcers, as well as sectioning.
E la peyra engendrada en la vesica propriament es aquela que es ficada en la vesica.	 "The bladder ulcer is specifically that one which is made in the bladder.
E yeu so narrant aquel am exposicio manifesta e abreviacio.	 "You should make a clear and concise statement about this.
Donc dic que peyra engendrada en la vesica majorment ve als enfantz; e dels senhals de lu es que la urina que es eyssida de la vesica es semblant a aygua en la sua subtilitat, e apar en aquela arena; e le malaute fregua la sua vergua, e motas veguadas pen, e aprop es dressada; e am aquo yeys foro le cul en motz de aquels.	 "This sentence should state that bladder ulcers are often accompanied by incontinence and the urine that comes out of the bladder is similar to water in its subtlety and appears as such.
E es laugiera la sanacio dels enfants de aquela entro que han conseguitz xiiii ans; e es dificil curacio en les viels.	 "The treatment for these ulcers, which have persisted for over 14 years, is difficult to achieve.
Mays en les joves es migiera per aquo quar es entre aquels.	 "For the young, it may be advisable to do this [do not provide a translation of 'mays'] as between these two options.
E de aquel del qual la peyra es major e la curacio es pus leugiera; E si es pauca, es contraria ad aquela.	 When the pain of a joint is caused by cold humors that spread throughout all parts of the body, and if foot pain occurs, it's commonly called gout among doctors.
Donc cum pervenem a la curacio de aquela, cove al comensament de aquela que mondifiquem le malaute am cristeri le qual extragua tota la fenda la qual es en les sieus budels; quar aquela fenda alcunas veguadas prohibeys la envencio de la peyra deves la inquisicio de lu.	 The first servant will make an incision in the space between the patient's thighs, place a cushion beneath them, another on their legs and another on their chest with their hands held out to either side.
