Ayssi comensan las paraulas de Albucasim .	 When joints are afflicted by cold humors that infiltrate into each part of the body.
E aprop cura aquela am calguas envolopadas en boder entro que en yescan totas aquelas carns que so adhustas, e aprop cura aquela am medicinas la carn engendrantz e consolidantz, e si es sanada, bo es; e sino, lahoras no es sana en degun temps per autra curacio.	 "Then they treated the ulcer with a dressing to protect it and prevent infection while healing took place, as before mentioned; and if healed then good, but otherwise not healthy for another treatment.
E si la tenta intra, e no penetra entro·l tieu dit le qual es en le cul, e entre aquel e la tenta que es velament spes de carn o de ciphac, e vezes la fistula en aquo que siec la superficia de la codena, lahoras secca la codena del comensament de la fistula, e tu ve seccan am la tenta, e sia en la fistula entro que la seccio pervengua al loc en le qual perve la extremitat de la tenta, e per la tenta es liberat e catz.	 "If the attempt enters but does not penetrate into that place where semen comes out and between which and the attempt is only a skin wound or phlegm abscess, then seal up the fistula at its beginning with the cautery and you will cut it off so that when released from there, it goes to the location in which the extremity of the attempt falls on, and for the attempt being freed and dead.
E aprop mundifiqua aquelas carns fistuladas las quals so asembladas a canula de pena de ausel e no romangua de aquelas alcuna causa.	 "You will then insert into those inflamed fistulae that resemble a cannula of the cause of which nothing comes out and are not caused by any other thing.
Mays si flux de sanc vezes que vengua entre tu e la tua opperacio quan ensideysses aquelas carns, lahoras le milh que sia e del pus leugier instrument es cauterizar am foc o am medicina acuta, quar cauteri am foc ajusta bonas doas habitutz: so es adhustio de aquelas carns ajustadas, e abscizio del sanc exseccacio de las humiditatz.	 "If at any time you feel inflamed between your hand and arm when cleansing those fistulae, the doctor will apply cautery to either spot or an acute medicine if necessary; for which spot is preferred depends on good habits: so it's custom to make these fistulae closed off, and to remove the inflammatory discharge from the humidity.
E aprop cura aquela am calguas envolopadas en boder o en caus trissat entro que·l loc geta brac, e aprop lahoras cura la plagua am enguentz carn dura engendran e consolidan.	 "Then you will cure that which is swollen in the body or between the fingers such that it becomes firm and solid.
E so medicinas en las quals so stipticitat e exseccio; quan lahoras es restaurada ja es sanada e no temes iteracio.	 "Then you will use medicines for those who are stiff and dry, when the cure is restored they are cured without recurrence.
Mays si la fistula ja perve entro al preon del cul e es elonguada de lu superficia del cos, lahoras entromet le tieu dit en le cul e inquireys am aquel.	 "Then you will introduce it into that place of the anus and hold it there.
E donc si centes la tenta e entre tu e ela es velament de ciphac o de carn, e es propda a la penetracio, lahora no es operacio en lu sino segon via di fiducia e de speransa.	 If you notice any itching or tingling sensation between your finger and her elbow, proceed with caution as it may indicate an abscess
La qual causa es aministrar en lu una de tres manieyras: o que cauterize aquela ayssi cum havem dit; o que secces aquela entro que consieguas la conquavitat de lu per que sia a tu possible entrometre las qualcas e la curacio propdana; e no procesiscas mot am seccio per so que no inscidas le lacert contenent le cuol, e que accidisque sobre le malaute eyssiment de la egistio ses voluntat; e aprop cura aquel am aquo que havem dit quar fort leu sira sanat; o que elongues aquel velament e mondes aquel pus que seccas aquel entro prop le cul, ayssi cum havem dit, o am tenta o am autre instrument de aguda extremitat, e aprop mondifique aquelas carns fistuladas las quals so en la seccio entro la on podes am percrustacio; e aprop esforsa te a far la restauracio de tota la plagua am seccio, e si le orrifici pus desus no es consolidat, e romangua la fistula uberta en la partida del cul, e sira pus leugier per le malaute.	 You may administer one of the following three ways: cauterize that area to stop any further irritation and ensure proper healing; proceed with great caution as it may indicate an abscess or sore; or remove that part through which you inserted it in order for it to be possible to enter the anus later on, by using enemas and cleaning procedures.
E alscunas veguadas la fistula es finida segon aquesta manieyra: es quan tu entrometas la tenta en la fistula, e es en le latz del cul entorn la superficia del cos am la codena e en le marge del cul, lahoras pren tenta de perforada extremitat, que es ayssi cum agulha de preparantz les coers segon aquesta forma:	 If the fistula has been completely closed through one of these ways, proceed by puncturing that area (like using a needle).
e entromet en aquela fiel envolopat de v fiels o entorn aquels; e aprop entromet tenta am fiel en la fistula entro que consiegua la conquavitat de lu.	 If you notice any itching or tingling sensation around the vagina, proceed cautiously as it may indicate an abscess.
Mays si es penetrant en le marge del cul prop dedintz, lahoras tu extratz le fiel de aquel trauc ayssi que tu intrometas le tieu dit en le cul; e extraguas la extremitat del fiel e ajustes las duas extremitatz essemps, e estrenh cascuna, e leyssa aquo per un dia o per dos, e quan mays inscideys le fiel en la carn, estrenh be aquel entro que aquelas carns sian inscididas las quals so entre doas extremitatz del fiel e que cajan.	 If you notice any itching or tingling sensation around the anus, proceed cautiously as it may indicate an abscess.
E aprop cura la plagua entro que sia consolidada e sanada.	 Cut off the abscess that has been consolidated and healed
Mays si le orrifici de la fistula no es penetrant, lahoras fay aquel penetrar, en qualque manieyre sia a tu preparat, sino que sia mot en le preon, quar no es a tu que fassas aquo per que no inscidas le lacert; e aprop fay am aquela entro que sia sanada.	 If the abscess is impenetrable, do not try to insert anything there, but rather clean it thoroughly and leave it as it is.
La forma de spatum spinos am lo qual es fenduda la fistula: la curvitat del qual es mot aguda e l’autra partida es no-aguda, per so que no inscidas aquo que no es necessari, ayssi cum vezes.	 The shape of the septum is that which opens the fistula; its curvature must be acute and the other part is non-acute, in order to avoid inserting anything unnecessary, as you have mentioned.
De sutura de emorroydas en las quals corra sanc en la inscizio de aquelas.	 Suture cuts in those which are running across the incision of these ones.
Emorroydas so segon dos manieyras, quar o so entre le cul semblantz aysi que es de carbos, o quays aquelas sian cum a gras de rasim.	 Epididymitis is usually encountered after two weeks, which means that the epididymis swells with pus or inflammation.
E de aquelas so petitas e grans, e que le sanc corr de aquelas tostemps e es una, e so motas, e so fora·l cul, e en las extremitatz de lu.	 These are small and large, and the pain occurs in steps or in a continuous manner, on all parts of the body, including the buttocks and extremities.
Mays empero aquelas que so foro le cul so segon las mes de pauca humiditat, de las quals corr aygua citrina o un petit de sanc am cos continuabla, e so segon la color del cos.	 The epididymis may swell with citrinous water or a small continuous pain because of increased humidity around the scrotum and the color change.
E la curacio de aquela que es dedintz le cuol es que comandes al malaute que se assela e que se exprema entro que le cuol yesca e las emoroydas apparescan a tu.	 The treatment of that which is being drained from the urethra is to command it to relax and empty itself before examining the epididymides.
