Ayssi comensan las paraulas de Albucasim .	 When the joints are affected by cold humors
E si atrobas le huou corromput per autra malautia, lahoras cove que tu lies les vayssels les quals so sore le suspensori, e extrat le huou, e aprop cura aquel am aquo que havem dit.	 If another ailment has caused it, the doctors are told to drain it and care for it in that manner as was said earlier.
Mays si l’aygua es agreguada en doas partidas esemps, lahoras sapias que doas son las ernias; donc inscideys aquela partida segon que has feyt en l’autra engualment; e si es a tu vist que sia una opera, lahoras tu la fay.	 The first sentence translates to "When the water is divided into two parts...
E aprop tu abstergiys le sanc, e entramet en las seccios lana submersa en oli o en oli rozat; e pausa deforo autra lana la qual tu as submersa en vi e oli, e expandeys aquela sobre dos genetius e·l mirac del ventre; e pausa desobre draps doblatz e pulvils, e lia aquels desobre am liament le qual es segon aquesta forma:	 ...and place a cushion under her breasts and abdomen.
e aprop sian preses dos draps e sian humplitz de lana carmenada segon aquesta semblansa; e sian faytas las extremitatz am les quals es premut de coto o de lana humida, e sian agreguatz am strectura en le braguier de las braguas, e la una de las extremitatz prengua del cul entro al dos, e la segonda prengua a la partida del pantenilh, e dos extramitatz sobre dos coyssas dejos e dos extramitatz autras sobre dos angonars, e tota extrictura sia ajustada en le braguier de las braguas.	 Place two cloth strips on her shoulders and adjust their position so that they are both at the same level as the breasts; then apply them to the creases of her buttocks, one between the anus and the scrotum, another between the anus and the vagina, put extra strips over both hips and both thighs, ensuring all adjustments are made in a way that conforms with the shape of her buttocks.
E alcunas veguadas aquesta hernia es medicada artificialment am cauteri en loc de seccio am ferr; e es que tu prenguas cauteri cutellar subtil e que inscidas am aquel la codena dels ginitius, e es ignit segon que havem recomtat entro que sia descubert le ciphac blanc contenent la aygua, e lahoras tu pren cauteri segon aquesta forma:	 If any of these hernias is treated artificially with cautery in a specific location to remove it; and you must apply a subcutaneous cautery that incises the underlying tissue, igniting second as instructed when the white vein containing water has been revealed.
e es asemblat a letra greca.	 Assemble in Greek.
E aprop perfora am aquel ciphac, e es ignit entro que tota la humiditat sia fora-gitada.	 After perforating the white vein to ensure that all its moisture has been drained out.
E aprop exten le ciphac am uncis, e excorja am uncis, e excorja am cauteri subtil ignit; e inscideys aquel segon que es a tu possible entro que eradiques tot lu; e guarda te del huou que·l foc no·l toque.	 "Place a cushion on the patient's thighs and another under their legs, then bring in one more on their chest to hold their hands.
E sapias que aquesta operacio es pus salva e pus longinqua de flux de sanc, e milhor que operacio am seccio.	 "This operation is done quickly but lasts a long time; it's the most delicate of all operations.
Mays si a tu fa contrarietat apostema caut en la hora de seccio o en hora de cauteri, o flux de sanc, lahoras cove que tu cures qual contrarietat fa a tu per aquo, am curacio la qual conveneys a lu segon que es dit.	 "If the error is detected during surgery or cautery, and you find that there was an error in this way of doing it, then correct any mistakes you might have made in this manner.
Mays si le malaute es pauruc, e no spera la segonda operacio per la sua horribilitat, lahoras administra perforacio segon que yeu recomti aquo; e es quan es certificat deves tu, per aquo que havem dit de las significacios, que aquela hernia es ayguosa.	 "If the patient is already very scared and does not want to undergo a second operation for its terrible nature, then administer another incision according to what we recommend here; it's when you are certified that this was done correctly as mentioned earlier, so that this hernia can be treated.
Lahoras cove que tu fassas sezer le malaute sobre alcuna cezelha elevada, aprop perfora le apostema en la partida pus bassa de lu am spatum lat, e pausa la perforacio segon la longitut del cos.	 "Place the patient on a flat surface with their head slightly raised and make an incision near the bottom of their chest halfway up to their breastbone; pause for the length of time it takes.
E sia la apercio ampla entro que corro tota l‘aygua.	 "Make sure the opening is large enough that all water can pass through.
E aprop pausa sobre le loc coto e lia aquel e layssa aquel, per so que corro le romanent de l’aygua.	 "Then pause over this spot and lift it gently to ensure all the water passes through.
E aprop cura aquel entro que la plagua sia sanada.	 "Then take that opening and make sure everything is healed properly.
Mays si contrarietat es a la egrecio de l’aygua en aquela hora tu perforas aquela: e aquo no es fayt sino per aquo quar le pannicol blanc en le orrifici de la plagua fa contrarietat e prohibeys le eyssiment de l’aygua, lahoras cove que tu metas en la plagua pena o instrument am la qual es extrayta l’aygua dels ydropitz, la forma del qual es precedida; o ajusta en la opprecio de la plagua un petit.	 When the bladder is about to empty at that moment you perforate it: and this is not done by any means other than puncturing where the white vein emerges from between the veins of the cloth, in a manner preceded; or adjust a small opening into the bladder's neck
E sapias que l’aygua retorna, e es agueguada aprop vi meses o enaviro aquels; e cum es agreguada, lahoras sia perforat segon aquela meteyssa manieyra, quar le malaute ayssi passara les sieus dias.	 It is known that the bladder returns and is emptied accordingly: either through months of use or by a tube introduced into it; when it is filled again, the doctor punctures another hole in this manner so as to allow the urine out more easily, for the patient's days are thereby prolonged.
Capitol .lxiii.	 Thirty-three
De seccio sobre hernia carnosa e la curacio de lu.	 Regarding the cure of a hernia
Sapias que en la seccio sobre aquesta hernia es temor perdusent a pernicia en las majors disposicios; per que a mi es vista la dimissio de lu e esser salvat per aquela milhor.	 It is known in this section on this hernia that the remedy of it causes harm to many important parts: for example, I have seen dismissals and recoveries from its aid.
E yeu so rememorant la operacio en aquela e las specias dels apostemas.	 And you should remember the operation in that section along with the details regarding the instruments used.
Donc, dic que l‘apostemas natz en les cos dels quals les genetius so conponutz e es fayt aquo per motas causas: o per superfluitat aguda agra, la qual es efundida als genetius, o per percuscio.	 Thus I say that the instruments are in the hands of those whose joints cause them to be in use and it is done through various causes: either by an acute excess of moisture, which is found in the joints, or by friction.
