Ayssi comensan las paraulas de Albucasim .	 When joint pain is caused by cold humors that infiltrate each part of the body,
La seccio de lu es segon aquesta manieyra: embroca al comensament la camba am aygua cauda mot entro que le sanc gros sia resolvut, que es feculent de la camba, e aprop strenh la camba del malaute a la partida pus sobirana de la coyssa entro a la partida dejos del denol am una benda, e aprop secca la vena en un loc, o en dos, o en tres am seccio ampla, e aprop eleva le sanc negra am la tieua ma de la partida dejos de la camba entro en sus, e desus en jus, entro que del sanc sia yssida la quantitat que voles e que vezes habastar, e la qual tollera la vertut del malaute.	 The second task is to bandage the wound with water-soaked cotton, making sure that it does not get too saturated or heavy (i.e., avoid applying excessive pressure), and then press firmly on a specific point until blood flows out from the vein; if no blood comes out after three tries, loosen the bandage but continue to elevate the affected limb above heart level as much as possible.
E aprop lia aquela, e comanda a lu que abstengua de las viandas colera negra engendrantz.	 Afterwards, instruct them to avoid any black veins causing inflammation.
E itera la curacio per fleubotomia quan las venas so umplidas e aquo notz al malaute.	 Repeat the process for phlebotomy when the veins are full and unable to do otherwise
Mays la elevacio de lor es segon aquesta manieyra: tu que razas la camba del malaute, si en lu so motz pels, e aprop met le en banh e embroca la camba de lu am aygua cauda entro que s’enrogesesca e las venas sian exuberadas; o que sia exercitat per exercici fort, si banh no es a tu present, entro que·l membre sia scalfat.	 The second task is to elevate the patient's leg and bandage it with water-soaked cotton if necessary, to prevent further bleeding or excessive swelling of the veins; otherwise, exercise forcefully to stimulate blood flow (if not available, apply pressure on a specific point until visible blood flows from the vein).
E aprop secsa la codena en le dreyt de la vena per seccio en le lonc o en le derier de lu deves le denol, o en le pus bas de lu deves lo talo.	 When pain occurs in a vein near the arm or hand, it is customary for doctors to apply warmth there.
E aprop uobre la codena am uncis e excorja la vena de tota part entro que appara al sentiment, e es deves la appericio de lu que vezes aquela roga declinant a negror.	 When pain occurs in all the veins of that limb, it is customary to apply warmth there because sometimes this helps alleviate the discomfort.
E donc cum evazeys e de la codena tu vezes aquela blanca quays sia corda.	 In addition, when you pass through the passage where the vein is concerned, do so gently as possible.
E aprop tu met dejos aquela le ray entro que sia elevada e sia gitada de la codena, e sospen aquela am onci orp leon.	 Place that hand above and below the vein such that it supports its elevation and depression from the groin area.
E aprop secsa autra seccio aprop aquela seccio per tres ditz, e aprop excorja la codena de la partida desus de la vena entro que apparia.	 When pain occurs in a vein near the elbow or knee joint, it is customary for doctors to apply warmth there as well.
E aprop eleva aquela e inscideys aquela en deriera seccio deves le talo, e aprop extratz aquela e eleva aquela entro que sia yssida per la seccio segonda, e aprop extratz aquela de la seccio que es sobre aquela.	 Place that hand above and below the elbow or knee joint, such that it supports its elevation and depression from the second joint area, and place another one on top of the latter to support as well.
E fay aquo entro que extraguas aquela de la seccio que es pus sobirana o pus auta de totas las seccios, entro que tota es yssida; e lahoras inscideys aquela.	 Put that hand above the highest joint and below all other joints, to support its elevation and depression from every area; then apply warmth to those.
E si no obezeys a tu ad extrayre e elevar, lahoras intromet una agulha am fiel fort doble e ligua aquela e extratz la, o intromet dejos lu le ray e revolveys la tua ma a tota part entro qu’en sia getada.	 If you find it difficult to apply warmth from above and below simultaneously, place the needle securely in two places and rotate your hand over that area until all of them are down.
E guarda te que no sia inscidida; quar si es trencada, es fayt a tu dificil elevar aquela mot e es vengut sobre le malaute per aquela nocument.	 When the wound was not closed, if it was torn open, then do so gently raise that part and place it over the patient's chest to prevent any further loss of blood.
E cum aquela tota auras fora-gitada, lahoras pausa sobre le loc de la plagua lana submerssa en vi e oli rozat e oli no-rozat, e cura aquel entro que sia sanat.	 When the bandage was completely removed and soaked in wine or oil that had been rubbed with vinegar or not rubbed with vinegar, then cure it so that it is safe to use again.
E si la vit es contrayta havent tortuositat a la qual sia envolucio a las partidas, e no es segon rectitut segon que havem dit, lahoras cove que tu fendas sobre aquela a tota partida de tortuositat de lu e als locs de envolucio de lu, e aprop suspen aquela am uncis entro que eleves aquela tota.	 If the throat is affected by pain that is so severe as to cause it to be swollen in the neck or face, and you have already said this, then do cover it completely with a bandage on its entire area of tortuosities and locations from where it comes out, and support it upright until it recovers.
E guarda te deves la tua seccio que no inscidas la vena e que no plagues aquela, quar dificil sira a tu elevar aquela; e serva la tua prudencia en aquela.	 When you are taking care of your section that has not been sealed and does not cause any harm to it or others nearby, then do so gently raise it, and serve your prudence in this situation.
Forma del inscident am le qual es seccada vit:	 What type of incident occurred?
Forma de unci orp:	 A sprain occurred
No es a lu accuitat ayssi cum als uncis ni es de aguda extremitat per so que no plague la vena; e es de grossa flexibilitat leon, quar si era subtil, inscidira la vena per la sua subtilitat; habantz es en lu superflua grosseza ayssi cum havem dit.	 It is of a type that causes great flexibility to the limb and if it were subtle, it would cause the vein to rupture due to its subtlety; however, in this situation where there is excessive grossness like what we've mentioned, there may be nothing more serious.
De extraccio venae cruris.	 From the veins of the calves.
Aquesta vena es engendrada en las cambas en terras caudas ayssi cum al- Ategi en terra de Arabics e en las terras de India caudas e aridas de pauca teneritat e en las quals no nays erba ni aybre.	 This vein is generated in the legs below as well, at the time of giving birth and also on Indian soil, which is dry with little life force and lacks green vegetation
E fort leu es engendrada en autres locs del cors otra las cambas.	 And even further down it can be found in other parts of the body such as the legs.
E la gestacio de lu es de putrefaccio que ve dejos la codena ayssi cum venen dedintz le cors serpentz e vermps e scarides e verms engendrantz entre la codena e la carn.	 The process of it is one of decay, where the venom enters the body through veins and arteries and creates sores and worms as they spread between the skin and flesh.
