Ayssi comensan las paraulas de Albucasim .	 In English this means: Here come the words from Albucasis
Mays si a tu no so presens las medicinas, lahoras pausa sobre aquela tantost, pus que comensa a getar brac, coto viel, e permuta aquel dos veguadas le dia, ayssi cum a tu e ensenhat, entro que sia sanat, quar tu no indigeysses de autra medicacio en motas disposicios quan las plaguas so simplas.	 If there are no medications available now, then the physician pauses for that long as it takes to start getting dressed and leaving home, exchange them with someone else in the same way, until healing occurs because you do not need any other medical treatment if the hernias are simple ones.
Mays si tu temes que la plagua comunique en lesio als membres principals, lahoras cove que tu submergas lana leon en oli de trempada qualiditat, o en oli rozat, e pausa aquela en le circuit dels locs que so entre les angonas e dejos las aysselas.	 If you fear that the hernia will communicate in injury to the main members of your body then let them be pressed down with a pointed cautery or burned oil until it stops communicating in the course of the places between the veins and arteries.
E si sent dolor o putrefaccio en les sieus budels, quar motas veguadas aquo s’endeve, lahoras cristeriza aquel am vi stiptic negre tebe, e majorment si la poyredura es pervenguda en le budel e es fayta exitura penetrant entro la conquavitat de lu.	 When the bowels become painful or putrefied due to any causes that may occur in them, then it is customary for doctors to apply a stricture to stop this from happening and prevent the intestine from entering the cavity of the body.
E sapias que aquela que es del budel gros es de pus leugiera sanacio que aquela que es en les budels subtils.	 Do you mean that the bowel pain is due to a large abscess or if it's caused by small ones?
E es de dificil sanacio quar le budel le qual es apelat “gegunu” no recep sanacio de plagua que caja en lu de tot; e aquo es per la gran multitut de venas que so en lu e per la magnitut de lu que so en aquelas, e per subtilitat del cos de aquel, e per propinquitat de aquel a natura de nervis.	 It is difficult to treat when the bowel that is called "gargantua" cannot be treated with a simple incision because of its large size and location inside the body; this is due to the abundance of veins surrounding it and its great size, as well as its proximity to the nature of nerves.
Mays si aquo que procezeys de la plagua es la tela, e conseguas aquela recent, redutz aquela segon la tua rectetut am la qual reduzes les budels engualment.	 If you apply a stricture that is the cloth and succeed in closing it tightly, then you will reduce pain as well, as tightening the bowels reduces them all together.
Mays si es passat a lu spazi e ja es feyt vert o negre, lahoras que tu strenguas aquela am fiel sobre le loc que es denigrat de lu, per so que vengua fluxs de sanc, quar en la tela so venas e arterias.	 If the space has been opened and it is filled with a black liquid that will cause clotting if exposed to air, then you should tightly wrap that part of the body in order to prevent any blood flows as veins and arteries are present there.
E aprop inscideys aquo que es otra aquel liament, e pausa dos extremitatz del fiel pendentz de la partida dejos de la plagua foro lu, per que sobre tu sia alleujada la atraccio de lu deves le cazement de la tela e emissio del brac de la plagua.	 If it is necessary to apply another method or put a bandage over the affected area and remove any cloth from around the incision, so that your hands are free to gently clean away the cloth and remove the arm of the bandage.
Rememoracio de las plaguas quan accideysso en le budel.	 The remembrance of gout when it occurs in the intestine
Quan accideys disrupcio en le budel e es petita, lahoras es possibla que sia resteurada en alcus homes, per aysso quar yeu vi aquel le qual era stat plaguat en le sieu ventre am percussio de lansa et era la plagua de la part dreyta del stomac, e la plagua era antiquada e fayta fistula, e eyssic de lu gestio e ventositat.	 When disruption occurs in the intestine and is small, it may be restored in others, because those who have experienced that in their own abdomen pain from striking a certain area are known to restore the fistula through fistulas and vomiting of fluids
Adonc yeu pansegui la curacio de lu ja sia que no era confizat en la sanacio de lu, mays cessegui subtiliar aquel entro que foc sanat e le loc es consolidat.	 If you have already been cured and it is not known in the healing of it, may cease gradually that which has been learned by focusing on nature's location and making progress
E yeu pus que vi le loc ja consolidat, timegui sobre le malaute que endevengues sobre lu accident de mal en le sieu ventre; e no endevenc alcu per aquo mal accident e romas en las suas milhos disposicios mangant e bevent, e aprop entrec en banh e es exercitat en sos ditz.	 If the location has been consolidated, you should gently remind the patient about an unfortunate event in their abdomen; do not mention it because of the bad accident and try to go around it with a gentle reminder and exercise them accordingly.
E ja diysero alcus experimentados que quan endeve plagua en le budel, e es petita, lahoras cove que sia liada segon aquesta manieyra: e es que tu prenguas fromiguas de grans caps; e aprop ajusta las doas labias de la plagua e pausa una fromigua de aquelas que aja la boca uberta sobre las doas labias de la plagua; donc quan pren sobre aquelas e strenh la sua boca, abscindeys le cap de lu, quar adhereys e no es dissolvut.	 Those who have experienced the fistula in their intestine and it is small should remember that this way will be used: and you should try to avoid large caps; adjust both lips of the fistula and place a small one on top over the two lips of the fistula; when you take hold of them and stretch out your mouth, turn away from him, because adhering to him and not dissolving it is necessary.
E aprop pausa autra formigua prop la primieyra, e no cesses aquo a far am formiguas una aprop autra segon la quantitat de tota la plagua.	 When it has been placed on the first thigh, do not remove this from doing further ones in the same amount as the entire region of the body.
E aprop reduzeys aquela e cos la plagua; e romanguan aquels caps annexces en le budel entro que·l budel sia sanat; e no accideys al malaute degun nocument.	 Remove that cushion and return it to its cavity, preventing the intestine from coming out, but not causing harm to the patient
E ja es possible que·l budel sia liat am fiel subtil lo qual es fayt del budel de bestia annexs am lu, pus que es mes en agulha; e es que tu prenguas la extremitat de aquestz fiels de budel, e sia mot descarnat, e aprop lia la extremitat de lu am fiel de li, envolopat, e aprop entromet aquel fiel en agulhas e cos am aquel le budel, e areduzeys aquel en la disrupcio.	 It is possible to place the intestine back into its cavity, gently and steadily, as if from another body part, but it must be done without causing harm or injury to the patient.
