Ayssi comensan las paraulas de Albucasim .	The patient's doctor begins to speak.
L’indisposicio la qual accideys en le ventre es o gran, o pauc, o migiera.	The indigestion that occurs in the belly is either great, or little, or middle.
De la gran alcunas veguadas yeys le budel o nervi del budel, per que es fayta intromissio de lor e la sutura de lor esser pus vehement e pus subtil.	Of the great, sometimes there is a hernia or nerve of the hernia, so that some kind of insertion of them and the suture of their being more violent and subtle.
E disrupcio petita es fayta dificil per autra manieyra, e siec se que la reduccio de lor es pus dificil, si no te coytes de la intromissio de lor al sieu loc tantost, quar se ubre e es engrossat per que le intrament de lu es fayt difficil.	And a small disruption is made difficult by another method, and it's uncertain whether the reduction of their insertion is more difficult, if you don't come to insert them back into their place immediately, because when they are closed and swollen, the intervention of them becomes very hard.
E donc la milhor disrupcio es migiera, quar en aquela no es dificil la reduccio del budel, ayssi cum es dificil en las doas specias denant ditas.	And therefore the best remedy is middle, because in that case it is not difficult to reduce the hernia, just as it is in the two special cases mentioned.
E sapias que sutura del ventre es segon quatre manieyras, mays doas suturas son comunas que conveneysso en suturas de las autras plaguas del cors.	And you know that the suture of the belly is done by four methods, but two are common and convenient in suture of other body pains.
E duas autras suturas proprias comunican a las autras plaguas, mays empero so mays proprias en la sutura del ventre.	The joint pain is caused by cold humors that infiltrate each part of the body, and when pain occurs in the feet, it is customarily called gout by doctors.
E yeu recomti a tu quascuna am exposicio e declaracio.	I recommend to you each kind of exposition and declaration.
Donc dic que quan la plagua es petita e es eyssit alcuna causa del budel per aquela, e es fayt dificil a reduzir aquel, lahoras aquo es en una de doas manieyras: o per parvitat de la disrupcio ayssi cum havem dit, o quan al budel es venguda inflacio per la frigiditat de l’ayre.	So, then say that when the plague is small and there is no cause for the hernia to emerge from it, and it is difficult to reduce it, then this happens in one of two manners: either due to the narrowness of the rupture as we have said, or because the hernia has been brought back by inflammation caused by cold air.
E donc quan aquo es ayssi, lahora cove que tu scalfes aquel enayssi que tu submerges una sponga ho drap humit en aygua tebeza sola, o que coguas en aygua squinant, e cyperum, e spic, e embroques am aquela le budel entro que la imflacio sia resolvuda.	And therefore when this is the case, you should cover that which emerges by applying a dressing in such way that you submerge a sponge soaked in wine vinegar alone, or that you bathe it in vinegar-scented water, myrrh, cicely, and spices, and insert the hernia into that until the inflammation is resolved.
E alcunas veguadas fa aquo vi en le qual ha stipticitat, e es milhor que la aygua sola en resolucio de la imflacio.	And sometimes you do this in which it has been applied styptic, and it is better than water alone to resolve the inflammation.
E donc cum tu vezes la imflacio esser resolvuda, lahoras tu humecta le budel am aygua en la qual es coyta altea e malvas, quar per aquo es alleujat le intrament de lu am pauca causa.	And therefore when you consider that the inflammation has been resolved, then you moisten the hernia with water in which it is cooked alga and mallows, because for this reason the inflammation of the intestine with a small cause is alleviated.
Mays si es escusat le intrament de lu aprop aquesta curacio, lahoras scindeys la disrupcio un petit am strument am le qual so inscididas emorroydas.	The text means: If there is an impediment to this cure, then the disruption of the wound with a small and sharp instrument must be done by which I have inserted bleeding vessels.
E la curacio primieyra es milhor, quan es propriada que no es seccio, e no sia occupacio a seccar aprop necessitat e defaliment.	The text means: And the first cure is better, when it is proper and not torn, and there is no need to suture because of dryness or deficiency.
Del instrument, sec se la forma de lu:	The text means: Of the instrument, cut off its shape.
La una partida de lu torta aguda, e l’autra partida no-acuta, e la extremitat subtil, e no sia am la subtilitat de spatum, abantz sia obtusa un pauc.	The text means: One part of the twisted and sharp end, and the other part non-sharp, and the subtle part, and do not be too soft with the sharpness of a spatula, but rather blunt it a little.
E donc cum la plagua es amplificada e yeys fora le budel, lahoras cove que la sua reduccio sia segon la forma de lu natural, en le sieu loc propri, si es possible sobre aquo, quar milhor es.	The text means: And therefore, when the wound is enlarged and it comes out of the cavity, then cover it with its reduction according to its natural form in its proper place, if possible on top, since that is better.
Mays quan la disrupcio es ampla, e es en la partida pu bassa del ventre, lahoras cove que tu fassas jazer le malaute sobre le sieu dos, e pausa las suas cambas pus autas que·l sieu cap; e si es en la partida pus desus del ventre, lahoras tu pause le cap de lu e·l pietz pus autz que las partidas dejos.	The text means: But when the disruption is wide and it's in the lower part of the abdomen, then cover that you make him lie on his back, and put higher pillows under him and above his head; and if it's in the upper part of the abdomen, then pause his head and leg that are exposed.
E semblantment si la disrupcio es en una de las doas partz del ventre, lahoras pausa la tua entencio e la tua consideracio tostemps en aysso per que la partida en la qual es la plagua sia pus auta que l’autra.	The translation of the given text is:
E ayssi cove que tu aministres aquo en las plaguas grans e en las plaguas migieras.	The text means: And assuredly you must manage this in the large wounds and in the medium-sized wounds.
E en las plaguas petitas, pausa aquo que es a tu preparat, e aprop fay que·l ministre sia entre las tuas mas pyatados, le qual tengua la disrupcio tota am la sua ma e ajusta las labias de lu, e aprop descuebre de aquela ad aquel que siec la sutura alcuna causa aprop autra.	And in the small wounds, pause this until it is your preparation, and assuredly place it so that the one you have among your fingers, which holds the disruption all over its hand and adjusts its lips, holds. And check from that point to see if there is any cause for another.
E aquesta es la manieyra de sutura comuna: una que prenguas la agula, o comte de agula segon la cantitat de la amplitut de la plagua; e aprop layssa de la extremitat de la disrupcio del dit anular, e strenh la agula una, otre que tu no metas fiel en las doas extremitatz de la codena, am doas extremitatz del ciphac que es dejos la codena de las partidas dedintz, entro que fassas aquela penetrar de aquela partida; e tu ja has agreguadas doas extremitatz de la codena e doas extremitatz del ciphac, e so faytas quatre ordes.	This is the common way of suturing: one that you take the needle, or count from the needle according to the quantity and width of the wound; and then you apply a little softness from the end of the disruption of the ring finger, and tighten the needle, either so that you don't put faith in both ends of the cord, but rather on two ends of the ciphac, which is left without the parts of the dentition, until it penetrates into that part; and then you have added two ends of the cord and two ends of the ciphac, and thus four orders.
