Ayssi comensan las paraulas de Albucasim .	Assistance begins as Albucasis.
E alcunas veguadas es lavada la mayre e la plagua enayssi que es cristerisat am aygua e mel, e aprop am aygua en la qual es bulhida razit de liri o de aristologia longua, e aprop retorna al enguent.	And sometimes the abdomen and the wound are washed, in such a way that it is sterilized with water and honey, and then applied to water in which there is burned quick lime or aromatic plants, and then returns to the ointment.
E si la plagua es dedintz en la mayre ameguada, lahoras cove que tu sias prohibit de la curacio de lu am ferr, habantz cura aquel am aquo que havem dit en la divisio.	If the wound is located in the groin area swollen, then cover that you must be prohibited from the healing by iron, because they cure it with water as said in the division.
Capitol .lxxv.	Chapter 75.
A ensenhar las matronas en qual manieyre les enbrios bius sian medicatz quan yeysso segon figura no-natural.	To teach the midwives, in what manner to nourish babies so that they may be healthy, according to natural figures.
Necessaria causa es que la matrona conogua en le comensament la figura del enfantament natural per senhals de lu, e es que quan tu vezas la femna expremar a las partidas dejos e desira odorar le ayre, e sobre aquo es enleujada per aquo que sobre ela es del part, e festina le eyssiment del enbrio, lahoras sapias que aquest part es segon figura natural, e es l’eyssiment de lu sobre le sieu cap, e la segondina am aquel o suspensa o pendent del ombelic.	The necessary cause is that the midwife knows in advance the figure of the child by the signs of it, and thus when you see a woman expel the parts and have desire to smell the air, and over this is delivered because of which on her body is the part, and hastens the emergence of the baby, often wise that this birth is according to natural figure, and it is the emergence of him on his head, and the second one suspended or hanging from the navel.
Donc cum tu vezes aquels senhals, lahoras cove que·l ventre de lu sia compremut per so que l’embrio deysenda leugerament quar quan deyssen sobre le sieu cap, deysen a lu la segondina, e es mondada de aquelas superfluitatz am bona mondificacio.	When you notice those signs, it is likely that the belly of the patient will be compressed so that the embryo falls lightly when they sit on their head, they give them to lie down, and the swelling of those superficial things is removed with good purification.
Mays aquel que es otra aquest part es no-natural e no-lausable, quar quan le enbrio es eyssit sobre sos pes e·l cos de lu es eyssit devant le cap de lu e·ls pes de lu, e la ma de lu una, o al pe de lu i, o es eyssit le cap de lu e la ma de lu, o al ventre de lu, e fort leu es convertit sobre le sieu col, e semblant de las figuras de lu no-lausablas.	But the one that is another in this part is not natural and not punishable, because when the embryo falls on their feet and the body of the patient is sitting over the head of the patient and the feet of the patient, and the hand of the patient is one or at the chest, or it sits the head of the patient with the hand of the patient, or at the belly of the patient, and very violently it converts on their spine, and similar to those unpunishable figures.
Don necessaria causa es a la matrona que sia savia e subtil en totas aquelas causas, e que·s guarde de error e de decepcio.	However, if there is no necessity for the midwife to be wise and subtle in all those causes, and she guards herself from errors and disappointments.
E yeu so mostrant tota figura de aquelas, e qual engen es en aquelas per so que sia significat per aquo e sia stat sobre aquo.	And I show you the whole figure of those things, and which wisdom is in them so that they can be understood by this and are established on this.
Quan le feyt es eyssit sobre le sieu cap per egrecio natural, e aquel es vehement sobre la femna e es fayt a lu part dificil, e vezes la vertut de lu ja debelitada, lahoras fay aquela sezer , o que las femnas tenguan lu, e evapora le conh de lu am fenugrec coyt e am olis humitz.	When the delivery is done on the patient's head for natural reason, and that woman is very swollen with her child and it is a difficult part, and often the truth of her uterus is weakened, then she should be cut open, if women have her, because the blood from her will evaporate like fenugreek coal and sweet oil.
E aprop entrometa la metrona entre les sieus ditz espatum petit e fenda am aquel la segondina, o secce aquela am la sua ungla entro que corro aquo que es en ela de humiditat.	Appropriate the needle into the small space between the skin and the flesh of that place, or cut it open with the second instrument, where there is humidity.
E preme le ventre de la femna entro que deyssenda le fet.	Press the belly of the woman in order that she may give birth.
Mays si no deyssen, lahoras cove que la femna sia cristirizada de mucellage de ptilli e mucellage de fenugrec am cizami.	But if they do not give birth, then cover her with linen cloth and woolen rags to prevent her from being infected with phlegm of hairs and phlegm of fenugreek.
E aprop comanda a lu, aprop le cristeri, que sia compremuda e fay aquela stornudar am condisi; e te la boca de lu e·l nas de lu per huna hora, quar le fet sira foro-getat tantost.	And command him to bring her a compress, and wrap that cloth around the stomach in a certain manner; and hold her mouth and nose for one hour, so that the fetus is forgotten soon afterwards.
E si las doas mas del fet so foro-getadas al comensament, lahoras cove que tu redusiscas aquelas am fecilitat petit a petit.	But if the two most important parts of the fetus are forgotten at the beginning, then cover them with gradual ease.
Mays si no obezeys al intrament, lahoras pausa la femna sobre una cezelha e leva les pes de lu sus, e aprop concuceys la cezelha sobre la terra; e la femna sia tenguda que no caia deves la concussio.	But if she does not obey the instrument, then place the woman on a chair and lift her up from the bed, and appropriate this cushion over the earth; and make sure that she is held steady so as not to fall due to concussion.
E si las mas no son dedintz tornadas e morr le fet, lahoras inscideys aquelas e extratz le romament del fet o lia le cors a la ma de lu am drap e extratz aquel am equalitat, quar aquel sira foro-getat.	If the more (parts) are not returned and they die in the womb, then inscribe that and extract the fetus or remove the body from the hand of the mother with a cloth and extract that same equality, because he will be forgotten.
De eyssiment del embrio sobre les sieus pes.	About the descent of the embryo on its feet.
Quan le fet yeys sobre les sieus pes, lahoras cove que tu impelliscas aquels en sus, e aprop convertas le fet petit, e aprop que engualhes aquel, e aprop que prenguas un pe de lu e extendas aquels petit a petit.	When the fetus is on its feet, then cover them so that you move them around, and return the fetus to its small size, then suck it in, then take one of them and stretch it out little by little.
