Ayssi comensan las paraulas de Albucasim .	Assessors begin to speak of Albucasis.
E alcunas veguadas fa aquo vi en le qual ha stipticitat, e es milhor que la aygua sola en resolucio de la imflacio.	And sometimes I have found it thus done, where there has been stipticitat, and it is better than just water alone in resolving the inflammation.
E donc cum tu vezes la imflacio esser resolvuda, lahoras tu humecta le budel am aygua en la qual es coyta altea e malvas, quar per aquo es alleujat le intrament de lu am pauca causa.	So when you think the inflammation is resolved, then wet the wound with water in which it is boiled and malt, because for this the linen of the patient is alleviated with little cause.
Mays si es escusat le intrament de lu aprop aquesta curacio, lahoras scindeys la disrupcio un petit am strument am le qual so inscididas emorroydas.	May it be excused that I should approach this cure, now the disruption is divided with a small instrument with which the bloody flow is stopped.
E la curacio primieyra es milhor, quan es propriada que no es seccio, e no sia occupacio a seccar aprop necessitat e defaliment.	The first cure is better, when it is proper and not infected, and there is no occupation to cut again in case of need and deficiency.
Del instrument, sec se la forma de lu:	Of the instrument, the form should be cut or shaped.
La una partida de lu torta aguda, e l’autra partida no-acuta, e la extremitat subtil, e no sia am la subtilitat de spatum, abantz sia obtusa un pauc.	One part of it is cut sharp, and the other part not sharp, and the subtlety of the extremity, and it should not be too blunt either, cutting off a little bit.
E donc cum la plagua es amplificada e yeys fora le budel, lahoras cove que la sua reduccio sia segon la forma de lu natural, en le sieu loc propri, si es possible sobre aquo, quar milhor es.	And therefore when the swelling is enlarged and comes out of the hernia, it is necessary that its reduction be according to its natural form, in its own place, if possible on top of it, for it is better.
Mays quan la disrupcio es ampla, e es en la partida pu bassa del ventre, lahoras cove que tu fassas jazer le malaute sobre le sieu dos, e pausa las suas cambas pus autas que·l sieu cap; e si es en la partida pus desus del ventre, lahoras tu pause le cap de lu e·l pietz pus autz que las partidas dejos.	May it be that when the disruption is wide and it's in the lower part of the belly, you should make the patient lie on their back, and lift up their legs as high as possible; if it's in the upper part of the belly, you should lift up the head and leg that has the remaining parts.
E semblantment si la disrupcio es en una de las doas partz del ventre, lahoras pausa la tua entencio e la tua consideracio tostemps en aysso per que la partida en la qual es la plagua sia pus auta que l’autra.	When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.
E ayssi cove que tu aministres aquo en las plaguas grans e en las plaguas migieras.	The treatment of big wounds and medium-sized wounds.
E en las plaguas petitas, pausa aquo que es a tu preparat, e aprop fay que·l ministre sia entre las tuas mas pyatados, le qual tengua la disrupcio tota am la sua ma e ajusta las labias de lu, e aprop descuebre de aquela ad aquel que siec la sutura alcuna causa aprop autra.	In small wounds, stop the treatment until you are prepared, and place whatever it is that you minister between your fingers, which holds everything in its proper position, with the lips closed and make incisions over it to remove any cause of the suture, another.
E aquesta es la manieyra de sutura comuna: una que prenguas la agula, o comte de agula segon la cantitat de la amplitut de la plagua; e aprop layssa de la extremitat de la disrupcio del dit anular, e strenh la agula una, otre que tu no metas fiel en las doas extremitatz de la codena, am doas extremitatz del ciphac que es dejos la codena de las partidas dedintz, entro que fassas aquela penetrar de aquela partida; e tu ja has agreguadas doas extremitatz de la codena e doas extremitatz del ciphac, e so faytas quatre ordes.	This is the common method of suturing: take the needle, or cut the tendon according to the amount and size of the wound; and after laying off a little from the end of the disrupted artery, close the needle one, or else you will not be sure in both ends of the cord, between two ends of the ciphac, leaving the cord open at the divided parts; then, as you have added two ends of the cord and two ends of the ciphac, this is done four times.
E aprop strenh am fiel doble en le circuit de la agula, e alcunas veguadas de doas partz ensemps, e aprop agregua las doas labias e la plagua per agreguacio decent; e aprop layssa la grossitut del dit e fiqua una autra agulha en aquela, e aprop lia aquela am fiel ayssi cum fiest am la primieyra agulha; e no cesses far aquo si es necessitat am las agulhas entro que ajas complida tota la contriccio de la plagua.	Close double the thread in the needle's circuit, and sometimes take two ends of one part, close the lips and attach the wound for a decent attachment; then lay off the swelling of that, and put another needle in it, close again with double thread as you did on the first needle; do not stop doing this until you have completed all the constriction of the wound.
E sian las agulhas migieras entre groceza e subtilitat, quar las agulhas subtils mot leugierament insciden la carn; e las grossas so de dificil intrament en la codena, e donc per aquo cove que sian migieras en subtilitat e grosseza.	The translated text is:
E no cove que la agulha sia ficada en doas extremitatz de la codena propdana mot, per so que la carn no sia inscidida leugierament e que la plagua se huebra devant la sua consolidacio.	And it is not possible that the needle be placed in two extremities of the body's bone, so that the flesh does not become incised lightly and the wound opens before its consolidation.
E no sian prolonguadas de sutura per que la plagua no sia prohibida de consolidacio.	They are not prolonged with stitches so that the wound does not become prohibited from consolidating.
E aprop inscideys las extremitatz de las agulhas per so que no ledescan le malaute deves le sieu dormier; e pausaras sobre la sutura pulvils expanduts de tota partida, les quals tenguan las extremitatz de las agulhas; e layssa aquelas entro que sapias que la plagua ja es consolidada.	And you should cut off the ends of the needles so that they do not descend into the patient's malady while he sleeps; and place your hand on the stitch with powder spread out all over it, which holds the ends of the needle; and press those in gently until you know that the wound is consolidated.
E aquestas specias de sutura am agulhas en cal manieyra es pus convenient en las plaguas petitas, quar habasta en la sutura de lor una agulha o doas o entorn aquelas.	This kind of suture with needles is more convenient for small wounds, because there must be one or two needles in the stitch.
