Ayssi comensan las paraulas de Albucasim .	A doctor starts speaking about Albucasis.
E cove en lu aquo que es entre lor que la extencio sia mollificada; e si alcuna partida de lu es retenguda, lahoras cove que la matrona unte alcus sieus ditz am oli e entrometa aquels espertament e revolva am aquels aquo que es retengut.	And consider that there is something between them that the extension is softened; and if any part of it is retained, then know that the midwife will anoint her fingers with oil and insert those in order to release that which is retained.
Donc si la partida del fet es fora-getada, lahoras les uncis sian permudatz entra loc le qual sia pus aut; e fay aysso entro que tot le fet sia fora-getat.	Therefore if the part of the foot is forgotten, then the lancet will be put into the place where it is more so; and thus inserted until all the foot is forgotten.
Mays si la ma es eyssida denant l’autra, e no es possible reduzir aquela per la coartacio de lu, lahoras cove que drap sia envolopat sobre aquela; e aprop extratz aquela entro que tota sia fora-getada, e inscideys aquela o en la junctura de la ma o en le coyde.	But if the hand is protruded before the other and cannot be reduced by the constriction of it, then know that a cloth should be wrapped around it; and thus pulled out until all is forgotten, and inserted into either the hand or the elbow.
E ayssi cove que fassas en l’autra ma e en les dos pes.	The translated text reads: And there was also a covering on the other side and on both feet.
Mays si le cap del fet es gran, o accideys a lu coartacio en le eyssiment, o es en le cap de lu aygua ajustada, lahoras cove que entrometa entre les ditz espatum spinos e fenda le cap e extragua la aygua, o que discroba aquel am un instrument le qual es nompnat “alundat”, la forma del qual vindra am las formas dels autres instruments en le capitol le qual es aprop aquest.	When the head of the foot is large, or there is an injury to the heel or it has too much water on it, then cover that there is something between the spines of the spatula and cut off the head and extract the water, or what disapproves one instrument which is called "alundat", the form of which will come in the shapes of the other instruments in the chapter which is suitable to this.
E semblantment fassa si·l fet es de gran cap per natura: e lahoras cove que inscida aquel am algematu, o que prengua aquel am alunda ayssi cum havem dit; e aprop extra les osses am les forceps.	Similarly, if the foot has a large head by nature: and then cover that with an iron tool, or take out the water from it as we have said; and place the bones with the forceps.
E si le cap es eyssit e es coartat deves la furcula, lahoras sia fendut entro que la humiditat la qual es en le pietz sia efunduda.	And if the heel is swollen and injured, then let the clasp be cut open so that the humidity which is in the foot can be dispersed.
Mays si no es complicat, ni obezeys a eyssiment, lahoras tu inscideys le cap tantost segon que a tu sira possible.	But if it is not complicated, or does not obey the swelling, then you will open up the heel as soon as possible.
E si le dejos del ventre es apostemat o es en lu ydropici, lahoras cove que tu perfores aquel entro que corro la humiditat que es en lu.	And if the belly's discharge is warty or has an infection in it, then cover that you will perforate it where the humidity is in it.
Mays si le fet es sobre les sieus pes, lahoras la atraccio de lu es leugiera e la direccio de lu a la boca de la mayre es leugiera.	When it is on the feet, the attraction of that humor is lighter and its direction to the mouth of the vein is lighter.
Mays si es coartat deves le ventre e·l pietz, lahoras cove que tu extraguas aquel am drap le qual auras envolopat sobre la tua ma, e que fendes le ventre e·l pietz entro que corra aquo que es en aquels.	But if it is constricted in the belly and foot, then cover that area with a bandage which you have wrapped around your hand, and cut through the belly and foot so that it runs along what's inside.
Mays si les autres membres so ostatz e torna le cap, lahoras la metrona entrometa la ma senestra; mays si la boca de la mayre es huberta, lahoras intrometa la ma en le preon de layre, e cerque am aquela le cap, e atira aquel am les ditz entro a la boca de la mayre, e aprop entrometa en lu un unci, o dos uncis, e atire lu am aquels.	But if the other members are affected and returned to their head, then put the inner hand inside; but if the mouth of the vein is blocked, then insert your hand in the area between the shoulder blade, surround it with that hand, and pull those things into the mouth of the vein, and place a small or two uncinis inside there.
E si la boca de la mayre es coartada per apostema caut le qual accideys a l’u, lahoras cove que no sia trebelhat sobre lu; abantz cove lahoras aministrar efusio de causas humidas grassas.	But if the mouth of the vein is constricted by an apostema caut (a type of cauterized inflammation that occurs on the hand), then cover it so that it doesn't rub against him; and cut, cover with a mixture of soft, watery juices.
E aministre emplastres; e segua le pacient en ayguas que mollifican e humectan.	Administer plaster dressings; and follow the patient in waters that soften and moisten.
E si le fet es sobre le sieu costat, lahoras si possible es, sia agulat: e sia aministrat aquo que havem dit en le fet viu.	If the wound is on the side of the body, then as far as possible, pierce it with an awl and apply to what we have said in the live treatment.
E si aquo no es possible, lahoras sia inscidit en pessas, e sia extrayt.	If this is not possible, then pierce it in the flesh and extract it.
E cove que non layssas alcuna causa dedintz de la segondina.	But make sure to leave no further cause for secondary inflammation.
E cum tu auras complida tota la tua opperacio, lahoras aministra aquo que havem dit de la curacio en les apostemas cautz les quals accideysso de la mayre.	And when you have completed the entire operation, then apply what we have said about the cure of ulcers to those wounds that cause such complications.
E si accideys flux de sanc, lahoras deyssendas en ayguas stipticas e aministra l’autra curacio.	If there occurs an issue with the flow of pus, then send them to sit in hot springs and apply the other cure.
E yeu ja e vist una femna en le ventre de la qual era fet mort, e aprop sobre aquel foc autra veguada emprenhada, e aprop foc mort es le fet autre.	You have already seen a woman in whom it was found that the fetus was dead, and apply to another birthplace occupied, so that the dead fetus comes out.
Accidit al u aprop lonc temps apostema en le sieu embelic; e inflat es entro que foc ubert, e comensec a getar brac.	It has happened that after long time the ulcer is found in the navel; and it swells within that space, so the abdomen begins to burst.
E yeu fu appelhat a la cura de lu, e medicat a lu per lonc temps, e la plagua no es consolidada.	And I was called in to cure him, and treated him for long time, but the plague is not consolidated.
Adonc yeu pausegui sobre lu de alscunas causas emplastra de forta atraccio, e eyssic de lu un os, e aprop passero alcus jorns, e eyssic un autre os; e yeu fu trop meravilhat, cum en le ventre no sia os.	When you stop on something from some causes stuck in place with strong attraction, and you push it out of bone, and you have passed for several days, and you see one another bone; and I was too much surprised, as there is no bone in the belly.
