Ayssi comensan las paraulas de Albucasim .	The patient begins to speak about Albucasim.
Mays si la fistula es tortuissitat, lahoras investigua aquela am tenta de plom subtil, quar plom am la levitat del sieu cors es alleujat e curvat deves la tortuositat.	But if the fistula is twisted, then investigate it with a test of lead, because lead has the gentle weight of its body and curves to alleviate the twisting.
E si la fistula es havent motz horrificis, no es a tu possible que signifiques sobre lu am tenta.	If the fistula does not have many horrible things, then it is not to your advantage that you try to make sense of them.
Adonc cristeriza le orrifici per sos orrificis, quar la humiditat per la qual clisterizas aquela va deves las autras orrificis e corr de lor.	So, you will cauterize the openings for your openings, because the humidity with which you cauterize that one will spread to the other openings and come from them.
E aprop inquier exquisitament, segon qual manieyra a tu es possible que conoguas si aqui has os o nervi, e es la conquavitat de la fistula longinqua o propdana, o es una fistula a la qual so motz orrificis e esta sobre aquo tot am la suma de la tua fortaleza, am la tua enterroguacio, am la qual enterroguas le malaute, e la invencio de la dolor deves la tua compressio am la ma sobre le loc, e semblantz de las significacios e de las causas accidentz al apostema.	And you should ask very carefully, by what method it is possible to know if there are nerves here, and whether the cavity of the long-distance fistula or the nearby one is, or a fistula to which all the openings are, and situated on top, with the sum of your strength, your questioning, your pressure, your questioning of the disease, due to compression of the hand on the location, and similar signs and causes that appear in the apostaemia.
E cum tu auras stat sobre totas aquelas causas am stacio veraya, lahoras ve a la curacio segon confidencia: e es que tu consideras lahoras si es fistula apparent propinqua o en loc sal, longinqua de junctura, o de nervi, o de arteria, o de vena, o de un dels locs les quals yeu a tu e ditz.	And when you have considered all those causes at the actual station, then see the cure according to confidence: and it is that you consider whether it is an obvious nearby fistula or in a safe place, long from the joint, nerve, artery, vein, or one of the places that I told you.
Lahoras tu secca la fistula segon que denant es dit de la naracio de lu, e osta aquo que es en aquela filtracio e de carns corrumpudas, e aquo que es nascut en le orrifici de la carn, o de theil e de semblantz, e cura aquela entro que sia sanada.	Joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.
Mays si la fistula es de longinqua profunditat, e es segon rectetut, lahoras cove que inscidas aquela en le preon atant quant a tu sira possible, e aprop mondifica aquela de totas las suas carns corrompudas; e aprop administra calguas envolopadas en medicinas acutas, e intromet aquelas entro a la conquavitat de la fistula, la qual has conprenduda am ferr.	However the fistula is of great depth, and according to rule, then cut as far in front as your line can go, and remove that flesh completely; and afterwards disinfect that entire area with all its corrupted flesh; and afterwards administer sharp-wrapped medicines, and insert those into the cavity of the fistula, which you have understood to be like a nail.
E fay aquo am aquela alcunas veguadas entro que la medicina acuta corroda tot aquo que es romas en la conquavitat de la fistula de la corrupcio.	And then it may be that, occasionally, the sharp medicine cuts through all that which is rotten in the cavity of the fistula.
E aprop restaura aquela am enguentz les quals engendran carn sana entro que sia sanada.	And afterwards restore that to healthy flesh, whereof those which produce flesh grow within it until it is healed.
Mays si no es sanada per aquo, lahoras tu cauteriza aquela segon que havem recomtat.	But if it has not been healed through that, then cut that off according to what has been recommended.
Mays si la causa de fistula es os e es deves tu certificat aquo, lahoras tu inquireys aquela e secca aquela segon que havem recomtat, si tu no prohibeys alcuna causa de vena o de nervi o de membre principal ayssi cum havem dit.	But if the cause of the fistula is bone and you must certify it, then afterwards inquire about that one; cut that off as recommended, unless you forbid any cause related to vein or nerve or main member as they have said.
Mays si le os es a tu descubert e es en lu alcuna corrupcio e negror, lahoras tu ratz aquel entro que la corrupcio sia hostada tota; e aprop cura aquel am aquo que lu encarne entro que sia sanat.	If the bone is exposed and there is no corruption or rotting, then you should enter it that the corruption be removed completely; and cure it afterwards when it has been incorporated with what will bring health.
E si no es sana e gieta brac ayssi cum fazia, lahoras sapias que tu no est pervengut a la eradicacio tota de la corrupcio; e adonc tu descuebre sobre lu segondanament e exquisitament fay la razio de lu e la mundificacio de lu am la deriera fortalasa tieua, e aprop restaura aquel.	If it is not healed and the arm is in a bad state as before, then you will know that you have not completely eradicated the corruption; and then you should discover it afterwards and carefully examine its reason and removal with the final strength of that part, and then restore it.
E donc si es sanat, bo es; e sino, lahoras sapias que aquela corrupcio es en la profunditat longinqua del cors, la qual no ha conseguida, e adonc a tu en aquel no es engen sino laysar aquela.	So if it is healed, then it is well; but if not, you will know that that corruption is deep within the body, far beyond what has succeeded, and so at that point, there is neither ingenuity nor skill in fixing it.
E si le os corromput es petit, o es a tu possible atirar aquel, lahora tu le atira am forceps subtils las quals conveno ad aquo.	If the corrupted bone is small, it may be possible to pull it out with those forces, namely the subtle instruments, which are suitable for that purpose.
E si so motz osses, lahoras exquisitament fay la extraccio de totz aquels, e de aquels no laysses denguna causa am la tua fortaleza.	If several bones are involved, you should carefully remove all of them, and do not leave any cause for your strength.
