Ayssi comensan las paraulas de Albucasim .	Assistance begins for Albuçates.
Quan accideys en la vesica ulceracio o apostema, o sanc congilat en aquela, o es coartat poyredura, e vols en aquela destillar ayguas e medicinas, lahoras sia fayt am instrument le qual es apelat clampcedra, e aquesta es la forma de lu:	When an ulcer or abscess occurs in the bladder, or it is filled with pus, or it is constricted by pain, and you want to drain that from there, or apply waters and medicines, then this is done with the instrument called clampcedra, and this is how it is made:
sino que en la extramitat de lu es sorda, so es clausa.	Unless the part of it is closed.
Et en aquela so tres traucs: dos de la una partida , ayssi quo vezes.	And in that place, there are three tracks: two from one side and also sometimes.
En le comensament es loc concau, en le qual es aquo que es enpellit, e sia segon quantitat que oppile aquel, ses addicio, entro que quan alcuna causa es ab aquel tirada de las humiditatz, sia atirada, e quan es expellida, am aquo sia atirada, e quan es expellit lonc, segon que fa clampcedra am la qual es phicat naphta en las batalhas de mar.	At the beginning it is a concave place, in which that is enclosed, and it is as much as the pressure on it, its addition, inside where when no cause is applied to that, it is pulled out, and when it is expelled, that is also pulled out, and when it is expelled far, according to how the clamp with which naphtha is stuck in the battles of the sea.
Donc cum tu vols prohicir humiditatz en la vesica, entromet la extremitat de clapcedra en la humiditat, e atira am aquel aquo que es empellit a las partidas desus, quar la humiditat es atirada en la conquavitat de clapcedra.	When you want to incite humidity in the bladder, insert the extremity of the clamped rod into the humidity, and attract towards that water which is pulled into the parts opposite, for when the humidity is drawn into the cavity of the clamped rod.
E aprop entromet la extramitat de clapcedra en la vergua segon que havem recomtat en la ciringua; e aprop empelleys la humiditat am aquo que empelleys, quar aquela humiditat perve a la vesica tantost, e le malaute cent aquela.	And insert the extremity of the clamped rod into the vulva according to what has been recorded in the circular writings; and attract towards that water which attracts it, for that same humidity reaches the bladder immediately, and makes the patient ill.
Forma del cristeri subtil am le qual la vesica es cristerizada, e es aquela la forma:	The subtle shape of the gallstone by which the bladder is stoned, and it is that form:
E sia fayta de argent o de lato, de la qual le cap pus aut sia semblant a petita pluma, e dejos lu cana dedintz liament.	And it is made of silver or lead, from which the head is similar to a small feather, and the patient suffers from a severe pain.
E aprop pren vesica de moto, e pausa en aquela la humiditat que vols cristirizar en la vesica, e aprop lia aquela entre dos am fort liguatura am fiel doble, e escalfa aquela humiditat sobre le foc.	And take the bladder of a horse, and place in that the humidity you want to stone the bladder with, and tie it between two strong ligatures and a double cord, and warm up that humidity on the fire.
E aprop entromet la extremitat del cristeri en la vergua.	And insert the extremity of the gallstone into the vulva.
E aprop estrenh la tua ma sobre la vesica am la humiditat am strectura descent entro que·l malaute centa que aquela humiditat ja es pervenguda a la vesica.	Place your hand over the bladder, holding it with dry skin in that tightness until the disease centers there where that humidity is already passed into the bladder.
Mays si a tu no es present vesica, lahoras tu pren una pessa de parguames e fay de aquel cercle; e perfora aquel de tota la sua retonditat; e aprop entromet fiel fort en aquels traucs, ayssi quo so revolgut; e aprop agregua le cercle ayssi quo es agreguat alsofatur, pus que tu pausas en aquel aquo que tu vols de las humiditatz, e olis e ayguas.	But if the bladder is not present, then take a piece of parchment and make a circle; perforate that whole roundness; and place firm thread in those tracks, so that it may be turned; and add the circle as it should be added also as if you paused there where you want the humidity, oil and water.
E aprop tu lia aquel en le instrument e fay am aquel ayssi cum has fayt am la vesica, e exprescio am la tua ma entro que la humiditat pervengua a la vesica.	And place that (the instrument) on it as you did on the bladder, and express yourself inside so that the humidity passes into the bladder.
Capitol .lx.	It seems like "Capitol.lx." is not a part of the text to be translated. It appears to be some kind of notation or marker, possibly indicating the start of a new section or chapter in a larger work. If you can provide more context or information about what this mark represents, I may be able to help further.
De extraccio de peyra.	Of the extraction of pus.
Nos ja havem dit en la divisio las specias de peyra e curacio de lu am medicinas, e la diferencia entre peyra engendrada en los ronhos e peyra engendrada en la vesica, e les senhals de aquela.	We have already discussed in the division the species of pus and its cure with medicines, and the difference between pus generated in the nose and pus generated in the bladder, and their signs.
E havem dit la peyra en la qual catz operacio am ma, e seccio.	We have said about the property in which a wound occurs on my hand, and it heals.
E la peyra engendrada en la vesica propriament es aquela que es ficada en la vesica.	The wound that is produced in the bladder itself is the one that is attached to it.
E yeu so narrant aquel am exposicio manifesta e abreviacio.	I will now narrate a clear and concise explanation.
Donc dic que peyra engendrada en la vesica majorment ve als enfantz; e dels senhals de lu es que la urina que es eyssida de la vesica es semblant a aygua en la sua subtilitat, e apar en aquela arena; e le malaute fregua la sua vergua, e motas veguadas pen, e aprop es dressada; e am aquo yeys foro le cul en motz de aquels.	So I say that the wound produced in the larger bladder mostly affects children; and from its signs it can be seen that the urine coming out of the bladder is similar to water in its subtlety, and appears on that sand; and because it hurts the belly, and pain is felt, often at night, and so the abdomen becomes swollen; and thus there are marks of this.
E es laugiera la sanacio dels enfants de aquela entro que han conseguitz xiiii ans; e es dificil curacio en les viels.	And it is a light recovery in children from that wound where they have gained fourteen years; and the cure is difficult in old people.
Mays en les joves es migiera per aquo quar es entre aquels.	But in young men, it is half-rotten by this wound which is between them.
