Ayssi comensan las paraulas de Albucasim .	Assassin's words begin.
E aprop tu abstergiys le sanc, e entramet en las seccios lana submersa en oli o en oli rozat; e pausa deforo autra lana la qual tu as submersa en vi e oli, e expandeys aquela sobre dos genetius e·l mirac del ventre; e pausa desobre draps doblatz e pulvils, e lia aquels desobre am liament le qual es segon aquesta forma:	And then take out the incision and enter into the sections of the lanated skin submerged in oil or rose-infused oil; and pause before another section of skin which you have submersed in vinegar and oil, and expand it over two genitores and the miracle of the belly; and pause on top of folded drapes and powder, and lay those over a ligament following this form:
e aprop sian preses dos draps e sian humplitz de lana carmenada segon aquesta semblansa; e sian faytas las extremitatz am les quals es premut de coto o de lana humida, e sian agreguatz am strectura en le braguier de las braguas, e la una de las extremitatz prengua del cul entro al dos, e la segonda prengua a la partida del pantenilh, e dos extramitatz sobre dos coyssas dejos e dos extramitatz autras sobre dos angonars, e tota extrictura sia ajustada en le braguier de las braguas.	And place two drapes, and fill them with crimson lanated skin according to this likeness; and fasten the extremities at which you apply oil or moistened wool, and attach them to the structure in the braguier of the braies, and one of the extremities takes its turn from the back into the two, and the other takes its turn from the pantaloon, and two extremities on each of the couches, and two other extremities on the angle of the chair, and all the structure be adjusted in the braguier of the braies.
E alcunas veguadas aquesta hernia es medicada artificialment am cauteri en loc de seccio am ferr; e es que tu prenguas cauteri cutellar subtil e que inscidas am aquel la codena dels ginitius, e es ignit segon que havem recomtat entro que sia descubert le ciphac blanc contenent la aygua, e lahoras tu pren cauteri segon aquesta forma:	When certain hernias are treated artificially with cautery instead of cutting with iron; and it is because you take fine scissors to cut under the cord of the testicles, and then light it according to how they have recorded it until it is discovered that the white phlegm containing water has come out, and then you take cautery accordingly.
e es asemblat a letra greca.	and it is written in Greek letter.
E aprop perfora am aquel ciphac, e es ignit entro que tota la humiditat sia fora-gitada.	And then you pierce that phlegm, and it is lit until all the humidity has been evaporated.
E aprop exten le ciphac am uncis, e excorja am uncis, e excorja am cauteri subtil ignit; e inscideys aquel segon que es a tu possible entro que eradiques tot lu; e guarda te del huou que·l foc no·l toque.	And then you extend the phlegm with scissors, and excise with scissors, and excise with fine cautery lit; and insert it according to what is at your power until you eradicate all of it; and guard yourself from the heat that may touch you.
E sapias que aquesta operacio es pus salva e pus longinqua de flux de sanc, e milhor que operacio am seccio.	You understand that this operation is both safer and more lengthy than cutting with a flow of blood, and better than cutting.
Mays si a tu fa contrarietat apostema caut en la hora de seccio o en hora de cauteri, o flux de sanc, lahoras cove que tu cures qual contrarietat fa a tu per aquo, am curacio la qual conveneys a lu segon que es dit.	But if you have to act against the circumstances of apoplexy when cutting or cautery, or flow of blood; for it is wise that you consider which circumstance makes your cure more advantageous, according to what is said.
Mays si le malaute es pauruc, e no spera la segonda operacio per la sua horribilitat, lahoras administra perforacio segon que yeu recomti aquo; e es quan es certificat deves tu, per aquo que havem dit de las significacios, que aquela hernia es ayguosa.	If the disease is severe and there's no hope for a second operation due to its horrific nature, then administer perforation according to what I recommend; and it is when you are certified that you must do so, because of what we have said about significant signs, that hernia is incurable.
Lahoras cove que tu fassas sezer le malaute sobre alcuna cezelha elevada, aprop perfora le apostema en la partida pus bassa de lu am spatum lat, e pausa la perforacio segon la longitut del cos.	Therefore it is known that you should draw the patient's face on some sort of elevated ceiling, and then perforate the appendix at the lowest part of it with a sharp knife, and pause the perforation according to the length of the body.
E sia la apercio ampla entro que corro tota l‘aygua.	And if you are aware of this situation while the entire water flows into it.
E aprop pausa sobre le loc coto e lia aquel e layssa aquel, per so que corro le romanent de l’aygua.	And then place your hand on that spot and press firmly upon it, in order to stop the remaining flow of water.
E aprop cura aquel entro que la plagua sia sanada.	And then cure that within itself when the plague is healed.
Mays si contrarietat es a la egrecio de l’aygua en aquela hora tu perforas aquela: e aquo no es fayt sino per aquo quar le pannicol blanc en le orrifici de la plagua fa contrarietat e prohibeys le eyssiment de l’aygua, lahoras cove que tu metas en la plagua pena o instrument am la qual es extrayta l’aygua dels ydropitz, la forma del qual es precedida; o ajusta en la opprecio de la plagua un petit.	But if there is a counter-cure at the source of the water in that hour, you perforate it: and this is not done except to prevent the pannicol white from causing a counter- reaction and hindering the discharge of the water, for I know that by placing the white pan in the orifice of the plague, it prevents the emission of the water, as has been previously mentioned; or you adjust in the opposite position of the plague a small instrument with which to extract the water from the drops.
E sapias que l’aygua retorna, e es agueguada aprop vi meses o enaviro aquels; e cum es agreguada, lahoras sia perforat segon aquela meteyssa manieyra, quar le malaute ayssi passara les sieus dias.	When water returns, and it is prepared for seven months or in the opposite direction of those; and as it is prepared, they are perforated according to that middle method, through which the disease will pass its days.
Capitol .lxiii.	And thus, chapter 63 begins.
De seccio sobre hernia carnosa e la curacio de lu.	About the section on cartilaginous hernias and their cure.
Sapias que en la seccio sobre aquesta hernia es temor perdusent a pernicia en las majors disposicios; per que a mi es vista la dimissio de lu e esser salvat per aquela milhor.	You know that in the section about this hernia, there is great fear of pernicious disease in major dispositions; therefore it seems to me that its removal will be better.
E yeu so rememorant la operacio en aquela e las specias dels apostemas.	And I remember the operation on that place and the specifics of the appendages.
