Ayssi comensan las paraulas de Albucasim .	The doctor begins to speak about Al-Bukhatir.
Aquesta malautia es nompnada en alcuna terra deves nos malautia bovina per so quar motas veguadas endeve als bious e es verm pauc un le qual es nat entre la codena e la carn, e va en tot le cos pujan e devalan, e es mostrat al sentiment deves le sieu anament de membre en membre entro que disromp la codena e yeys fora.	This disease is called cattle sickness in some lands because it often occurs on the belly and has a worm that is found between the skin and flesh, and rises and falls throughout the body, and is shown at the swelling of each limb as it ruptures the skin and comes out.
E la generacio de lu es per putrefaccio de alcunas humors ayssi cum accideysso verms e serpentz e lombrics e ascaridas en le ventre.	And its generation is due to the corruption of certain humors, just as occurs with worms and serpents and worms and ascarides in the belly.
E es temut per la malicia de lu, quar quan el va en le cors e es elevat al cap, e es pervengut al huel, lahoras fort leu uebre en lu e intra e destruzeys le huel, e aquo endeve motas veguadas.	And it is feared because of its malice, where when it enters the body and rises to the head, and permeates to the heel, there are often much pain in it as it invades and destroys the heel.
E donc quan tu voles curar aquel e extraire lu, lahoras no se fa si no deves la sieua ambulacio e apparacio de lu al sentiment, e adonc cove que tu strenhas aquo que es sobre lu e aquo que es dejos lu am liament e constriccio fort, e aprop secca sobre lu e extratz aquel.	When you want to heal and extract that, it is often not done without stopping the patient's movement and appearance of them in the condition, and then it is strong enough to do what is on them and what is left with ligament and constriction, and after drying over them and extracting that.
E si es preondat en la carn e no le atrobes, lahoras tu pausa cauteri am foc sobre le loc entro que mora, e la major causa que es temuda es corrupcio de lu am la qual corrump le loc ayssi cum havem dit.	If it occurs in the flesh and you do not see it, then pause cauterization on the spot where it resides, and the main fear is corruption of it, by which the spot gets corrupted as we have said.
May si tu vezes aquel esser pervengut al cap prop del huel, lahoras strenh sobre le sobrecil am fort strictura, e aprop secsa sobre lu, e extratz aquel; e cove que·l malaute use de mondificacio del sieu cors am medicinas evacuantz humors putridas malas, e guarda se de viandas generantz putrefaccio.	If it seems that the vein has become blocked at the head of the heel, then strengthen over the forehead with a strong stricture, and dry over him, and extract that; because the sickness uses foulification of his body with medicines evacuating bad humors, and should be kept away from nourishing foods causing putrefaction.
De sectione super aegritudinem nafir.	The suffering arising from the upper part of the body is named pain.
Aquesta malautia es nompnada en nostra terra nafir, e es dolor la qual ve en alcus membres, e aprop es permudada de membre en membre.	This sickness is named in our land pain, and it is suffering which occurs in one member and passes to another.
E yeu ja e vista aquela segon que yeu te recomtare.	I have seen that case, therefore I will advise you.
Yeu fu apelat a una femna malauta ad una vila, e descubric le sieu bras e vi una imflacio petita en la vena funis del bras, e pus que fu romas per una hora, vi aquela imflacio anar ayssi cum va verm pujan ad aquest, mays pus leugierament que esser por, ayssi cum si fos argent viu quan corr de loc en loc.	You were called to a woman who was sick in a village, and upon inspecting her arms I found a small swelling on the vein of the arm, and then that swelling remained for an hour before it began to swell as if blood was flowing up into it, but more lightly than expected, as if it were like live silver moving from place to place.
E adonc anet s’en la dolor de aquel loc e fiquet se en le muscle, e aprop aqui stec per una hora.	And then there came pain from that place and it stayed fixed in the muscle, and I applied a stick for one hour.
E aprop correc en l’autre cors entro que pervenc al autre bras.	I returned to the other body part until I reached the other arm.
E aprop recomtec a mi que revolvia se per tot le cors sieu segon que yeu vi; e fo trop meravelat de la permutacio de lu e de la velocitat de membre en membre.	And I recommended to my student that he rotate himself through the entire body, as I saw, and it was too marvelous for the transformation of him and the speed of his members from one to another.
E yeu ja havia vist denant aquo en les mieus huels segon aquela manieyra, empero yeu he vistz motz les quals atroban dolor esser permutada de membra a membre.	And I had seen that before in my own humors according to this method, however I have seen more shocking things which seem to be changing pain from one member to another.
Mays no vi aquo am les huels ayssi cum en la femna.	May not be seen on this body as in a woman.
E yeu no cogiti esser aquo sino que es per aquo quar la femna era de viela, on so de secs cors e de venas descubertas, e en aquesta apparec al sentiment aquela ventositat permutada.	I do not think it is this way because the woman was of a strong body and had exposed veins and arteries, and in this form that feeling of coldness has been changed.
E es necessari que no apparesca segon aquesta retro-curacio en aquels que son delicioses e am cors humitz de venas ameguadas.	It is necessary that it does not appear in those who have a good body and are smooth from the neck down, with lessened veins.
E cum tu voles la curacio de lu, e le pacient sent aquela dolor, lahoras no es a tu aparent al huel ayssi cum havem dit, lahoras tu strenh sobre aquel e dejos lu leugierament e secse sobre aquel entro que sia yssida aquela ventositat coartada, e cauterize le loc.	And as you wish the cure of him, and the patient feels that pain, it is not to your appearance as we have said, but rather be strong over that one and let him lie quietly and still on that spot, in order to stop that coldness blocked, and cauterize the place.
Mays si tu no la vezes am los tieus huels, alhoras tu cura aquel am excussio del cors e am aquo que expelleys ventositatz, e carmina aquelas am pillulas fetidas e am pillulas de serapi e semblantz.	But if you do not treat the cold humors, then it is often that you cure the body with an evacuation of the cold and with this what expels the coldness, and administers those foul pills and those serpent-like pills.
De extraccio de sagetas.	Of arrow extraction.
Sagetas son diversificadas segon las specias, e segon les locs dels cors en les quals cazo, quar la lor diversitat es que de aquellas so que han grans puntas, e petitas, e concavas, e sordas, so es solidas; e de lor so que han tres angles, e de aquelas a las quals so que han lenguas; e de aquelas a las quals so astelas.	Arrows are diversified according to the species, and according to the places of the body in which they fall, for it is their diversity that there are those with great points, small ones, convex, and dull, which are solid; and there are those with three angles, and those to which they have tongues; and those with stakes.
