Ayssi comensan las paraulas de Albucasim .	 This appears to be a statement that begins with "Thus begin the words of Al-Bukhari.
E cove que sia la serradura sobre le loc corrumput petit a petit, quar si es en la concavitat del os corrupcio e no appar en la sua apparicio al sentiment, e forssa a serratura de lu autra veguada.	 And it is necessary that the tourniquet be placed little by little on the affected area, because if it is in the concavity of the bone and does not appear in its appearance to the touch, then force another turn of the tourniquet.
E si le os es corrumput e no-eminent, abantz es la una partida continuada am la autra, e la corrupcio es al mieg loc o en partida de lu, lahoras tu descuebre la carn de totas partz tota; e aprop pausa fust dejos, e aprop serra aquel de la primiera partida la on es la corrupcio entro que sia continuada la serratura del autra partida.	 And if the bone is not protruding and it seems that one part is continuous with another, and the corruption is in the middle or at a junction of them, then you should uncover the flesh from all parts completely; and then place a stick underneath, and then tighten that [tourniquet] from the first part until the corruption is contained within the tourniquet of the other part.
E sia la serradura segon le loc de la corrupcio un petit, segon que havem dit.	 And let the tourniquet be a little according to the location of the corruption, as we have said.
E si la corrupcio es en la junctura, inscideys aquela junctura corrumpuda, e serra le os la on es continuat del autra part.	 And if the corruption is at a joint, cut that corrupted joint, and saw the bone where it is continuous with the other part.
E si de la corrupcio es en la continuacio de doas juncturas, lahoras no es en lu razio sino engen.	 And if the corruption is in the continuity of two joints, then it is not reasonable but harmful.
E si la corrupcio es en le pecte de la ma o del pe, es mot dificil; empero cove que tu inquieras la corrupcio en qual manieyra appareys a tu, e que abradas aquela, e mondes aquela segon quascuna disposicio la qual es a tu possibla, e am cascum engen sia rectificat a tu, quan no fa a tu contrarietat vena o nervi.	 And if the corruption is in the palm of the hand or the sole of the foot, it is very difficult; however, you should seek out how the corruption appears to you, and you should scrape it off, and cleanse it according to whatever method is possible for you, and with each instrument correct what needs correction as long as it does not hinder a vein or nerve.
E sapias qual es inscididors e las serras a inscidir aquestz osses son motz segon le situament dels osses, e la preparacio de aquels, e la grosseza de aquels, e la subtilitat e la grandeza e la parvitat de aquels, e la duricia e la lor raritat; per que cove que tu prepares a tota specia de operacio estrument convenient ad aquela opperacio.	 And you should know which are the saws and knives to cut these bones, according to the position of the bones, their preparation, thickness, subtlety, size, hardness, and rarity. Therefore, it is necessary for you to prepare all kinds of instruments suitable for that operation.
E sapias que aquela operacio significa a tu sobre la specia del strument del qual indigeysses; quan am tu es gran studi e lonc e conoyssensa de las manieyras de aquesta art, e testimoni de manieyras de malautias, quar lahoras ja tu las avias per tu meteys aquo que es convenient a lu dels sturmentz a tota malautia.	 And know that this operation requires from you the type of instrument you need; for you have great study, long experience, and knowledge in the ways of this art, and you are a witness to many diseases. Therefore, you already know what is suitable for each patient's instruments for every disease.
E yeu so a tu formant en la fi de aquest capitol le nombre dels instrumentz les quals pausaras cum eyssimples am les quals proceziras a la tua prohibicio la qual experimentaras sobre las autras.	 And I will present to you at the end of this chapter the list of instruments that you should use as essentials, with which you will proceed with your practice, which you will test on other patients.
Forma de serra:	 Type of saw:
Forma de autra serra:	 Another type of saw:
Forma de autra serra:	 Another type of saw:
Forma de autra serra gran:	 Shape of another large saw:
Forma de ray:	 Type of file:
Sia le cap de aquest ray segon la forma de cap de clau stellat, e les puntz de lu sian segon la forma dels puntz alstefegi.	 Its head is shaped like the head of a star-shaped key, and its teeth are sharp like awl points.
E no conveneys sino que am aquel sian confricadatz les caps de las juncturas quan so corrumpudas, o es la boca gran ampla.	 And it is not recommended that only with water are the heads of the joints rubbed when they are corrupt or the opening is very wide.
Forma de razori major dels autres:	 A form of a larger razor than others:
Forma de razori menor:	 A form of smaller razor.
Forma de razori lat:	 A flat razor blade.
Forma de serra autra decentment fayta: sia fayt arc de lu pus sobira e la acuitat de lu de ferr, e le membre de lu de boys punhal descentment fayt.	 Another well-made saw form: it should be made in the shape of an arch and have a blade of sharp iron, with handle parts decently made from wood.
Forma de lu:	 Shape of it:
Forma de razori en la qual ha concavitat:	 A curved razor blade shape.
Forma de razori autra subtil:	 Another subtle razor blade shape.
Forma de autra razori de curvada extremitat:	 Another form of a curved razor tip.
Forma de rasori petit semblant a tenta:	 A small razor resembling a tentacle.
Forma de incisori am le qual so inscidit les osses:	 The form of an incisor with which bones are cut.
Forma de inscisori autra minor:	 Another smaller form of an incisor.
Forma de un autra inscissori; aquest semblant a ray, e la extremitat de lu es cum serra, e es exhibit en motz locs en la razio dels osses:	 The form of another incisor; this one resembles a ray, and its tip is like a saw, and it is used in many places in the bone.
Forma de ray lo qual conveneys a rasio de aquel que es perforat dels osses:	 The form of a ray that is suitable for cutting through bones.
E la extremitat de lu es triangulada e de aguda extremitat.	 And its tip is triangular and sharp.
E es fayt de ferr de India , e semblantment cove que totas las causas que havem ditas de rasoris e de inscissoris e de serras.	 And it is made of Indian iron, and it should be noted that all the reasons we have mentioned for razors, incisors, and saws apply to this as well.
De inscizio extremitatz e de la serratura dels osses.	 From the extremities and from the locking of the bones.
Las extremitatz se poyresso o per causa intrinseca o per causa extrinseca, o cum tu auras medicat aquela corrupcio per curacio de aquelas medicinas e la curacio no comfereys, o vezes la corrupcio anar deves le membre la qual no percuteys denguna causa, lahoras cove que tu inscidas aquel membre entro aquo la hon acossec la corrupcio, per que le malaute evasesca per aquo de mort o de malicia que es major defeliment del membre.	 The extremities may become worse due to internal or external causes. If you have treated that corruption with those medicines and the treatment does not succeed, sometimes the corruption goes away from the member without striking any cause, then it is necessary for you to incise that member until you reach where the corruption is, so that the patient escapes through this from death or a worse evil than the loss of the member.
