Ayssi comensan las paraulas de Albucasim .	 Here begins the words of Al-Bukhari.
Mays aquel que es otra aquest part es no-natural e no-lausable, quar quan le enbrio es eyssit sobre sos pes e·l cos de lu es eyssit devant le cap de lu e·ls pes de lu, e la ma de lu una, o al pe de lu i, o es eyssit le cap de lu e la ma de lu, o al ventre de lu, e fort leu es convertit sobre le sieu col, e semblant de las figuras de lu no-lausablas.	 But that which happens in this case is unnatural and not to be praised, because when the embryo has come out of its feet and the body comes out before its head and its feet, and one hand comes out at the foot or at the head, or the head and the hand come out together with the stomach, it is easily turned over on its neck, and it resembles the figures of the unpraiseworthy.
Don necessaria causa es a la matrona que sia savia e subtil en totas aquelas causas, e que·s guarde de error e de decepcio.	 Therefore, it is necessary for the midwife to be wise and subtle in all these matters, and to guard against error and deception.
E yeu so mostrant tota figura de aquelas, e qual engen es en aquelas per so que sia significat per aquo e sia stat sobre aquo.	 And I am showing all the figures of these, and what intelligence is in them, so that it may be known by this and may have been established on this.
Quan le feyt es eyssit sobre le sieu cap per egrecio natural, e aquel es vehement sobre la femna e es fayt a lu part dificil, e vezes la vertut de lu ja debelitada, lahoras fay aquela sezer , o que las femnas tenguan lu, e evapora le conh de lu am fenugrec coyt e am olis humitz.	 When the fetus has come out of its head by natural weakness, and that is very strong on the woman and it is difficult for her to give birth, and sometimes the strength of the woman is already weakened, then do this thing: have women hold her, and evaporate the head of the child with hot fennel seed and moist oil.
E aprop entrometa la metrona entre les sieus ditz espatum petit e fenda am aquel la segondina, o secce aquela am la sua ungla entro que corro aquo que es en ela de humiditat.	 And immediately insert the catheter between its said small blade and slit, or cut it with its nail until you find what is within it in moisture.
E preme le ventre de la femna entro que deyssenda le fet.	 And press on the woman's belly until the child descends.
Mays si no deyssen, lahoras cove que la femna sia cristirizada de mucellage de ptilli e mucellage de fenugrec am cizami.	 But if it does not descend, then the woman must be anointed with a mixture of ptilium and fenugreek seeds with vinegar.
E aprop comanda a lu, aprop le cristeri, que sia compremuda e fay aquela stornudar am condisi; e te la boca de lu e·l nas de lu per huna hora, quar le fet sira foro-getat tantost.	 And immediately command her to lie down and anoint her, so that she is compressed and make her sneeze forcefully; and hold her mouth and nose closed for one hour, because the child will be expelled quickly afterwards.
E si las doas mas del fet so foro-getadas al comensament, lahoras cove que tu redusiscas aquelas am fecilitat petit a petit.	 And if both hands of the child have already been expelled at the beginning, then it is necessary that you reduce them little by little with gentleness.
Mays si no obezeys al intrament, lahoras pausa la femna sobre una cezelha e leva les pes de lu sus, e aprop concuceys la cezelha sobre la terra; e la femna sia tenguda que no caia deves la concussio.	 But if it does not obey the treatment, then place the woman on a chair and lift her legs up, and immediately turn the chair over on the ground; and the woman should be held so that she does not fall due to the jolt.
E si las mas no son dedintz tornadas e morr le fet, lahoras inscideys aquelas e extratz le romament del fet o lia le cors a la ma de lu am drap e extratz aquel am equalitat, quar aquel sira foro-getat.	 And if the hands are not turned inside and the child dies, then cut them off and extract the limbs of the child or tie its body to its hand with a cloth and pull it out equally, because that will be expelled.
De eyssiment del embrio sobre les sieus pes.	 "From the excretion of the fetus onto its feet.
Quan le fet yeys sobre les sieus pes, lahoras cove que tu impelliscas aquels en sus, e aprop convertas le fet petit, e aprop que engualhes aquel, e aprop que prenguas un pe de lu e extendas aquels petit a petit.	 When the child excretes onto its feet, then you should immediately wipe them off, and then turn the child over, and then wrap it up, and then take one of its legs and stretch it out little by little.
Mays cum son eyssit entro a las coyssas, lahoras tu comanda a lu que se exprema, e fay aquela extornudar am condizi, quar sira foro-getat si Deus lo vol.	 However, when it has excreted into its clothes, then you should command the child to express itself, and make it sneeze with conditions, because otherwise it will be constipated if God wills it.
E si no es foro-getat am aquo que havem recomtat, lahoras tu retorna le fet petit a petit entro que pauses aquel segon figura natural, quar aquel sira lahoras foro-getat am leugier eyssiment.	 And if it is not relieved by the water that we have recommended, then you should return the child little by little until you place it according to its natural position, because then it will be relieved with a light excretion.
E si es prohibit am tot aquo que havem recomtat, lahoras pren de musellage de altea e de goma dissolvuda, e percuteys tot en le mortier per bona percussio, e aprop linieys am aquo le conh de la femna, el pus bas del ventre de lu.	 And if it is not helped by all the water that we have recommended, then take of powdered aloe and dissolved gum, and pound them well in the mortar, and then anoint with this water the concavity of the woman's vulva, as low down on his belly as possible.
E aprop fay aquela cezer en aygua tebeza, entro que consegua les ypocondias.	 And then make it sip warm water until it reaches the hypochondrium (the area below the diaphragm and above the navel).
E cum vezes que las partidas dejos de lu so lenificadas, lahoras fay a lu subfumiguacio de mirta e sub-pausa aquela a lu.	 And when you see that the parts of his body are softened, then make for him a fumigation of myrtle and apply it to him.
E quan te la sub-fumiguacio per una hora, lahoras tu la fay sezer sobre una cezelha, e aprop fay aquela stornudar e extrenh la boca de lu, e levas de aquela, e prem la partida pus bassa del ventre de lu am leugiera compressio, quar le fet sira tantost foro-getat.	 And when you apply sublimation (or smoke treatment) for an hour, then you make the patient lie down on a stool, and then make them sneeze and clear their mouth, and lift them up, and press the lower part of their abdomen with light compression, because this will quickly expel the wind.
Eyssiment del fet sobre les sieus denols e las suas mas.	 And place the child on its knees and support it with your hands.
Quan le fet eyssira segon aquesta forma, lahoras tu engenies en entrometen las suas mas petit a petit; e aprop la femna stia evessada sobre le sieu col, e les pes de lu pengo en jos, e aquelas sia jasent sobre le lieyt, e complegua las suas mas.	 When the child exits in this manner, then you carefully insert your little finger into its mouth bit by bit; and then the woman should lean over the child's head, and its legs should hang down, and these should rest on a pillow, and hold its hands.
E aprop prem sobre le ventre de lu petit a petit, e aprop extratz aquo que es dejos les pes de lu de las aurelhas entro que sia preparada en la partida pus dejos.	 Then press gently on the child's abdomen, and then extract what is left behind its legs from the ears until it is ready to come out of the lower part.
