Ayssi comensan las paraulas de Albucasim .	 Here begins the treatise of Al-Bucasis.
E ja eysamen accideys en les genetius e en le prepuci negror e corruccio, adonc cove que tu conquavas tot aquo que ja es denigrat e que ja se vol corrompre o que ja es corrumput; e aprop lineys sobre aquel aprop aquo am mel, le qual es contusit am farina de scorsa de milgrana e de errs trissatz e crivellatz.	 And already there is blackening and corruption in the genitals and the foreskin; then it is necessary for you to cut out everything that has turned black and that tends to become corrupt or has already become corrupted; and then line over that place with honey, which is mixed with finely ground peel of pomegranate and sieved and sifted barley.
E aprop cura aquel am l’autra curacio entro que sia sana.	 And then cure it with the other treatment until it is healed.
Mays si endeve flux de sanc, lahoras aministra cauteri lunar segon aquesta forma:	 But if there is bleeding, then administer a lunar cautery in this manner:
quar cauteri juvatiu es a dos disposicios ensemps, so es a flux de sanc e a la plagua quan es corrumpuda.	 for the cautery is beneficial for two reasons at once, that is, to stop bleeding and to treat the wound when it is corrupting.
E si le cap de la vergua es corrodut e es destruit tot en la hora, lahoras cove que tu intrometas en lo meat del prepucii una canula de plom per so que le malaute urina per aquela.	 And if the head of the penis is rotten and completely destroyed at that moment, then it is necessary for you to insert a lead tube into the opening of the foreskin so that the patient can urinate through it.
En la adherencia del prepucii am le cap de la vergua (et aquesta adherencia no accideys sino en aquel del qual le prepucii es sa, e sobre lu no es exhigida circumcizio; e quan accideys adherencia per plagua o per apostema) cove que excorjas am spatum obtus entro que sia dissolvut le liament e sia deliurat le cap de la vergua de tota partida.	 In the adhesion of the foreskin with the head of the penis (and this adhesion does not occur except in those whose foreskin is healthy, and circumcision is not required for them; and when it occurs due to a wound or an abscess) it is necessary that you separate it with a blunt spatula until the bond is dissolved and the head of the penis is completely released.
E si es dificil desirnir aquelas exquisidament, lahoras cove que tu excorjes am spatum alcuna causa del cap de la vergua e del prepucii, e aysso es quar le prepucii, quan es subtil, fort leu es perforat per la sua subtilitat leugierament.	 And if it is difficult to discern those accurately, then you should cut with a spatula part of the head of the penis and the foreskin, because the foreskin, when it is delicate, is very easily perforated due to its delicacy.
E aprop separa entre·l prepucii e·l cap de la vergua am dra7 de li subtil, le qual ja es mulhat en l’aygua frega per que no adherescan autra veguada.	 And then separate the foreskin from the head of the penis with a fine thread, which has already been soaked in cold water to prevent them from sticking together again.
E aprop sia curat am vi stiptic entro que sia consolidat.	 And then it should be treated with six styptic powders until it is healed.
Capitol .lvii.	 Chapter LVII.
De mundificacio dels enfants e de la curacio de aquo que accideys ad aquels de circumcisio.	 On the cleansing of children and the care of those who have undergone circumcision.
Circumcisio no es solucio de continuitat ayssi cum las autras plaguas: mays empero cum sia de la nostra operacio e de nostra voluntat, e lus de aquela sia propriament en les enfants, es necessari que asignem en aquela milhor operacio e via pus leugiera perdusent a salut.	 Circumcision is not like the other diseases, but because it is our operation and under our control, and since children are most affected by this condition, it is necessary that we assign to it the best method of operation and the easiest way for them to heal.
Donc dic que les antics no diyssero circumcisio en alcu dels lors libres, quar no n’usan en las suas leys, e no es sino quar havem aquisit per speriment, la qual causa es que yeu he atrobat la major partida dels artifexs e dels barbies usar circumcisir e mundificacio am novacula e am torores; e usan de liament am fiel e de inscizio am la ungla.	 Therefore, I say that the ancients did not mention circumcision in any of their books because they did not use it in their laws, and it is only because we have acquired this practice through experience. That is why I have found that most artisans and barbers use circumcision and cleansing with a razor and tweezers; they use a ligature with thread and incision with the nail.
E yeu ja he prohadas totas aquestas manieras e no atrobegui milhor mondificacio am forfexs, am liament am fiel que en mondificacio cum la ungla, quar motas vetz efugeys la codena pus desus, quar la codena del prepucii a dos tunicas, e roman la tonica pus dejos, e fort leu es forsat ad autra inscizio e dolor sicura.	 Here's a line-by-line translation of the given text:
E am mundificacio le qual es fayta per alphecati, e es digital, del qual usan les sabatiers, no es segurada la inscizio de la extremitat del membre viril, quar fort leu intra en le trau de lu.	 And with the purification that is done with alphecati, and which is digital, used by cobblers, the foreskin of the male member is not secured, because it enters easily into its opening.
Mays en la operacio am ungla, fort leu obazeys ferr e corromp la tua operacio.	 But in the operation with a nail, be careful not to hit bone and spoil your work.
E la codena del enfant es breu per natura, e motas veguadas nays en tal manieyra que no ha necessitat de mondificacio, e yeu he vist aquel.	 And the child's foreskin is naturally short, and many times it is in such a manner that there is no need for purification, and I have seen this.
Mays de la mondificacio que·s fa am forfexs e liamentz am fiel, la bontat, experiment descrobic a mi, quar las forfexs so de proporcional inscizio, per aquo quar la acuitat que es desus es ayssi cum la acuitat que es dejos; e donc cum tu premes la tua ma so proporcionadas dos acuitatz, e inscideysso segon una comperacio en un temps; e es fayta compressio del fiel am figura contenent la codena de la vergua de tota partida, am le qual no catz error de tot.	 But of the purification that is done with scissors and ligatures with thread, the goodness, experiment has revealed to me, because the scissors are of proportional incision, for this reason, the sharpness on top is just as much as the sharpness underneath; and therefore when you press your hand so proportionally between the two sharp edges, and cut accordingly in one go; and it is made a compression with thread in a figure containing the foreskin of the penis from all parts, with which no error can be found.
E la manieyra de la operacio primeyra es que tu fassas estar le enfant majorment si es de aquels que entendo un petit, que no fassas sino que tu lies le fiel en la sua vergua tant solament, e que leysses aquel entro al autra dia.	 And the first way to perform the operation is that you make the child stand up if he is one of those who understands a little, so that you only tie the thread around his penis and leave him alone until the next day.
