Ayssi comensan las paraulas de Albucasim .	 Here begins the words of Al-Bukhari.
Mays aquel que es otra aquest part es no-natural e no-lausable, quar quan le enbrio es eyssit sobre sos pes e·l cos de lu es eyssit devant le cap de lu e·ls pes de lu, e la ma de lu una, o al pe de lu i, o es eyssit le cap de lu e la ma de lu, o al ventre de lu, e fort leu es convertit sobre le sieu col, e semblant de las figuras de lu no-lausablas.	 But what comes out of this part is unnatural and inauspicious, because when the embryo comes out feet first and the body follows the head and feet, or one hand is at the foot or the head comes out with the hand at the belly, it has quickly turned onto its neck, and the figure resembles that of an inauspicious birth.
Don necessaria causa es a la matrona que sia savia e subtil en totas aquelas causas, e que·s guarde de error e de decepcio.	 It is therefore necessary for the midwife to be wise and knowledgeable in all these causes, and to guard against mistakes and deception.
E yeu so mostrant tota figura de aquelas, e qual engen es en aquelas per so que sia significat per aquo e sia stat sobre aquo.	 And I am showing you all the figures of these, and what their meaning is so that they can be indicated by this and have been written about this.
Quan le feyt es eyssit sobre le sieu cap per egrecio natural, e aquel es vehement sobre la femna e es fayt a lu part dificil, e vezes la vertut de lu ja debelitada, lahoras fay aquela sezer , o que las femnas tenguan lu, e evapora le conh de lu am fenugrec coyt e am olis humitz.	 When the child comes out head first by natural progression, and it is difficult for the woman and the child's strength is already weakened, then do this: have the women hold the child, and evaporate its head with a mixture of fenugreek and moistened oil.
E aprop entrometa la metrona entre les sieus ditz espatum petit e fenda am aquel la segondina, o secce aquela am la sua ungla entro que corro aquo que es en ela de humiditat.	 And then insert the midwife's hand between the patient's thighs, using her little spatula to open and separate the lips. If necessary, use your nail to push until the fluid inside is released.
E preme le ventre de la femna entro que deyssenda le fet.	 And press on the woman's belly until she delivers the child.
Mays si no deyssen, lahoras cove que la femna sia cristirizada de mucellage de ptilli e mucellage de fenugrec am cizami.	 But if she does not deliver, then the woman must be anointed with a mixture of little chickpeas and fenugreek seeds, ground together.
E aprop comanda a lu, aprop le cristeri, que sia compremuda e fay aquela stornudar am condisi; e te la boca de lu e·l nas de lu per huna hora, quar le fet sira foro-getat tantost.	 And then order her, and immediately anoint her, to be compressed and make her sneeze with this mixture; and hold her mouth and nose closed for one hour, because the child will be expelled soon after.
E si las doas mas del fet so foro-getadas al comensament, lahoras cove que tu redusiscas aquelas am fecilitat petit a petit.	 And if both hands of the child have been delivered first, then you should reduce them gently little by little.
Mays si no obezeys al intrament, lahoras pausa la femna sobre una cezelha e leva les pes de lu sus, e aprop concuceys la cezelha sobre la terra; e la femna sia tenguda que no caia deves la concussio.	 But if the child does not obey the treatment, then place the woman on a stool and lift her feet up, and then drop the stool onto the ground; and ensure that the woman is held so that she does not fall due to the shock.
E si las mas no son dedintz tornadas e morr le fet, lahoras inscideys aquelas e extratz le romament del fet o lia le cors a la ma de lu am drap e extratz aquel am equalitat, quar aquel sira foro-getat.	 And if the hands are not turned back and the child dies, then cut them off and extract the fetus or tie its body to its hand with a cloth and pull it out evenly, because it will be expelled that way.
De eyssiment del embrio sobre les sieus pes.	 "About the appearance of blood on its feet.
Quan le fet yeys sobre les sieus pes, lahoras cove que tu impelliscas aquels en sus, e aprop convertas le fet petit, e aprop que engualhes aquel, e aprop que prenguas un pe de lu e extendas aquels petit a petit.	 "When the blood appears on its feet, then you should prick those (feet) and make the blood flow out, and then bandage it, and then take one of its feet and stretch it little by little.
Mays cum son eyssit entro a las coyssas, lahoras tu comanda a lu que se exprema, e fay aquela extornudar am condizi, quar sira foro-getat si Deus lo vol.	 "But when it (the blood) has gone into its tissues, then you should command it to expel (the blood), and make it sneeze with conditions, because it will be forgotten if God wills.
E si no es foro-getat am aquo que havem recomtat, lahoras tu retorna le fet petit a petit entro que pauses aquel segon figura natural, quar aquel sira lahoras foro-getat am leugier eyssiment.	 "And if it is not forgotten with the above remedies, then you should return the blood little by little until you place it according to its natural shape, because it will be forgotten at that point with a light flow.
E si es prohibit am tot aquo que havem recomtat, lahoras pren de musellage de altea e de goma dissolvuda, e percuteys tot en le mortier per bona percussio, e aprop linieys am aquo le conh de la femna, el pus bas del ventre de lu.	 "And if it is forbidden by all that we have mentioned, then take of the musk mallow and dissolved gum, and crush them together in the mortar with good pounding, and then apply it to the woman's vulva, below the man's belly.
E aprop fay aquela cezer en aygua tebeza, entro que consegua les ypocondias.	 "And then make her sit in warm water until she reaches the hypochondriac region.
E cum vezes que las partidas dejos de lu so lenificadas, lahoras fay a lu subfumiguacio de mirta e sub-pausa aquela a lu.	 "And when you see that the affected areas have softened, then give him a fumigation of myrtle and place it under his feet.
E quan te la sub-fumiguacio per una hora, lahoras tu la fay sezer sobre una cezelha, e aprop fay aquela stornudar e extrenh la boca de lu, e levas de aquela, e prem la partida pus bassa del ventre de lu am leugiera compressio, quar le fet sira tantost foro-getat.	 And when you have performed the sublimation for an hour, then make them sit on a stool, and promptly make them sneeze and clear their mouth, and lift them up, and press the lowest part of their belly with gentle compression, because this makes the wind pass immediately.
Eyssiment del fet sobre les sieus denols e las suas mas.	 Place a finger on their temples and their hands.
Quan le fet eyssira segon aquesta forma, lahoras tu engenies en entrometen las suas mas petit a petit; e aprop la femna stia evessada sobre le sieu col, e les pes de lu pengo en jos, e aquelas sia jasent sobre le lieyt, e complegua las suas mas.	 When the wind exits according to this method, then gradually insert their fingers little by little; and then let the woman sit backwards on her heels, with her feet hanging down, and those [feet] should rest on the ground, and clasp their hands together.
E aprop prem sobre le ventre de lu petit a petit, e aprop extratz aquo que es dejos les pes de lu de las aurelhas entro que sia preparada en la partida pus dejos.	 Then press gently on the belly, and then extract what is under the feet of the woman from her ears until it is ready in the lower part.
