Ayssi comensan las paraulas de Albucasim .	Here is the translation of the provided line:
E es un’autra manieyra de operacio en sufumiguacio de aquela, es que tu prenguas una ola en la qual sian carbos ignitz e la ola sia cuberta am una cobertora en le mieg de la qual sia un trauc, e sia compausat en aquel trauc la extremitat del instrument; e aprop dega desus la subfumigacio; e pause le malaute la sua boca en la extremitat de la canula, e claugua la sua boca per que la subfumiguacio no sia foro-getada entro que sapias que la subfumigacio es pervenguda a la sancguisugua, quar la sancguisugua tantost cayra.	And here is the translation of the provided sentence:
E si no catz, lahoras tu itera la subfumiguacio motas vetz, e abstengua le malaute de beure, e mange causas saladas e alhs, e no begua aygua, e ayssi necessari es que am aquest regiment sia fora-getada.	And if it does not work, then you repeat the subfumigation several times, and abstain the patient from drinking, and eating salty and spicy foods, and do not drink water, and thus it is necessary that this regimen be strictly followed.
E aquesta es la forma del instrument am le qual es trayta sancguisugua del guolayro quan es vista; e es semblant a forceps ayssi cum vezes, sino quar es en lu alcuna curvitat:	And this is the form of the instrument with which bloodsucking from the throat is treated when it is seen; and it resembles forceps in that way, though there is some curvature to it:
le qual sia mesa al guolayro, e la extremitat de lu es semblant a bec de ciconia, que es guanta, en la qual es aspretat de lima, per so quar, quan comprem alcuna causa, aquela no leyssa.	Here is the translation of the provided sentence:
Capitol .xl.	Capitol .xl.
En le qual es la suma del sermo en apercio de apostemas e en seccio de lor.	In this passage is the summary of the discourse concerning abscesses and their incision.
Les apostemas so motas specias, de motas manieyras, segon que ve rememoracio de lor, de quascuna en aquest libre.	Les apostemas so motas specias, de motas manieyras, segon que ve rememoracio de lor, de quascuna en aquest libre.
E so diversas en perforacio e seccio de lor per doas manieyras, de las quals la una es per la specia de apostemas en si meteys; e per aquo que comprem de las humiditatz.	And in various ways there is a difference in puncturing and drying them by two methods, of which one is through the type of abscesses that you insert into; and by this we address the humors.
E la segonda manieyra es prop les locs en les quals accideys del cos, quar le apostema accident en le cap es autra de la apostema accident en le cul; e le apostema en le loc carnos accident es autra del apostema accident en junctura; e a quascun de lor es son juguament per operacio.	And the second method concerns the areas where bodily accidents occur, for an abscess in the head is different from an abscess in the buttocks; and an abscess occurring in a fleshy part is different from an abscess in a joint; and each of them requires its own treatment through surgery.
E mays de apostemas so alcunas las quals cove que no sian perforadas sino aprop maturacio de la sania en aquels o compliment de lor.	And regarding abscesses, some of them should not be punctured until the pus is fully matured or complete.
So autras apostemas les quals cove que sian traucatz quan son cruzes, e no son maturatz segon lor compliment, ayssi cum apostemas que son propdas a las juncturas, quar apostema quan ve prop junctura, lo esser de lu es prolonguat entro que·s poyreys aquo que es en le circuit de lu, e fort leu son corromputz les liamentz o les nervis de aquela junctura, per que es fayta causa de contraccio de aquel membre; o es apostema prop de membre principal, e si tu tardas la perforacio de lu entro sia madurat nosira al membre principal; o es prop le cul, donc perfora aque no-madurat; e no cove que·l perforas cru, de no-complida degestio, sino aquel que es prop del cul, per so que no poyresca le preon de lu e sia elonguat a las partidas dedintz del cul, e sia fayta fistula, o que sia fayt en le terme de lu que no sia sanat.	And other abscesses that need to be treated when they are still raw and have not yet fully matured according to their completeness, such as abscesses near joints. For an abscess that approaches a joint, its nature is prolonged until you can remove what is inside it; otherwise, the ligaments or nerves of that joint may become corrupted, causing contraction of that limb. Or if the abscess is near a principal limb and you delay piercing it until it matures on its own, it might affect the principal limb; or if it is near the buttocks, pierce it even if not fully matured. Do not puncture one that is raw and incomplete in digestion, but rather one close to the buttocks, so that its poison does not spread internally within the buttocks, leading to fistula formation, or that it might not heal properly at its site.
Mays cove que tu sapias la hora de la perforacio de la apostema, e aysso es quan es maturat.	And you must know the time of the abscess's puncture, and this is when it has matured.
E sapias que es madurat quan es la cedacio de la dolor e la cessacio de la febre, e aprop la diminucio de la rogor e de la pulsacio, e la acuitat del cap del apostema, e les autres senhals.	And know that it is mature when there is the cessation of pain and the cessation of fever, then the reduction of heat and pulse, and the sharpness at the head of the abscess, and the other signs.
E quar cove que sapias la perforacio cazer en le loc pus dejos del apostema e de pus venient de curacio de la eminencia.	And you should know that the puncture must be made at the lowest point of the abscess, where the pus from the healing prominence will come out.
E perforacio tostemps sia per le lonc de la carn o del cors, si las apostemas son en las partidas de las mas o dels pes, e en loc dels lacertz, de las cordas dels nervis, de las arcerias; e, al derier, en totz locs enguals en les quals no es reflecio; quar en aquels que so reflectitz, usa de perforacio segon aquel membre.	And the puncture should always be made along the length of the flesh or body, if the abscesses are in areas of the hands or feet, and in places of veins, tendons, nerves; and finally, in all similar places where there is no reflection; for in those that do reflect, use puncturing according to that member.
Mays quan le apostema es en loc carnos, lahoras miels es que leysses la perforacio de lu entro que sia confermada la digestio de lu segon compliment, ayssi quo havem dit; quar si tu perforas aquel denant aquo, es prolonguat le cors del poyre de lu e de mota sordicia, e fort leu las labias de lu so enduradas e la profunditat de lu.	But when the abscess is in a fleshy area, it is better to delay the puncture until the digestion of the second stage is confirmed, as we have said; for if you pierce it before that, it prolongs the suffering of the poor patient and increases filth, and hardens the lips of it and deepens it.
