Ayssi comensan las paraulas de Albucasim .	And here is the translation of the given line:
E sia la tua efusio am la qual efundas les olis medicinas en la aurelha am aquest strument del qual aquesta es la forma de lu:	And let your effusion be with which you pour the medicinal oils into the ear using this instrument, which has the following form:
E fay aquela de argent o de eram, dejos streyt, en le qual sia un petit trauc, e am pla desus.	And make it of silver or ceramic, leaving it straight, with a small tube in which there is a flat surface on top.
E donc sia cum empellent a que es en la conquavitat de la canula de continent aqui on sira necessari.	And thus it should be designed to fit into the cavity of the tube that will be necessary for containment.
E si vols, pren le ray e envolveys en la extremitat de lu decentment coto, e aprop gieta oli en la concavitat del auziment, o suc de alcuna herba, o aquo que vols de aquestas medicinas en la canula — e aquela es en la aurelha —, e aprop entromet le ray am coto desus e exprem am la tua ma aquel am compressio temprada de lu entro que l’oli sia expellit en la concavitat del auziment e le malaute senta le oli dedintz.	And if you want, take the rod and wrap the end of it with a small piece of cloth, then pour oil into the concavity of the ear or juice from some herb, or any of these medicines into the tube — which is in the ear — and then insert the wrapped rod into the ear and press gently with your hand to force the oil into the ear's cavity so that the patient feels the oil inside.
E aquo que sia enfundut en la aurelha sia ja scalfat am foc un petit.	And that which is inserted into the ear should already be slightly warmed by fire.
E guarda te que la causa la qual distillaras en l’aurelha no sia trop frega, quar las medicinas de aurelha no suffertan aquo.	And be careful that the substance you will instill into the ear is not too cold, for medicines for the ear do not tolerate that.
Capitol .vii.	Chapter VII.
De curacio de opilacio de aurelhas.	On the treatment of ear blockage.
Alcunas veguadas alcus enfantz yeysso dels ventres de lors mayres no-perforatz, e aquo ja accideys en alcus homes, opilacio en le meat de la aurelha per plagua o per carn nada en aquela; e aquesta opilacio alcunas veguadas es fayta en le preon del trau de la aurelha la qual no consiec le vezement, e alcunas veguadas es en las partidas defora.	Sometimes, some children are born with unperforated ear drums from their mothers, and this can also happen to adults; blockage in the ear canal due to plaque or excess flesh in that area. This blockage sometimes occurs in the anterior part of the ear canal which does not allow sound through, and at other times it is on the outer parts.
E aquela que accideys en le preon de lu, la qual no comprehen le vezement, es en las majors disposicios de dificil sanacio.	And that which occurs in the anterior part of it, which does not allow sound through, is often in a more difficult condition to heal.
E en aquela en qual consegueys le vezement, cove que tu pauses la aurelha del malaute al solelh e reguarda en aquela.	And in the case where sound is perceived, you should expose the patient's ear to the sun and observe it.
E donc si vezes oppulacio apparent, obre aquela am espatum subtil del qual aquesta es la forma de lu:	And therefore, if an obstruction appears, open it with a fine spatula of this form:
Si’ la extremitat de lu en la qual sia petita la latitut, del qual la una partida sia aguda e l’autra no; e le spatum sia de dos latz leon per so que no fassa lizio al aurelha.	If the extremity of it in which the width is small, one part being sharp and the other not; and the spatula be two-sided like a lion so that it does not injure the ear.
E donc si la opilacio es per carn nascuda en la aurelha o en le meat de lu, lahoras te aquela am oncis subtils e incidiys aquela vehement facilitat entro que sia ostada tota la carn.	And therefore, if the obstruction is due to flesh grown in the ear or on it, then take that with fine needles and cut out that flesh with great ease until all of the flesh is removed.
E si opilacio es en le preon de la aurelha, lahoras pren ray subtil leon e escalfa aquel am foc un pauc, e aprop met aquel en le meat de l’aurelha.	And if there is obstruction in the ear canal, then take a thin piece of wool and warm it slightly over fire, and then insert it into the ear canal.
E donc si as scentit oppulacio am aquo que le malaute atroba am facilitat, per gravetat de ausir, esforsa la oppressio de lu am facilitat; e guarda te que no plagues les nervis del aurelha.	And therefore, if you find that the patient breathes easily with this [method], due to the gravity of exhaling, it alleviates the pressure on them easily; and be careful not to harm the nerves in the ear.
E aprop pausa en l’aurelha drap de li segon la quantitat del ample del trauc lo qual tu as envolvutz en l’enguent egipciac; e fay aquo per alcus jorns entro que sias segur de la consolidacio de la plagua; o que prenguas qualgua e enfon aquela en ayguaros e pulveriza sobre lu segi trissat e usa de lu; e si vezes la aurelha ja esser apostemada, lahoras cove que tu estraguas la qualgua e permutes aquela am autra qualgua la qual tu envoloparas en cerot que sia fayt am oli rozat, entro que sia le apostema caut cedat; e aprop cura aquel entro que sia sanat.	And then place in the ear a piece of cloth of the same size as the width of the tube that you have wrapped with Egyptian ointment; and do this for several days until you are sure of the consolidation of the wound; or take some wax, boil it in water, powder it over the crushed and sieved area and use it; and if you find the ear already abscessed, then you must remove the wax and replace it with another piece of wax that you will wrap in cerot made with rose oil, until the abscess begins to soften; and then care for it until it is healed.
Mays si accideys flux de sanc, lahoras submergeys esponga o drap en aygua frega e pausa sobre la aurelha, e usa del autra curacio la qual restrengeys le flux del sanc, la qual es dita en le tractat de distillacio.	But if there is a flow of blood, then soak a sponge or cloth in cold water and place it on the ear, and use another treatment that stops the flow of blood, which is described in the treatise on distillation.
Capitol .viii.	The text you provided appears to be in an old Romance language that combines elements of Latin, Italian, Spanish, and French. Here is a translation of the given line:
