Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucaсим.
e scindeys en lu aquo que es entre·l cul e·ls genetius, no en le mieg loc, abantz al latz de la coyssa sinistra; e sia la seccio sobre aquela peyra e·l tieu dit sia en le cul, e sia fayta seccio transversa, per que la seccio defora sia ampla e dedintz streyta segon la quantitat que egrecio de la peyra sia a lu possibla, e no major, quar fort leu comprem le tieu dit le qual es en le cul la peyra deves la seccio, e es foro-getada ses defacultat.	And cut into him that which is between the buttocks and the thighs, not in the middle, but closer to the left side; and let the incision be made over that stone with your finger in the buttock, and make a transverse incision so that the outer part of the incision is wide and the inner part narrow according to how much the stone protrudes from him as possible, and not more, because you will compress it with your finger which is in the buttock, and the stone should be forced out by necessity.
E sapias que de la peyra es alcuna a la qual so angle e margers, per que le eyssiment de lu es fayt deficil per aquo.	And know that some stones have angles and edges, which make the extraction difficult because of them.
E de aquela aquo es leon semblant a glan, e es redonda, e es fayt de lu leugier eyssiment.	And of those, some resemble a grain and are round, making their extraction easier.
Donc si es aquela al qual so angles e marger, ajusta en la fissura.	Therefore, for those that have angles and edges, insert it into the fissure.
E si no es ayssi foro-getada, lahoras cove que tu engenes sobre aquel, o que strenguas sobre aquel am gesti decentment, la extremitat del qual sia ayssi cum lima am le qual strenguas sobre la peyra, e no evasesca de lu; o que entrometas dejos lu instrument subtil de curvada extremitat.	And if it is not expelled in this way, then you must apply pressure to it or stretch over it properly with an edge similar to a file with which you press on the stone, and do not let it slip away; or insert underneath it a delicate instrument with a curved end.
Mays si tu no podes sobre aquel, lahoras tu amplifica le trauc un petit, e si tu veus flux de sanc, abscindeys en strenh aquel am vitriol trissat.	And if you cannot proceed with that, then widen the incision slightly, and if you see blood flow, staunch it strongly with ground glass.
Mays si la peyra es mays de una, lahoras al comensament tu impelleys la ma a la boca de la vesica, e aprop inscideys sobre lu; e aprop impelleys un petit aprop aquo; e semblantment fay si son motas mays de doas.	If there is more than one stone, then at the beginning you press your hand to the mouth of the bladder, and then incise over it; and then push a little toward that area; and similarly act if they are more than two stones.
E si es peyra mot gran, lahoras ignorancia es que tu inscidas aquel am gran seccio, quar accideys al malaute una de doas causas: o que mora o que endevengua a lu destillacio de urina continuabla, per aquo quar le loc no es de tot consolidat.	And if the stone is very large, then it is ignorance to incise with a large cut, because you cause one of two outcomes for the patient: either they die or they become subject to continuous urine dripping, because the area is not fully consolidated.
Mays aministra expulcio de lu entro que sia fora-getada, o engenia en la fractura de lu am las forfexs entro que extragua aquela en pessas.	However, administer the expulsion of what is dislodged inside, or use scissors to fragment it so that you can extract it in pieces.
Donc cum tu auras cumplit la tua opperacio, lahoras omple la plagua de enses de aloe e de sanc de drago, e strenh aquel.	Thus, once you have completed your operation, then fill the wound with aloes and dragon's blood, and strengthen it accordingly.
E pausa sobre aquel drap enfus en oli e vi, o en oli rozat e aygua frega, per so que apostema caut sia cedat.	And place over it a cloth soaked in oil and wine, or in rose oil and warm water, so that the swelling may be easily reduced.
E aprop resupina le malaute sobre le sieu col, e no deslias le liament entro al tertz dia.	Then recline the patient on their back, and do not remove the bandage until the third day.
E cum aquel auras desliat, embroca le loc am aygua e mot oli, e aprop cura aquel am enguent diafinicon e am enguent diabazilicon entro que sia sanat.	And when you have loosened that area, wash the place with water and some oil, then treat it with a defluxion ointment and an antibacterial ointment until it is healed.
Mays si en la plagua accideys apostema caut, adhust e corrosiu, e de aquel semblantz ayssi cum si le sanc es en la vesica congelat, e per lu es la hurina prohibida (e aquo es conogut per la egressio del sanc am urina), a donc entromet lo tieu dit en la plagua e extratz aquel sanc, quar si roman provoca la vesica a corropcio de la vesica e de lu putrefaccio.	And if in the wound an abscess occurs which is hot, hard, and corrosive, and it looks as though the blood has frozen in the bladder, thereby blocking urination (and this is known by the passage of blood with urine), then insert your finger into the wound and extract that blood, for if left, it can cause corruption and putrefaction of the bladder.
E aprop lava la plagua am vi agre, aygua e sal, e am opposicio a tota specia, am aquo que conveneys a lu de la curacio entro que sia sanat.	Then wash the wound with sweet wine, water, and salt, and apply an opposing treatment to all kinds of conditions, using what is appropriate for its healing until it is cured.
E cove en las horas de tota la curacio que tu lies amdos las coyssas e ajustes las medicinas las quals so pausadas sobre le loc.	And throughout the entire healing process, you must keep both thighs open and apply the medications that are placed on the area.
E si la peyra es petita e es en le meat de la vergua, e es ficat en lu, e eyssement de urina es prohibit, lahoras cura aquel am aquo que yeu recomti denant que pervenguas a seccio, quar tropas veguadas per aquesta curacio yest acusat de seccio; e ja yeu e esproat aquo, e es que tu prenguas un perforador de ferr alfelut, del qual aquesta es la forma de lu:	And if the stone is small and is in the meat of the penis, embedded within it, and urination is blocked, then treat it with what I recommend before resorting to surgery, as many times this condition is wrongly accused of requiring surgery; and now I have explained this, which is that you should take an oiled iron probe, of which this is the form:
de triangulada extramitat, agut, ficat en fust.	From the given context and linguistic similarities, it appears that this text is a medieval medical treatise written in an old Romance language. Here's my attempt at translating the line:
E aprop pren fiel, e lia am aquel la vergua dejos la peyra per so que no retorne a la vesica.	And then take honey, and anoint with it that part of the penis below the stone so that it does not return to the bladder.
