Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucaçim.
Mays si le os es a tu descubert e es en lu alcuna corrupcio e negror, lahoras tu ratz aquel entro que la corrupcio sia hostada tota; e aprop cura aquel am aquo que lu encarne entro que sia sanat.	But if the bone is exposed and there is some corruption and blackness in it, then you must scrape it until all the corruption is removed; and then treat it with something that will cause flesh to grow until it is healed.
E si no es sana e gieta brac ayssi cum fazia, lahoras sapias que tu no est pervengut a la eradicacio tota de la corrupcio; e adonc tu descuebre sobre lu segondanament e exquisitament fay la razio de lu e la mundificacio de lu am la deriera fortalasa tieua, e aprop restaura aquel.	And if the arm is not healed and thrown away as it should be, then you know that you have not completely eradicated the corruption; and then you examine further and carefully analyze the cause of it and clean it thoroughly with your final strengthening remedy, and then restore it. 
E donc si es sanat, bo es; e sino, lahoras sapias que aquela corrupcio es en la profunditat longinqua del cors, la qual no ha conseguida, e adonc a tu en aquel no es engen sino laysar aquela.	And so if it is healed, well and good; but if not, then you know that that corruption is in the deep recesses of the body, which has not been reached, and then there can be no remedy for that except to abandon it.
E si le os corromput es petit, o es a tu possible atirar aquel, lahora tu le atira am forceps subtils las quals conveno ad aquo.	And if the corrupted bone is small, or it is within your ability to pull it out, then you should pull it out with delicate forceps which are suitable for this task.
E si so motz osses, lahoras exquisitament fay la extraccio de totz aquels, e de aquels no laysses denguna causa am la tua fortaleza.	And if there are multiple bones, then carefully extract all of them, and do not leave any behind due to any reason, using your strength.
Mays si a tu fa contrarietat alcuna causa de las humiditatz, e en lor inscizio no ha temor ni error, lahoras inscideys aquelas liaments o carns si so aqui, e deliura les osses.	But if any cause of moisture hinders you, and at the beginning there is neither fear nor error, then incise those ligaments or flesh if they are present, and free the bones.
Mays si a tu no es preparacio de ostar les osses de la tua hora, lahoras pausa sobre la plagua aquo que poyresca la plagua aquela, e layssa aquela entro que aquo es al enviro de aquels osses de carns e de liamentz, e guarda la plagua que no sia consolidada, e sia constrengida la seccio la qual tu has inscidida en la tua operacio.	But if it is not the time to set the bones, then apply something to the wound that can help heal the wound, and leave that within so that it surrounds those bones with flesh and ligaments, and take care of the wound so that it does not become hardened, and keep the section you have incised in your operation constrained.
Habantz, si temes, pausa sobre lu coto submers en sopre trissat am oli, o coto submers en anguent egipciac, o en alcu dels enguentz vertz, quar quan poyriran aquelas liaments, e les osses son de lor seperatz la ablacio, e de aquels atraccio es alleujada.	However, if you fear, apply to the wound something soaked in crushed garlic with oil, or a cloth soaked in Egyptian ointment, or any of the green ointments, for when those ligaments will heal and the bones are separated from them through ablation, and such traction is alleviated.
Mays si es un gran os ayssi cum le os de camba o de coyssa o semblantz ad aquels, e aquo que de lu es corromput es la facia de lu tant solament, lahoras ratz aquela am resio tant solament derriera entro que sia ostada aquela negror e corrupcio, e aprop restaura la plagua.	If it is a large bone such as the thigh bone or hip bone or similar to those, and only the surface of it has been corrupted, then scrape away that darkness and corruption solely from behind inside until it is removed, and then restore the wound.
Mays si aquo que de lu es corrumpyt es gran partida, e la corrupcio ja ha conseguida la medulla del os, lahoras es causa necessaria cerrar aquel e aquel tot inscidir entro al loc on es pervenguda la corrupcio, e lahoras cura aquel entro que sia consolidada.	But if a large part of it is corrupted and the corruption has already reached the marrow of the bone, then it is necessary to close that area and cut inside at the place where the corruption has spread, and then treat it until it is consolidated.
E yeu recomti a tu aquo que endevenc ad un home en la sua coyssa per que pausez aquela a eyssempli e adjutori sobre la tua operacio.	And I recommend to you what happened to a man in his thigh so that you may use this as an example and guide for your operation.
Foc un home jove per etat entorn xxx ans, al qual accideys dolor en la sua cueyssa, e de las partidas dedintz mauguda es sobre la materia dedintz le cors entro que la materia es pervenguda a la cueyssa, e es materia de apostema am gran apostema, e no foc a lu causa extrinseca.	There was a young man, about thirty years old, to whom pain occurred in his thigh. The corruption spread from inside the body until it reached the thigh, and it was an abscess filled with pus, and there was no external cause for this condition.
E adonc foc extendut le temps am aquela per la error dels metges entro que l’apostema es hubert, e acorrero de lu materias motas, e la sua curacio foc aprop pausada entro que la camba foc fistulada, e faytz son en lu motz orrificis les quals totz getavan poyredura e las humiditatz del cos.	And then the condition persisted for a long time due to the mistake of the doctors until the abscess was opened, and pus began to flow from it. His recovery was slow until his thigh became fistulized, with multiple openings through which pus and bodily fluids continuously drained.
E adonc le curec multitut de metges entorn dos ans, e no foc en aquels savia ma en la art, entro que yeu fu appelat.	And then many doctors treated it for about two years, but none of them knew much about the art until I was called.
E vi la camba de lu e las materias que corrian de lu aquels orrificis per gran cors; e ja le cos de aquel home era tot stabozit e la color de lu era citrina.	And you see his chest and the materials that were flowing from those orifices due to a great wound; and already the body of that man was entirely discolored and its color was yellowish.
E adonc yeu intromesi la tenta ad un de aquels orrificis e pervenguec la tenta al os.	And then I insert the probe into one of those orifices and bring the probe up to the bone.
