Ayssi comensan las paraulas de Albucasim .	Here is the translation of the given line:
Necessaria causa es que la matrona conogua en le comensament la figura del enfantament natural per senhals de lu, e es que quan tu vezas la femna expremar a las partidas dejos e desira odorar le ayre, e sobre aquo es enleujada per aquo que sobre ela es del part, e festina le eyssiment del enbrio, lahoras sapias que aquest part es segon figura natural, e es l’eyssiment de lu sobre le sieu cap, e la segondina am aquel o suspensa o pendent del ombelic.	It is necessary that the midwife recognize at the beginning the natural form of childbirth by its signs, and this is when you see the woman expressing the parts and desiring to smell the air, and because of this, she is stimulated by what is about to happen during childbirth, and hastens the expulsion of the embryo. At this point, you know that this birth follows the natural form, with the expulsion occurring head first, and the second stage with the body either suspended or hanging from the navel.
Donc cum tu vezes aquels senhals, lahoras cove que·l ventre de lu sia compremut per so que l’embrio deysenda leugerament quar quan deyssen sobre le sieu cap, deysen a lu la segondina, e es mondada de aquelas superfluitatz am bona mondificacio.	Therefore when you see those signs, then it is necessary to compress the patient's belly so that the embryo descends easily because when they descend with their head first, tell them the second stage has begun, and clean away those excesses with a good cleansing.
Mays aquel que es otra aquest part es no-natural e no-lausable, quar quan le enbrio es eyssit sobre sos pes e·l cos de lu es eyssit devant le cap de lu e·ls pes de lu, e la ma de lu una, o al pe de lu i, o es eyssit le cap de lu e la ma de lu, o al ventre de lu, e fort leu es convertit sobre le sieu col, e semblant de las figuras de lu no-lausablas.	However, what is different in this part is not-natural and not-praiseworthy, because when the embryo sits on its feet and its body is positioned with its head and feet forward, or one of its hands, or its foot, or its head and hand, or its stomach, and it quickly turns around its neck, and resembling figures that are not praiseworthy. 
Don necessaria causa es a la matrona que sia savia e subtil en totas aquelas causas, e que·s guarde de error e de decepcio.	When there is a necessary cause, it is essential for the midwife to be wise and subtle in all those matters, and that she guards against error and deception.
E yeu so mostrant tota figura de aquelas, e qual engen es en aquelas per so que sia significat per aquo e sia stat sobre aquo.	And I am showing all the figures of those [diseases or conditions], and what kind of nature is in them so that it may be understood by this and stand upon this.
Quan le feyt es eyssit sobre le sieu cap per egrecio natural, e aquel es vehement sobre la femna e es fayt a lu part dificil, e vezes la vertut de lu ja debelitada, lahoras fay aquela sezer , o que las femnas tenguan lu, e evapora le conh de lu am fenugrec coyt e am olis humitz.	When the fever is placed on his head due to natural exertion, and it is strong upon the woman and happens in a difficult part, and sometimes the strength of the man is already weakened, then make her sit, or let women have him, and evaporate his seed with fenugreek juice and with moist oils.
E aprop entrometa la metrona entre les sieus ditz espatum petit e fenda am aquel la segondina, o secce aquela am la sua ungla entro que corro aquo que es en ela de humiditat.	And then insert the midwife between the small of their back and split it with that second tool, or scrape that area with her nail until you remove what is inside of it in terms of moisture.
E preme le ventre de la femna entro que deyssenda le fet.	And press the woman's abdomen until the fetus descends.
Mays si no deyssen, lahoras cove que la femna sia cristirizada de mucellage de ptilli e mucellage de fenugrec am cizami.	And if it does not descend, then the woman should be given a mixture of psyllium mucilage and fenugreek mucilage.
E aprop comanda a lu, aprop le cristeri, que sia compremuda e fay aquela stornudar am condisi; e te la boca de lu e·l nas de lu per huna hora, quar le fet sira foro-getat tantost.	Then command the patient to be pressed and induce sneezing with condiments; hold their mouth and nose for about an hour, as the fetus will come out soon. 
E si las doas mas del fet so foro-getadas al comensament, lahoras cove que tu redusiscas aquelas am fecilitat petit a petit.	And if both thighs of the patient are dislocated at the beginning, then you must reduce them with ease little by little.
Mays si no obezeys al intrament, lahoras pausa la femna sobre una cezelha e leva les pes de lu sus, e aprop concuceys la cezelha sobre la terra; e la femna sia tenguda que no caia deves la concussio.	But if the instrument does not work, then place the woman on a chair and lift her feet up, and then bring the chair down to the ground; and the woman must be held so that she does not fall from the jolt.
E si las mas no son dedintz tornadas e morr le fet, lahoras inscideys aquelas e extratz le romament del fet o lia le cors a la ma de lu am drap e extratz aquel am equalitat, quar aquel sira foro-getat.	And if the hands are not turned inward and the fetus dies, then cut those [hands] and extract the dead fetus or tie the body of the fetus to its hand with a cloth and pull it out carefully, for that will come out more easily.
De eyssiment del embrio sobre les sieus pes.	Regarding the descent of the embryo to its legs.
Quan le fet yeys sobre les sieus pes, lahoras cove que tu impelliscas aquels en sus, e aprop convertas le fet petit, e aprop que engualhes aquel, e aprop que prenguas un pe de lu e extendas aquels petit a petit.	When the fetus is on its legs, then you must push those up, and then turn the fetus around, and then align it properly, and then take one of its feet and stretch them little by little.
Mays cum son eyssit entro a las coyssas, lahoras tu comanda a lu que se exprema, e fay aquela extornudar am condizi, quar sira foro-getat si Deus lo vol.	But once it has entered the thighs, then you command them to squeeze, and cause that [area] to expel with pressure, for it will come out more easily if God wills it.
E si no es foro-getat am aquo que havem recomtat, lahoras tu retorna le fet petit a petit entro que pauses aquel segon figura natural, quar aquel sira lahoras foro-getat am leugier eyssiment.	And if it does not come out easily with what we have recommended, then you return the fetus little by little until you place it in its second natural position, for it will now come out more easily with gentle descent.
E si es prohibit am tot aquo que havem recomtat, lahoras pren de musellage de altea e de goma dissolvuda, e percuteys tot en le mortier per bona percussio, e aprop linieys am aquo le conh de la femna, el pus bas del ventre de lu.	And if all that we have recommended is prohibited, then take crushed alum and dissolved gum, and pound it well in the mortar, and then line with this mixture the neck of the woman, at the lowest part of her belly.
E aprop fay aquela cezer en aygua tebeza, entro que consegua les ypocondias.	And then make that incision in tepid water, between where the hypochondria are. 
E cum vezes que las partidas dejos de lu so lenificadas, lahoras fay a lu subfumiguacio de mirta e sub-pausa aquela a lu.	And when you see that the parts of the patient are inflamed, then perform the fumigation with myrtle and keep that under control for the patient.
