Ayssi comensan las paraulas de Albucasim .	Here is the translation of the provided line:
E cum tu auras complida tota la tua opperacio, lahoras aministra aquo que havem dit de la curacio en les apostemas cautz les quals accideysso de la mayre.	And when you have completed all of your procedure, then administer what we have said about the treatment on the abscesses that may occur from the operation.
E si accideys flux de sanc, lahoras deyssendas en ayguas stipticas e aministra l’autra curacio.	And if bleeding occurs, then immerse in styptic waters and administer the other treatment.
E yeu ja e vist una femna en le ventre de la qual era fet mort, e aprop sobre aquel foc autra veguada emprenhada, e aprop foc mort es le fet autre.	And I have seen a woman whose belly contained a dead fetus, and soon after, she was pregnant again, and then another fetus died.
Accidit al u aprop lonc temps apostema en le sieu embelic; e inflat es entro que foc ubert, e comensec a getar brac.	It happened to someone after a long time that an abscess formed in their navel; and it swelled inside, then it was opened, and they began to discharge pus.
E yeu fu appelhat a la cura de lu, e medicat a lu per lonc temps, e la plagua no es consolidada.	And I was called to his care, and treated him for a long time, but the plague did not subside.
Adonc yeu pausegui sobre lu de alscunas causas emplastra de forta atraccio, e eyssic de lu un os, e aprop passero alcus jorns, e eyssic un autre os; e yeu fu trop meravilhat, cum en le ventre no sia os.	Then I placed several strongly adhesive plasters on him and drew out a bone from him, and after passing some days, I drew out another bone; and I was very amazed because there were no bones in his belly.
E adonc yeu cogitegui que eran dels osses del fet mort.	And then I thought that they were the bones of a dead fetus.
Donc yeu enguisigui la plagua, e extrayssi de lu motz osses , la femna existent en las sieuas milhos disposicios, e ja visquec en tal manieyra per lonc temps, correc de lu un petit de brac.	Then I treated the plague, and extracted many bones from him, the woman existing in his very minute particles, and he lived in this manner for a long time, curing him of a small arm issue. 
E yeu no afermegui asso esser stranh, sino quar en aquo es sciensa e ajutori ad aquo que le metge artifec am la ma per curacio aministra.	And I do not mean to be strange, but rather because in this lies knowledge and help for what the physician skillfully administers with their hand for treatment.
De las formas dels instrumentz que so necessaris a extrayre le fet.	Of the forms of the instruments that are necessary to extract the fetus.
Forma de vertitge am la qual es uberta la mayre:	Form of a forceps with which the womb is opened:
Aquesta es la forma de strenhedor en le qual so engualhatz les libres, al qual engualhament sian dos virtitges en doas extremitatz de dos futz.	This is the form of a stretcher in which the ribs are joined, with two forceps at the two ends of two handles.
May empero aquesta virtitge cove que sia pus subtil de strictori, e sia fayt o de eba o de fust de boys.	However, this forceps must be more delicate than the stretcher and should be made either of iron or of ash wood.
E sia la latitut de quascun fust quays dos ditz e le marge de quascu amdos quays un dit, e la longitut de quascu es un palm e mig; e en le mieg loc de dos fustz so dos ajustaments de aquel meteys fustz les quals ja son fermatz, dels quals la longitut es la maytat de un palm e un pauc mes, e la latitut de quascu es quay dos ditz, o un pauc mes.	And the width of each handle should be two fingers, and the margin of each should be about one finger, and the length of each is one and a half palms; and in the middle of the two handles are two joints made from the same type of wood which are already fixed, each of which has a length of about half a palm plus a little more, and the width of each is two fingers or a little more.
E aquestz dos additamentz sian entromeses en la boca de la mayre per que sia uberta am aquels quan tu revolves las doas prescriptas virtigges.	And these two additions are inserted into the mouth of the mother so that it is opened with those when you revolve the two prescribed virtues.
Forma autra semblant de aquela pus subtil e pus leugiera:	Forma autra semblant de aquela pus subtil e pus leugiera:
Sia fayta de fustz de eba o de boys segon la semblansa de forceps.	Sia fayta de fustz de eba o de boys segon la semblansa de forceps.
Mays empero en la extremitat de lu so dos additament ayssi cum vezes, e la longitut de aquels additament es quays un palm, e la latitut de quascu es dos ditz.	And however at the end of his two extensions thus as if often, and the length of those extensions is about one palm, and the width of each is two fingers.
E cum tu vols am aquels ubrir la mayre, lahoras tu fay cezer la femna sobre le lieyt les pes pendentz, ubert aquo que es entre las coyssas de lu.	And when you wish to open the womb with those methods, then place the woman on the bed with her feet hanging down, and open what is between her thighs.
E aprop obre la tua ma am le instrument ayssi cum fas am forfexs engualment segon la quantitat que vols de la aprecio de la boca de la mayre entro que la metrona fassa so que vols.	And then open your hand with the instrument just as you would with scissors, cutting according to the amount you want of the opening of the mouth of the wound until the midwife does what she wants. 
La forma de vertitge la qual diysero les antics:	The form of dizziness which the ancients said:
Forma de impellent am le qual es empellit le fet:	Forma de impellent am le qual es empellit le fet:
Forma de amisidat2 am le qual es conterit le cap gran	Forma de amisidat2 am le qual es conterit le cap gran.
E es asemblat a forceps al qual so dentz en la extremitat, ayssi cum vezes, e alcunas veguadas es fayt lonc ayssi cum forceps segon aquesta forma, ayssi cum vezes, al qual so dentz ayssi cum dentz de ressegua am le qual es inscidit e conterit.	And it is similar to forceps that have teeth at the end, just like pincers, and sometimes it is made long like forceps according to this form, just like pincers, which have teeth like those of a saw with which it is cut and scraped.
Forma de amesidat pauc:	It seems that the phrase "Forma de amesidat pauc" is in a language that blends elements of Latin and Romance languages. A close translation to English might be:
Forma de unci havent una spina:	Forma de unci havent una spina:
Forma de unci havent doas spinas:	Forma de unci havent doas spinas:
Forma de forceps a la qual so dentz de cerra am le qual le cap del fet sia conterit:	Form of forceps with which the teeth close in such a way that the head of the fetus is compressed:
Forma de spatum havent dos extremitatz am le qual le cap es abscindit:	Forma de spatum havent dos extremitatz am le qual le cap es abscindit:
Forma de dos espatums latz:	Forma de dos espatums latz:
Totz aquels instrumentz so excersitatz, e quan mes so multiplicadas las specias de aquel e so preparadas deves le artifexs, quant es pus leugier a la sua opperacio e pus aut deves les homes per la sua quantitat.	All those instruments are exercised, and the more their types are multiplied and prepared by the artisans, the lighter is the operation for them and better suited to people due to its quantity.
