Praefatio.	Foreword.
Et similiter si est orificium etiam amplum, tunc aggrega labia eius cum sutura: et dimitte ex eo quantitatem in quam ingrediatur clistere sine additione.	And similarly if the orifice is also wide, then bring together its lips with a suture: and allow from it a quantity in which it can be injected without addition.
Et similiter si orificium eius ex quo currit pus, est eleuatum ad superiora: tunc seca ipsum in depressiori loco qui est in ipso, ut currat ex eo pus usque inferius: quoniam pus quando coartatur in profunditate Sinus, prohibet carnem generari in eo.	And similarly if the orifice from which pus flows is elevated to the upper parts: then dry it in the depressed place that is in it, so that the pus flows out of it downwards: because when pus is confined in the depth of the sinus, it prevents flesh from being generated in it.
Quod si non est tibi possibile secare Sinum circiter inferius eius secundum quod uis: tunc conare, ut praepares membrum praeparatione qua currat ex eo pus cum facilitate secundum quod praeparatur tibi.	What if it is not possible for you to dissect the sinus around the lower part of it according to your judgment: then try, so that you prepare the member with a preparation by which pus flows out easily, as it is prepared for you.
Conare, ut non retineatur in eo aliquid ex pus omnino: et accipe medicinas consolidatiuas quae ponuntur super signum, conuenientes ad illud quod uis.	Try, so that nothing of the pus remains in it at all: and take consolidating medications which are applied to the wound, suitable for what you want.
Et extende eas super pannum lini.	And spread them out over a linen cloth.
Et sit pannus tantae quantitatis, qua fiat communicatio totius Sinus.	And let the cloth be of such quantity that it makes contact with the entire sinus.
Deinde incide cum forficibus in directo orificii Sinus foramen, amplius orificio Sinus parumper.	Then cut with forceps directly into the opening of the sinus's foramen, a little more widely than the opening of the sinus itself.
Deinde extende ex unguentis lenibus super pannum alium, secundum quantitatem foraminis: et pone eum super ipsum positione longinqua ab orificio Sinus, ut alleuietur exitus pus ex eo: et non auferas pannum magnum, nisi post dies aliquos uice una.	Then spread out a gentle ointment on another cloth, according to the size of the foramen: and place it over it in a position far from the opening of the sinus, so that the flow of pus is eased out of it: and do not remove the large cloth unless after several days, or about one.
Ille autem qui est super orificium Sinus, est ille quem remoues in omni hora, ut egrediatur quod aggregatur in eo ex pus: et ut scias, an illud quod currit ex eo uirus, est multum, aut parum: aut digestum, aut indigestum.	That one, however, which is over the opening of the sinus, is the one that you remove at every hour, so that what has accumulated in it from pus may come out: and so you may know, whether what flows out of it is a great deal, or a little: or digested, or undigested.
Et cum hoc iterum considera locum Sinus ipsius, an in ipso sentiat dominus eius dolorem, aut non sit in eo dolor, et an sit in eo apostema, aut non sit in eo apostema.	And when you do this repeatedly, consider the place of the sinus itself, whether the master of it feels pain in it, or if there is no pain in it, and whether there is an abscess in it, or if there is not an abscess in it.
Cum ergo protenditur medicatio tua taliter, et uides materiam quae egreditur super orificium Sinus, tunc scias, quod Sinus iam adhaeret, aut approximat adhaerentiae: tunc ergo solue ipsum in mane, aut in tertio die: et quando soluis uulnus, tunc permuta pannum alium, et renoua unguentum.	When therefore your medication is extended in this way, and you see the material that flows out over the opening of the sinus, then you know that the sinus is already adhering, or approximating to adhesion: then therefore dissolve it in the morning, or on the third day: and when you dissolve the wound, then change the cloth to another, and renew the ointment.
Si autem egreditur ex Sinu post spacium longum uirus subtile, tunc non desperes de adhaerentia eius, nam sanatio eius appropinquat, quoniam ex hominibus sunt qui tardant generationem carnis in uulneribus suis, et ex eis sunt qui agunt econtrario illius.	If, however, a subtle and thin pus flows out of the sinus after a long time, then do not despair of its adhesion, for its healing is approaching, because there are people who slow down the generation of flesh in their wounds, and among them are those who act contrary to that.
Si autem egreditur ex Sinu post dies multos pus indigestum, tunc scias quod sinus non adhaeret.	If, however, a foul pus emerges from the wound after many days, then you will know that the sinus does not adhere.
Si ergo tardatur adhaerentia Sinus, et prolongatur res eius: tunc adde in exiccatione medicinarum, uerum faciant medici, ut sint medicinae in substantia sua humidae, et in uirtute sua siccae: sicut unguentum dyafinicon, quando additur in eo superfluitas additionis ex zegi.	If, therefore, the adhesion of the sinus is delayed and its process is prolonged, then add in the desiccation of medicines, which make physicians truly effective, so that they may be medicines in their humid substance and in their dry virtue: such as the dyafinicon ointment, when an excessive addition from zegi is added to it.
Et ex magis ultimo quo curatur, est, ut accipias unguentum dyafinicon, et soluatur cum oleo rosato, et roretur super ipsum uinum antiquum aequale in substantia sua.	And from the most ultimate goal of treatment, it is to receive the dyafinicon ointment and dissolve it with rose oil, and then apply it to the old wine equal in substance.
Deinde confice ipsum cum eo, et utere ipso.	Then mix it with that, and use it thusly.
Et iam facit simile huic actioni, quando non est tibi praesens unguentum dyafinicon, mel, quando decoquis ipsum, donec ingrossetur, et uteris eo.	And now make something similar to this action, when you do not have the dyafinicon ointment at hand, but rather, when you prepare it, until it thickens, and use it thus.
Aut accipe myrrham, et aloen, et olibanum: tere totum, et pulueriza illud super mel dum est super ignem.	Or take myrrh, and aloe, and galbanum: grind all of it, and powder it over the honey while it is over the flame.
Deinde line super ipsum pannum, et stringe ipsum super Sinum: et line cum melle quod decoquisti, donec ingrossatum est: et pulueriza super ipsum species, et pone super ipsum pannum, et stringe eum.	Then spread it over the linen cloth, and bind it over the sinus: and mix with honey which you have prepared, until it thickens: and powder over it the spices, and put it on the linen cloth, and bind it.
Et quandoque administratur in illo aristolochia longa, et radices lilii coelestis, et est lilium: et farina herbi, et centaurea.	And when it is administered with aristolochia longa, and the roots of heavenly lily, and it is a lily: and flour of herb, and centaury.
Utere eis simplicibus, aut aggregatis, tere ea, et cribella ipsa: et pulueriza super mel quod narraui, et utere eo.	Use them as simples, or aggregates, grind them, and strain them: and powder over the honey which I have narrated, and use it thus.
Quod si prolongatur res Sinus, et non sanatur hac curatione: tunc scias, quod in profundo eius est corruptio: aut iam facit impressionem in ossibus, aut in reliquis membris duris, aut ligamentis: tunc cura ipsum curatione Fistularum, secundum quod praemissum est.	What if the process of the sinus is prolonged, and it does not heal with this treatment: then you will know that there is corruption deep within it: or now it makes an impression on the bones, or in the remaining hard members, or in the ligaments: then treat it with a fistula treatment, according to what has been previously mentioned.
