Ayssi comensan las paraulas de Albucasim .	Certainly. Here is the translation:
Mays de la mondificacio que·s fa am forfexs e liamentz am fiel, la bontat, experiment descrobic a mi, quar las forfexs so de proporcional inscizio, per aquo quar la acuitat que es desus es ayssi cum la acuitat que es dejos; e donc cum tu premes la tua ma so proporcionadas dos acuitatz, e inscideysso segon una comperacio en un temps; e es fayta compressio del fiel am figura contenent la codena de la vergua de tota partida, am le qual no catz error de tot.	More on the modification that you make with the forceps and sutures, I have learned from experience that excessive force should not be used, for when the force is too great, the sensation that remains is just as great; and therefore, as you promised your hand, I shall now proceed with the incision according to a comparison at a suitable time; and it is enough to compress the suture with the shape that contains the cord of the fetus from the start to the end, without causing any error.</end_of_turn>
E la manieyra de la operacio primeyra es que tu fassas estar le enfant majorment si es de aquels que entendo un petit, que no fassas sino que tu lies le fiel en la sua vergua tant solament, e que leysses aquel entro al autra dia.	And the manner of the first operation is that you must take the child out mainly if he is of those that I understand to be small, do not take out the cord but simply tie the suture in its groove alone, and that you watch for that which enters on the other side the next day.</end_of_turn
E aprop fay aquel alegrar en tota aquela manieyra que es a tu possibla de aquo que recep la sua intelligencia.	And indeed do so in such a way as is possible for you to receive her intelligence.</end_of_turn>
E aprop fa aquel estar entre las tuas mas estatuir preparadament, e no sia ges cezent; e occulta las forfexs en la tua ma o dejos le tieu pe, que l’enfant no veia aquelas ni degun autre dels instruments.	And indeed do so in such a way as to make your hands appear more statuesque prepared in advance, and do not be seen to be clumsy; and hide the forceps in your hand or leave them at your feet, so that the child does not see them or any other instruments.</end_of_turn
E aprop entremet la tua ma a la vergua de lu e suffla en la codena, e tira aquela entro que sia eyssit le cap de la vergua, e aprop mondifica aquel de aquo que es agregat en ela de sordicia.	And indeed do so by placing your hand on the belly and blowing in the cord, and pulling that which enters until it comes out from the head of the cord, and then modify that which is added to it from the beginning.</end_of_turn
E aprop lia le loc signat am fiel dobla, e aprop ligua pus bas de aquel un petit le segon liament, e aprop te am le dit pous e endic tieu le loc del liament dejos am bona retencio, e inscideys entre dos liaments.	And indeed do so by tying the sign with the suture doubled over, and then tie a little more below that one, and then I will tell you where to place your hand and indicate that the place of the suture remains well retained, and I shall make the incision between two sutures.</end_of_turn
E aprop eleva la codena sus leugierament e estratz le cap de la vergua; e aprop leyssa le sanc corre petit e petit, quar es milhor ; e pausa polvera desus e sobre la polvera pausa drap en le qual es spandut mugol de huou coyt en ayguaros concosit am oli rozat recent bo; e layssa aquel sobre aquel entro al autra dia; e cura aquel am curacio entro que sia sanat.	And indeed do so by raising the cord gently and extracting the head of the cord; and then watch carefully little by little, for that is better; and stop the bleeding by powder over the bleeding and on the powder put a bandage with ointment composed of oil of rosemary recently boiled; and leave that on until tomorrow; and care for that until it is healed.</end_of_turn
La forma de las forfexs a mondificacio, aquesta es la forma:	The way of the forceps for modification is as follows:
Sian las unas extramitatz no-talhantz e las autras sian talhant, que non sia yssit le ram del clau, e sia la longitut de las doas acuitatz ayssi cum la longitut de dos manubres engualment.	The outer handles are non-taloned, and the inner handles are taloned, so that it does not irritate the flesh of the thumb, and the length of the two acute angles is as great as the length of two thumbs together.</end_of_turn
Mays la error en mundificacio es quar fort leu efugeys la codena intrinseca tota, o partida de lu deves la inscizio.	More, the error in modification is that if you force too much you will expel the intrinsic cord entirely, or part of it from the incision.</end_of_turn
Donc cove que tu extendas aquela de la tua hora am la tua ungla denant la apostemacio del loc e que inscidas aquela segon equalitat.	Therefore you must extend that of your hour at your nail before the apostematization of the place and that you make the incision according to equality.</end_of_turn
E si no la podes tenir am la tua ungla, lahoras extratz aquela am unci e inscideys aquela.	And if you cannot hold it at your nail, then extract it with your hand and make the incision again.</end_of_turn
Mays si son passatz tres dias, e roman aquo que es imflat dejos la vergua apostemat, lahoras tu leyssa aquo entro que sia cedat le apostema caut, e excorja aquel am fecilitat, e inscidex aquel segon que a tu es preparat.	More, if three days have passed and the cord remains flat from the outset, then you must watch until the apostemata of the cord has subsided, and then extract that which remains easily, and make the incision as you are prepared.</end_of_turn
E guarda te del cap de la vergua, quar no nosera a lu aquo.	And take care of the head of the cord, so that it does not come to it.</end_of_turn
E donc cura aquel am aquo que la plagua consolida de las polveras las quals havem recomtadas en le tractat de las polveras.	And therefore care for that which concerns the consolidation of the powders which we have recommended in the treatise of powders.</end_of_turn>
E si es inscidit de la codena sobre mesura, e obezeys a las partidas desus, aquo no notz a lu.	And if it is necessary to make an incision of the cord beyond measure, and you obey the parts above, do not notice it to them.</end_of_turn
E mays cura aquel am aquo que havem dit entro que sia sanat.	And indeed do so with that which we have said until it is healed.</end_of_turn
Capitol .lviii.	Chapter 58.</end_of_turn>
De curacio de urina retenguda en la vesiqua.	Of the care of retained urine in the bladder.</end_of_turn>
Retencio de urina en la vesica es fayta per oppulacio fayta per peyra o per sanc congilat, o per poyre o per carnada, e semblantz ad aquels de aquo que havem dit de las manieyras de curacio en la divisio.	Retained urine in the bladder is caused by excessive population, for stone or for sand, or for poverty or for meat, and it remains like those which we have said concerning the methods of care in the division.</end_of_turn
E si no es dissolvuda la urina, e veses retencio de lu esser per peyra le qual ja es en le col de la vesica, lahoras cove que le malaute sia encorbat sobre les sieus denolhs.	And if the urine is not dissolved, and you see that the retention is due to a stone that is already in the belly of the bladder, then you must encourage the patient to walk around on his heels.</end_of_turn
E aprop conponeys les pes de aquel sobre le sieu dos e extendas le sieu ventre de la partida pus desus del sieu dos, e le malaute estrengua le sieu ale tant quant es a lu possible.	And indeed do so by composing the feet of the patient on the two heels and extending the belly of the limb from the part furthest from the heel, and the patient will strain the area as much as possible.</end_of_turn
Donc lahoras le col de la vesica es costreyt ha espulsio de la peyra a las partidas detras, per que la urina es absolta.	Therefore the hour of the bladder is constrained to expel the stone to the back parts, because the urine is complete.
E si no es dissolvuda am aquo que havem dit he vehement es fayta la causa sobre le malaute, lahoras cove que aministres extraccio de lu am instrument le qual es apelat siringua, del qual aquesta es la forma: Sia de argent e sia subtil leon conquau, ayssi cum canula de pena de ausel am subtilitat de ray lonc en similitut d’un palm e mig, al qual sia cana subtil en le cap de lu.	And if it is not dissolved in water that we have said, harsh is the cause of the disease, the hour that we must administer extraction from it with an instrument that is called a syringe, which is like this: of silver or of lead hammered, like a nail with a round head, to which be added a tube of lead with a length equal to that of a palm and a half, to which be added a little bit of lead at the head.</end_of_turn>
