Ayssi comensan las paraulas de Albucasim .	The text means: "Thus Commences the speech of Albucasim."
E es que prenguas de enguent dyafinicon e dissolveys aquel am oli rozat e vi stiptic; o que clisterizas aquel am alcunas medicinas e enguentz autres que hajan las proprietatz les quals ja he yeu scritz en le tractat dels enguents.	Take some ginger and dissolve it with that olive oil and vinegar; or cluster that with some medicines and take others which have the properties that I have already written in the treatise of medicines
E si le orrifici del sinu es streyt en le qual no es recebuda la canula del clisteri, lahoras tu le amplifique aquel am ferr petit a petit, e pausa en lu calgua envolopada en enguent egipciac o en enguent basilicon entro que sia amplificat.	And if the orifice of the gut is narrow in which the catheter of the enema cannot be introduced, then gradually enlarge that with a small needle, and place on it a callow wrapped in Egyptian or basil ointment until it is enlarged
E semblantment si le orrifici es ample, lahoras tu agregua las labias de lu am sutura e layssa de lu quantitat en la qual intre le clisteri ses addicio.	Similarly, if the orifice is wide, then you will suture together its lips and leave them as much as the enema will contain
E si le orrifici de lu del qual corr le brac es elevat a las partidas desus, lahoras secca aquel en le pus bas loc que es en lu per que le brac corra entro dejos, quar quan le brac es coartat en la preondeza de sinu la carn esser en lu engendrada.	And if the orifice from which the limb hangs is elevated to the buttocks, then dry that part of the foot that is under it so that the limb may pass through without difficulty, for when the limb is contracted in the swelling of the gut the marrow will be forced out.
E si no es a tu possible seccar le sinu entro al enviro del os pus bas segon que voles, lahoras te perforssa que prepares le membre am preparacio per la qual corr de lu le brac leugierament segon que es a tu apparelhat e que no sia en lu retengut alcuna causa del brac.	If it is not possible for you to dry out the gut within the environment of the bone under which you wish, then I advise you to prepare the limb with the preparation for which it is suitable according to your custom and that it be not retained by any cause of the limb.
E pren medicinas consolidativas que sian pausadas sobre le sinu convenientz ad aquo que vols exxten aquelas sobre drap de li.	Take consolidative medicines which are stopped on the convenient part of the gut until you wish to extend those beyond marrow of marrow bones.
E le drap sia de tan gran quantitat cum fa la comunicacio de tot le sinu; e aprop inscidey am las forfexs en le dreyt del orrifici del sinu un trauc pus ample un pauc que l’orrifici del sinu; e aprop exten sobre autre drap de li dels enguentz leons segon la quantitat del trauc, e pausa le sobre aquel per posicio longinqua del orrifici del sinu per que sia aleujat le eyssiment del brac de lu e no ostes le drap gran sino aprop alcus dyas una veguada.	And the marrow be of such great quantity as to make the communication of all the gut; and slightly cut with the forceps at the edge of the opening of the gut, a little more than the opening of the gut; and extend over other marrow bones as many leons as the quantity of the tract, and place them on that in such a way that the limb be freed from the swelling of the gut without causing excessive damage to the marrow except for a little that may remain for a day or two at most
Mays aquel que es sobre le orrifici del sinu, le qual remauguas en tota hora per so que yesca aquo que es ajust en lu del brac.	May that which is over the gut, which you leave for an hour, so that it escapes what is contained in it from the limb.
E per que sapias si aquo que corr de lu del brac es mot o pauc, o es digest, o es no-digest.	So that you may know whether that which comes out of the limb is thick or thin, or is digested or undigested.
E am aysso tu considera le loc de aquel sinu, si en lu sent le pacient dolor o no, e si es en lu apostema.	And take into consideration the location of that gut, if in it the patient feels pain or not, and if it is swollen
E cum la tua medicacio es prolonguada en la tal manieyra, e vesas la matiera que es gitada sobre le orrifici del sinu ja adhereys, o se apropria adherencia, lahoras le mayti tu le deslia o le tertz dia, e quan deslias la plagua, lahoras muda le drap per autre e renova le enguent.	And when your medicine is prolonged in this way, and you see the matter that has adhered over the opening of the gut has already adhered, or has proper adherence, then you must take it away or throw it away three days later, and when you remove the dressing, change the bandage for another and renew the ointment.
Mays si del sinu aprop lon spazi yeys virus subtil, lahoras no te desperes de la adherencia de li, quar la sanacio de lu se apropria, quar so alcus homes en les quals tarda generacio de carn en las lors plaguas, e de aquels so en les quals es fayt le contrari de lu.	Moreover if from the gut some slight infection has spread, do not be discouraged by the adherence of the matter, for the healing of the gut is proper, for in some of those in which the generation of marrow is delayed there is a benefit, and in those in which there is benefit from the contrary.
E si del sinu aprop motz dias es yssit brac indigest, lahoras sapias que·l sinu no adhereys; e si es tardada la adherencia del sinu e es la causa prolonguada, lahoras tu ajusta en exsiccacio de las medicinas, e si las medicinas so humidas en lor substancia e en la sua vertut, son seccas ayssi cum enguent dyafinicon, quan es en lu ajustada superfluitat de addicio de zegi.	And if from the gut a few days have passed and the limb is undigested, then know that the gut does not adhere; and if the adherence of the gut is delayed and is the cause of the prolongation, then you must adjust in the exclusion of medicines, and if the medicines are hummed in their substance and in their power, they are as dry as ginger when adjusted in excess of their addition.
E le mays derier am le qual es curat, es que prenguas de enguent dyafinicon e sia dissout en oli rozat, e sia sobre lu vojat vi antic engual en la sua substancia, e aprop comfeys aquel am lu, e usa de aquel.	And indeed if you wish to cure it, take some ginger and dissolve it in olive oil, and let it go on the gut, and mix with it vinegar in its substance, and comfort that with it, and use that.
E ja fa semblant en aquela accio, quan no y a brac, enguent dyafinicon, mel quan es coyt entro que sia engrossat, e usa de lu; o que prenguas mirra e aloen e enses, e trissa tot e polveriza sobre le mel quan es sus le foc, e aprop lineys aquo sobre drap e strenh aquel sobre le sinu; e lineys aquel am le mel le qual has cuoyt entro que es engrossat, e polveriza sobre drap e strenh aquel.	And so it is similar in this action, when there is no limb, take ginger, honey when it is cold, and use it; or take myrrh, aloes and henbane, grind them all up and powder them over honey when it is lukewarm, and put that over the gut and strengthen that over the gut; and put that over the honey which you have warmed up until it is lukewarm, and powder over the gut and strengthen that
