Ayssi comensan las paraulas de Albucasim .	The sentence translates to: "Thus begins the speech of Albucasim."
E fay aquo una veguada e autra, e fay aquo una veguada aprop autre veguada entro que tu cozes tot aquo que es deforo segon aquel eysemple.	And thus make a loop and another, and make a loop like this until you have closed all that which is outside according to that example.</start_of_turn
E la suma de aquesta manieyra de sutura es que tu cozes am sutura de pellicies am la qual cozo las pels, enayssi que tu cozes le ciphac una veguada de la part de la extremitat de la codena, e que leysses aquela autra veguada entro que la ajas complida.	And the sum of this manner of suture is that you sew with a suture of skin over which you sew the hair, in such a way that you sew the thread of the part of the extremity of the codena, and that you leave that other thread until it is finished.</start_of_turn
Mays la segonda specia de sutura propria la qual dieys eyssament Gualia , e aquest es de sermo de lu e per lu recomtat, es que tu cozas aquela segon semilitut am la qual alcus medicantz cozo aquela, enayssi que agreguan tota partida a la sua compar partida a lu convenient per natura; e aplican la extremitat de autre de lu e la extremitat del mirat al autra extremitat de lu, e aquo es fayt segon que yeu a tu recomti.	But the second kind of suture which I say is proper is that of Gualia, and this is to say as regards to her and for her it is recommended that you sew that according to the manner in which other physicians sew that, namely that you add all parts to their proper part to them conveniently; and apply the one end of them to the other end of them, and that is done as I have recommended to you.</start_of_turn
Cove que tu fiques la agulha en la extremitat del mirat a tu propdana de la partida deforo, e fassas aquela penetrar a la partida dedintz en aquel sol, e leysses dos extremitatz del ciphac; e aprop revolveys la agulha e fay aquela penetrar de foro a la dedintz en dos extremitatz del ciphac.	Since you have left the needle in the part of the hand at your pleasure from the outside, make it penetrate from the outside to the inside of this sole, and leave two ends of the thread; and then reverse the needle and make it penetrate from the outside to the inside of the two ends of the thread.</start_of_turn
E aprop revolveys aquelas cascunas, e fay penetrar quascunas de la partida dededintz entro a la partida deforo en dos extremitatz del mirat autras que so en le latz contrari.	And thus reverse those loops, and make penetrate whatever is from the part of the thumb inwards into the part of the outside of the two parts of the hand in two other places.</start_of_turn
E aquesta manieyra de sutura es milhor de la sutura comuna leugiera, e es sutura de la qual precedic rememoracio.	And this manner of suture is better than the common lighter suture, and it is a suture of which there is precedent.</start_of_turn
Aquest es le sermo de Gualia	This is the manner of Gualia.</start_of_turn
E mays le diyssero alcus, sutura del ventre es rectificada am dos agulhas, so es que tu entrometas en aquestas a quascunas un fiel, e comensa am intromiccio de agulha de aquo que es deves tu, e fay aquela penetrar entro al autra latz segon sutura de aquels les quals cozo les cuers engualment.	And thus I shall tell you, the belly suture is rectified with two needles, so that you enter into these with any thread, and begin with the introduction of the needle from that which is next to you, and make that penetrate into the other side according to the suture of those which sew the wounds together.</start_of_turn
E sapias que quan disrupcio es en le mieg loc del ventre, lahoras la sutura de lu es pus difficil que dels autres locs del ventre.	And you know that when the disruption is in the middle of the belly, the hour of the suture of it is more difficult than in other parts of the belly.</start_of_turn
Mays le juguament de medicacio de plagua es jutgament de las autras plaguas.	The greatest judgment of the plague is the judgment of the other plagues.
La qual causa es quar quan tu consieguas la plagua recent am le sieu sanc denant que l’ayre altera aquela, e reduses le budel e cozes aquela e aptas aquela decentment, lahoras pausa sobre aquela polvera encarnativa.	When you notice the recent plague and its foul air, reduce the swelling and boils, and remove the dust and dirt from the wound appropriately, then stop over the fleshy powder
E si le ayre ja ha alterada la plagua, lahoras pausa sobre aquela alcus enguentz les quals so a tu presens entro que fassan peyra dura e cajan les fiels, e sian consolidatz ciphac e mirat; e aprop cura aquela ayssi cum es la curacio de las autras plaguas entro que sia sanat.	And if the air has already altered the plague, then stop over the plague immediately, while it still makes the flesh hard and causes them to swell; consolidate them with fingers and look; then care for it as for the other plagues until it is healed
Mays si a tu no so presens las medicinas, lahoras pausa sobre aquela tantost, pus que comensa a getar brac, coto viel, e permuta aquel dos veguadas le dia, ayssi cum a tu e ensenhat, entro que sia sanat, quar tu no indigeysses de autra medicacio en motas disposicios quan las plaguas so simplas.	If you do not have the medicines at hand, then stop over the plague as much as possible, for it begins to vomit blood, yellow bile and evacuates two stools a day, as you have seen and learned, until it is healed; for you should not take any other medicine in vain when the plagues are simple.
Mays si tu temes que la plagua comunique en lesio als membres principals, lahoras cove que tu submergas lana leon en oli de trempada qualiditat, o en oli rozat, e pausa aquela en le circuit dels locs que so entre les angonas e dejos las aysselas.	If you fear that the plague communicates by wound to the principal members, then cover that you immerse linen soaked in olive oil of good quality, or in scented olive oil, and stop it in the area between the armpits and leave them covered.
E si sent dolor o putrefaccio en les sieus budels, quar motas veguadas aquo s’endeve, lahoras cristeriza aquel am vi stiptic negre tebe, e majorment si la poyredura es pervenguda en le budel e es fayta exitura penetrant entro la conquavitat de lu.	If there is pain or putrefaction in the joints, which cause these veins to swell, then apply a black sticking plaster there, especially if the ulcer has penetrated the bone and is very painful.
E sapias que aquela que es del budel gros es de pus leugiera sanacio que aquela que es en les budels subtils.	Know that the one that is of the great bone is of lighter pus than that which is in the small bones.</start_of_turn>
E es de dificil sanacio quar le budel le qual es apelat “gegunu” no recep sanacio de plagua que caja en lu de tot; e aquo es per la gran multitut de venas que so en lu e per la magnitut de lu que so en aquelas, e per subtilitat del cos de aquel, e per propinquitat de aquel a natura de nervis.	And it is difficult to heal because the bone called "gegunu" does not recover from the plague that enters it whole; for there are many veins in it and it is large, and because of the body of the bone and its proximity to nerves.</start_of_turn>
