Ayssi comensan las paraulas de Albucasim .	Thus we begin with the remedies of Albucazim.
E es fayt o en le preon de la mayre, o en les costatz de lu, o en le pus sobira de lu, o en le pus bas de lu, e prohibeys de cuoyt e de enprenguacio e de enfantament, e fort leu prohibeys las mestruas.	And it is made or in the region of the mother, or in its ribs, or in its upper part, or in its lower part, and prohibits from conception and from pregnancy, and also prohibits menstruation.
E la cognicio de aquela es fayta per reguardament de la metrona, si la oppilacio es apparent, propdana; mays si no es apparent, lahoras tu cerqua aquela am les tieus ditz o am le ray.	And the knowledge of that is made by observation of the uterus, if the obstacle is apparent, certainly; but if it is not apparent, then you seek that with the threads or with the beam.
Mays si oppilacio es per ciphac subtil, e es propda a las doas labias, lahoras tu coyta e disromp aquela.	But if the obstacle is due to subtle ciphers, and it is proposed to the two labia, then you touch and disrupt that.
E es que pauses sobre las doas labias pulvils, e aprop pausa les tieus ditz indicz de amdoas las mas encemps.	And it is that which pauses over the two pubic labia, and then pauses the threads or indices of both hands in the midst.
E la femna sia sobre le sieu dos, las sieuas coyssas extendudas, e aprop exten las doas labias am forsa entro que aquel ciphac subtil sia romput e la oppilacio sia uberta.	And the woman is on her back, her extended thighs, and then extends the two labia inward so that the subtle cipher is broken and the obstacle is opened.
E aprop pren lana e enbeu le4 en oli e pausa aquela sobre·l loc, e jagua am home le dia per so que·l loc inscis no sia consolidat.	And then take an ointment and anoint the four oil holes, and pause that over the place, and hold it for a day so that the place is not consolidated.
Mays si le ciphac es gros e espes, lahoras cove que tu inscidas aquel am spatum lat o am fuelha de mirta.	But if the cipher is large and specific, then you should insert it with a broad spatula or with a myrtle leaf.
Mays si la oppilacio es per carnada, lahoras suspen aquela am unci, e inscideys aquela.	But if the obstacle is due to flesh, then suspend it with a hook, and insert it.
E sian am tu las medicinas que fan cessar flux de sanc ses mordicacio, ayssi cum ahacatia, e sanc de drago, e enses, ajustat am album de huou.	And there are your medications that stop the flow of blood with their bite, like ahacatia, and dragon's blood, and essences, adjusted with the white album of Hou.
E aprop aministra una canulha de plom ampla per so que la plagua no sia consolidada leugierament.	And then administer a wide lead pipe so that the wound is not consolidated too quickly.
E tengua aquela per alcus jorns e aministra calgua de li sec.	And hold it for some days and administer lukewarm water of the dry season.
E aprop sia curada am l’autra curacio de consolidacio entro que sia sanada.	And then it is healed with another treatment of consolidation so that it may be healthy.
E alcunas vetz accideys en la mayre nativitat de autres carns, e lahoras cove que inscidas segon aquesta manieyra.	And certain veins are born in the native birth of other flesh, and then you should insert according to this manner.
Mays si aysso es per apostema crancos, a l’apostema crancos le qual es en la mayre no sia fayta contrarietat am ferr en deguna manieyra.	But if it is for cancerous aposteme, to the cancerous aposteme which is in the womb not made contrary with iron in any manner.
Capitol .lxxiii.	Chapter 23.
De la cura de emorroydas e de tayl e de botor roja que accideysso en le conh de las femnas.	On the cure of hemorrhoids and of tile and of red botch that are born in the womb of women.
Emorroydas so apprecio dels orificis de motas venas entro que de aquelas corro mot sanc continuadament; e cum so antiquadas emorroydas e son fayts theyls.	Hemorrhoids are appreciated from the orifices of many veins so that they corrode blood continuously; and how ancient hemorrhoids are, and they are made tiles.
E ja yeu he dit en la divisio las specias de aquelas e les senhals de aquelas, e diyre ayssi aquelas que recebo curacio e aquelas que no recebo curacio.	And I have already said in the division of the species of those and their signs, and I will say thus about those that receive treatment and those that do not receive treatment.
Donc dic que emorroydas e theyls quan so en le preon de la mayre e no apparo al sentiment, lahoras en aquelas no sia fayta curacio am ferr.	Therefore I say that hemorrhoids and tiles when they are in the region of the womb and do not appear to the senses, then in those there is no treatment made with iron.
Mays aquelas las quals so en le orrifici de la mayre sobre las quals catz sentiment, so aquelas que so curadas.	Those which are in the orifice of the mother above those which feel sentiment, are those that are cured.
E cove que tu metas la femna en mayso frega e aprop exten atheyl am les forfexs, o am drap aspre, e inscideys aquelas am las razitz.	And it is fitting that you place the woman in a warm bath and then extend the thigh to the forearm, or grasp as an assistant, and thus you will find those which are at the roots.
E aprop pulveriza sobre aquelas deves le fluxs del sanc de una de las polveras insciscivas ses mordicacio, ayssi cum acassia e semblant ad aquels.	And then powder over those which have the flow of blood from one of the hidden vessels, thus causing numbness and seeming to be similar to those.
E aprop enpellesca les sieus pes per una hora, e aprop pausa aquela en aygua freja.	And then soak the sick feet for an hour, and then pause that in cold water.
E si persevera le fluxs del sanc, lahoras fay aquela sezer en decoccio de sumat e de scorsas de milgranas e de gualas e de semblantz.	And if the flow of blood persists, then make that into a decoction of herbs and roots of millet and of wheels and of similar things.
E aprop pren farina de ordi e comfiys aquela am miel e vi agre e fay emplastre am aquo sobre le dos de lu.	And then take flour of barley and mix it with honey and wine, and make an emplaster over that on the back of it.
E si le sanc es abscindit, bo es; e sino, fay adherir am dos ventozas, e a las mamilhas ses escarificatio.	And if the blood is abscessed, well; and if not, make adhere to two ventoses, and to the nipples their scarification.
