Ayssi comensan las paraulas de Albucasim .	Thus begin the remedies of Albucazim.
E aprop aministra una canulha de plom ampla per so que la plagua no sia consolidada leugierament.	And then administer a wide poultice of broad lead so that the plague is not consolidated lightly.
E tengua aquela per alcus jorns e aministra calgua de li sec.	And hold that for several days and administer lukewarm water of the third.
E aprop sia curada am l’autra curacio de consolidacio entro que sia sanada.	And then it is cured with another cure of consolidation within so that it may be healthy.
E alcunas vetz accideys en la mayre nativitat de autres carns, e lahoras cove que inscidas segon aquesta manieyra.	And some old writings agree in the native birth of other fleshes, and then it is necessary that you insert according to this manner.
Mays si aysso es per apostema crancos, a l’apostema crancos le qual es en la mayre no sia fayta contrarietat am ferr en deguna manieyra.	More it happens that it is due to aposteme cancers, the aposteme cancer which is in the matrix does not create contrary heat in any manner.
Capitol .lxxiii.	Chapter 23.
De la cura de emorroydas e de tayl e de botor roja que accideysso en le conh de las femnas.	On the treatment of hemorrhoids and of tail and red botch that suddenly occur in the groin area of women.
Emorroydas so apprecio dels orificis de motas venas entro que de aquelas corro mot sanc continuadament; e cum so antiquadas emorroydas e son fayts theyls.	Hemorrhoids are appreciated for the orifices of many veins that enter there, where the corrupted blood flows continuously; and how ancient hemorrhoids are and are made by them.
E ja yeu he dit en la divisio las specias de aquelas e les senhals de aquelas, e diyre ayssi aquelas que recebo curacio e aquelas que no recebo curacio.	And I have already said in the division of the species of those and their signs, and I will tell you which ones receive treatment and which ones do not receive treatment.
Donc dic que emorroydas e theyls quan so en le preon de la mayre e no apparo al sentiment, lahoras en aquelas no sia fayta curacio am ferr.	Therefore I say that hemorrhoids and piles when they are in the womb of the matrix and do not appear to the sense, then in those cases there is no treatment at all.
Mays aquelas las quals so en le orrifici de la mayre sobre las quals catz sentiment, so aquelas que so curadas.	However those that are in the orifice of the matrix above which catch sense, those are the ones that can be cured.
E cove que tu metas la femna en mayso frega e aprop exten atheyl am les forfexs, o am drap aspre, e inscideys aquelas am las razitz.	And I advise that you place the woman in a warm bath and then extract the piles with the forceps, or with a sharp hook, and insert them into the roots.
E aprop pulveriza sobre aquelas deves le fluxs del sanc de una de las polveras insciscivas ses mordicacio, ayssi cum acassia e semblant ad aquels.	And then powder over those from which the flow of blood comes, one of the powdered medications that are specific for moderating, thus it seems to be similar to those.
E aprop enpellesca les sieus pes per una hora, e aprop pausa aquela en aygua freja.	And then soak the sick feet for an hour, and then pause that in cold water.
E si persevera le fluxs del sanc, lahoras fay aquela sezer en decoccio de sumat e de scorsas de milgranas e de gualas e de semblantz.	And if the flow of blood persists, then make that into a decoction of sumac and of scorches of millet-grass and of walnuts and of similar things.
E aprop pren farina de ordi e comfiys aquela am miel e vi agre e fay emplastre am aquo sobre le dos de lu.	And then take flour of barley and knead that with honey and wine, and make an emplaster with that on the back of the patient.
E si le sanc es abscindit, bo es; e sino, fay adherir am dos ventozas, e a las mamilhas ses escarificatio.	And if the blood is abscessed, it is so; and if not, make adhere to two warm vents, and to the nipples with scarification.
E aprop pren lana e submergeys aquela am suc de coliandre o am suc de arnagloza o am suc de guarravier am vi pentit e fay adherir al loc; e aprop cura le loc am enguentz entro que sia sanat.	And then take wool and submerge it in juice of coliac or juice of angelica or juice of guarrievier with wine, and make adhere to the place; and then cure the place with an ointment until it is healthy.
Mays athyl rog le qual es de aspre reguardament, cove que tu inscidas aquo que a tu appar de aquel segon que he dit en theyl engualment.	However the royal rule which is of sharp regard, I advise that you insert that which appears to you according to what I have said in the royal engagement.
E cura aquel entro que sia sanat.	And cure it until it is healthy.
Capitol .lxxiv.	Chapter 24.
De perforacio de eyssedura accident en la mayre.	On the perforation of accidental hernia in the matrix.
Motas specias de apostemas accideysso en la mayre, ayssi cum cranc e apostema lapident e ulceracios e adhubelat e erpetromens e fistulas emorroyas e raguarrias e thyl e autres apostemas.	Many species of apostemes suddenly occur in the matrix, such as cancer and aposteme lapidem and ulcers and adherent and erpetromenous and fistulous hemorrhoids and ragueries and thyl and other apostemes.
E yeu ja he dit aquestas malautias e las specias de aquelas e les senhals de aquelas, e las curacios de lor en la divisio.	And I have already said about these evils and the species of those and their signs, and their cures in the division.
E cove que yeu digua en aquest tractat de apostema caut le qual ve en la mayre quan es dels apostemas que collegeysso sania, e si vols saber en qual manieyra se fa la opperacio de lu am ferr.	And I advise that you read in this treatise on aposteme how the one that is in the matrix when it is of those apostemes that suddenly occur, and if you want to know in what manner the operation of that is made at all.
Adonc cove que tu consideres si la dolor de la apostema en le sieu comensament es aguda am percussio e flecma e febre, e vezes aquel enrogezir e si catz sobre aquel le sentiment, lahoras no·t coytes am perforacio de lu, e cura aquel am aquo que ajuda sobre la maturacio entro que cesse la acuitat dels accidentz.	Therefore I advise that you consider if the pain of the aposteme in the sick commencement is acute with percussion and flecm and fever, and sometimes it becomes worse and catches sense on that, then do not touch it at all, and cure that with what helps on the maturation until the acuteness of the accidents ceases.
