Ayssi comensan las paraulas de Albucasim .	Thus we begin to read the paragraphs of Albucasim.
E la seccio sia pauca al comensament; e aprop entrometa lo ray sobre aquela seccio, e si sent la peyra, lahoras ajuste en seccio segon la quantitat la qual sap que la peyra sira getada de aquela.	And the section should be small at the beginning; and then insert the rod over that section, and if you feel the stone, then adjust the section according to the quantity which you think the stone will be extracted from there.
E sapias que las specias de peyra son motas: quar de aquelas es pauca e gran, e leon e aspra, e longua e redonda, e havent ramps.	And you should know that the types of stones are many: some are small and large, and rough and smooth, and long and round, and have ridges.
Donc tu sapias quantas specias so de lu per aquo que tu signifiques sobre aquo que vols.	So you should know how many types of stones there are in it, for what you signify about what you want.
E si tu veus flux de sanc, ajusta en le loc vetriol trissat e te aquela per una hora entro que sia abscindit le sanc, e aprop retorna a la tua operacio entro que la peyra sia fora-getada.	And if you see a flow of blood, adjust the glass vessel in that location and hold it for an hour until the blood is absorbed, and then return to your operation until the stone is forgotten.
E fay que prepares am tu dels instrumentz les quals e ditz en la extraccio de peyra en les homes, per so que sias ajudat per aquels en la tua operacio.	And make sure you have prepared yourself with the instruments which are used in the extraction of stones in men, so that you may be helped by them in your operation.
E si tu veus flux de sanc, e sabes que la expulcio del sanc es de la arceria que es insciza, lahoras tu pausa polvera sobre le loc e estrenh aquel am pulvils e strictura descent, e no iteras aquo; e layssa la peyra e no extraguas aquela, quar fort leu morira la malauta.	And if you see a flow of blood, and you know that the expulsion of blood is from the artery that is injured, then stop pouring powder on the location and remove those powders and structure downwards, and do not iterate this; and leave the stone and do not extract it, because surely the patient will die from the illness.
E aprop cura la plagua.	And then cure the wound.
Donc cum es cedada la acuitat del sanc aprop alcus jorns, e·l loc se poyreys, lahoras tu retorna a la tua operacio entro que la peyra sia fora-getada.	Then, when the acuteness of the blood has ceased, then apply cooling compresses, and the location will heal, then return to your operation until the stone is forgotten.
Capitol lxii.	Chapter 62.
De seccio sobre ernia acoza.	On the section about hernia and ulcer.
Hernia ayguoza no es sino agregacio de humiditat en le ciphac blanc lo qual es dejos la codena dels genetius contenent le huou, e es nompnat ciphac.	Hernia is not but an accumulation of humidity in the white membrane which is beneath the codename of the genitals containing the fluid, and it is named membrane.
E alcunas veguadas es en le propri pannicol le qual a lu preparec natura en la partida del huou, entro que sia cuyat que ja es autre huou; e es la codena del genetiu entre le ciphac blanc le qual havem dit, e no es aquo sino tart.	And some veiled things are in the proper panniculus which prepares nature in the partition of the fluid, until it is clear that it is another fluid; and it is the codename of the genitals between the white membrane which we have mentioned, and it is not this but a tumor.
E la generacio de aquest hernia es per debelitat la qual accideys als genetius, per que ad aquels es efundunda aquesta materia, e alcunas vetz accideys per percuscio fayta sobre les genetius.	And the generation of this hernia is due to debility which affects the genitals, because at that point it is founded on this matter, and some veins are affected by percussion or a blow on the genitals.
E aquesta humiditat es havent motas colors, quar la color de lu o es declinant a citrina o a sanguinent, o rog, o es negra feculenta, o es ayguosa blanqua, e es aquo que es mays.	And this humidity has many colors, because the color of it is declining to citrine or sanguineous, or red, or it is black and fetid, or it is whitish, and that is what is worst.
E les senhals per les quals es saubut on es aquesta agreguacio de aygua so aquestz: quar si es en le ciphac blanc le qual havem dit, lahoras le apostema es redon declinant un pauc a longitut ayssi cum figura de huou, e appar le genetiu, quar la humiditat conte aquel de tota part.	And the signs by which it is known are these: because if it is in the white membrane which we have mentioned, then the abscess is red and declining a little in length, thus forming the shape of a fluid, and it appears in the genitals, because the humidity contains all that part.
E si la humiditat es en le propri pannicol, lahoras le apostema es redon am partida del huou e per aysso hom estima que es autre huou.	And if the humidity is in the proper panniculus, then the abscess is red in the partition of the fluid and thus one estimates that it is another fluid.
E si la humiditat es entre la codena dels genetius e·l ciphac blanc, lahoras catz dejos le centiment.	And if the humidity is between the codename of the genitals and the white membrane, then you will find the sentiment there.
E cum tu vols la cognicio de la color de la humiditat, lahoras tu esproa la color de la humiditat en le apostema am entromes cayrat del qual la forma es precedida; e segon aquo que es eyssit en le vestigi del entromes, jutga de aquo que es dedintz lu.	And as you wish to know the color of the humidity, then you will spread the color of the humidity in the abscess into the innermost circle of which the form is preceded; and according to what is written on the vestige of the innermost, judge that it is deduced from there.
Donc quan nos vinem a la curacio de lu am ferr, lahoras cove que comandem al malaute que sia fleubotomat si aquo es a tu possibla, e vezes le cos de lu ple.	Therefore, when we come to the cure of the iron ferrum, then cover it so that you command the patient to take flea-bane if it is possible for you, and sometimes use the cost of the pleurisy.
E aprop sia resupinat sobre le sieu dos sobre alcuna causa un pauc auta, e pausa dejos lu motz draps.	And then resume sitting on the two seats above some cause a little higher, and stop there for a few drops.
