Ayssi comensan las paraulas de Albucasim .	The words of Albuquisim begin thus.
E si le ayre ja ha mudada aquela, lahoras pausa sobre alscus enguentz entro que sia sanada.	And if the air has already changed it, then pause over some ointment until it is healed.
Mays si la plagua es gran o es per inscizio d’espaza e de semblantz, e no so ajustadas las labias de lu per puvils, lahoras ajusta aquelas am sutura segon que yeu recomtare de la sutura de lor.	But if the wound is large or is caused by incision of a sword and similar things, and the lips of it are not adjusted for poultices, then adjust those with suture according to what I recommend in the suture of theirs.
Mays si la plagua ja es discuberta del os e pen, e no es retencio de lu sino un petit suspensori, lahoras inscideys aquela e aprop cura la plagua am medicinas e restaura la carn aprop en loc de codena, e comanda al malaute que sia pescut de viandas en las quals es groceza: caps e formen coyt e semblantz a lor, entro que sia compost.	But if the wound is already opened up to the bone and skin, and there is no retention of it except for a small suspender, then incise it and immediately cure the wound with medicines and restore the flesh in its natural place, and command the patient to be fed on foods that have gruel: caps and forms like theirs, until it is composed.
E si atrobas en la codena putrefaccio e no adhereys al os, lahoras tu inscideys tot aquo poyrit e geta aquo, e aprop cura aquo.	And if you find in the flesh putrefaction and it does not adhere to the bone, then you must incise all that is rotten and cut it away, and immediately cure what remains.
Mays si en aquestas plaguas es arteria o vena de la qual fluxs de sanc pot evenir, e no es abscindida per medicinas, lahoras tu inquier sobre la arteria, e si atrobas aquela no-inscidida, lahoras tu inscideys aquela am spatum, o lia aquela; e si necessitat te provoca que aquo que havem dit no comfereys, lahoras tu cauteriza entro que·l sanc sia abscidit.	But if in these wounds there is an artery or vein from which bleeding can occur, and it is not separated by medicines, then you must inquire about the artery, and if you find it uncut, you must cut it with a spatula, or tie it; and if necessity requires that what we have said does not come together, then you must cauterize until the blood is stopped.
E si aquestas plaguas son simplas e petitas, lahoras la causa de lor es leugiere; enayssi que tu polverizas sobre aquelas aquesta polvera, quar consolidada aquela denant que l’ayre mude aquelas.	And if these wounds are simple and small, then the cause of them is slight; thus you must powderize over those this powder, because it will consolidate before the air changes those.
E la manieyra de la polvera es aquesta: recipe oli de enses partida una, de sanc de drago partida doas, de caus no-extincta partidas tres; sia tot mot trissat e crivellat, e de lu sia la plagua omplida, e sia constrengida per bona constriccio entro que be sobre aquela aderesca, e sia coagulada am le sanc.	And the method of the powder is this: take oil of saffron one part, blood of dragon one part, and no-extinct cause three parts; mix all together and crush well, and fill the wound with it, and compress it with good constriction until it adheres to that part, and coagulate it with the blood.
E aprop strengeys aquela desus am pulvils e leyssa aquela, e no la deslias mentre esta ayssi que no es apostemada, quar no es eredicada de lu la medicina entro que sia sanada.	And then strengthen that above with powders and loosen it, and do not remove it while it remains in this state, because the medicine is not eradicated from it until it is healed.
E alcuna vetz fa aquo sola cautz, quan no es a tu en present enses e sanc de drago.	And sometimes they do this alone, when you are not present and only have oil of saffron and blood of dragon.
E ja fa aquesta meteyssa operacio en las grans plaguas quan conveneys que sia pausada sobre aquelas e sian streytas, e so plaguas recentz am le lor sanc, las quals le ayre no ha alteradas.	And now do this same operation on great wounds when it is necessary to pause over them and tighten them, and on recent wounds with their own blood, which the air has not altered.
E si le ayre las ha alteradas, e majorment quan es en temps d’estiu, lahoras no es entencio a la posicio de aquesta polvera, mays adonc cura aquelas am aquo que havem dit, enayssi que tu pauses sobre aquelas alcus enguents degistius, o que pauses sobre aquelas pols de la farina del ordi am aygua e mel entro que getan poyredura; e aprop cura aquelas am l’autra curacio entro que sian sanadas.	And if the air has altered them, and especially when it is in the time of summer, then you must not entertain the position of this powder, but rather cure those wounds with what we have said, by pausing over them some ointments that are degistive, or by pausing over them powders of barley flour mixed with water and honey until they give a poulture; and immediately cure those with the other cure until they are healed.
Mays si accideys am la plagua fractura en os, e es petita, lahoras tu extratz aquo am gesti.	But if there is a fracture in bone at the wound, and it is small, then you must extract that with forceps.
E yeu diyre la cura de las fracturas del cap en aquo que es envenidor.	And I will say the cure of fractures of the head in this way that is poisonous.
De las plaguas del col.	On the Wounds of the Neck.
Mays si la plagua accideys en le col, lahoras no es en lu differencia en medicacio, e entre la plagua del cap quan es simpla.	But if the wound occurs in the neck, then there is no difference in treatment, and it is similar to a simple wound of the head.
Mays si ja le nervi del col es inscis o arteria, lahoras si es nervi, no es en lu engen sino que sia evitada curacio de lu am aquo que fa vehement stipticitat, ayssi cum ziniar e zegi que es vetriol e semblantz a lor quar nozo als nervis e contrazo aquel.	But if the nerves of the neck are cut or an artery is injured, then if it is a nerve, do not intervene with surgery but rather avoid any treatment that would cause violent stiptication, such as using zinc and egg whites which are like vinegar and similar to them, because they irritate the nerves and contract that.
E no pauses sobre la plagua alcuna causa de tot freja, quar la sustancia dels nervis es freja e la continuacio de lu es am le cervel, le qual es le pus aut de totz les membres.	And do not pause over the wound any cause that is too cold, because the substance of the nerves is cold and their continuation is in the brain, which is the most noble part of all the members.
