Ayssi comensan las paraulas de Albucasim .	The opening words of the treatise begin: "Thus begins the words of Albucaisem."
E locs convenient en aquo: adonc tu considera si le fet es preparat que deysenda sobre le sieu cap, e lahoras tu fique les uncis en les huels de lu, o en le col, o en la boca, o en le palat, o dejos la barba, o en la furcula de lu, o en les locs propdas de las costas, o dejos les ypocondres.	And find the suitable location there: then you should consider if the fetus is prepared to descend onto its head, and accordingly fix the nails in the hollows of it, or on the neck, or in the mouth, or on the palate, or below the beard, or in the furcula of it, or in the appropriate places on the chest, or below the hypochondria.
Mays si le deysendiment es sobre les pes de lu, lahoras en le pentenilh, o en le mieg de las costas.	But if the descent is onto the feet of it, then in the pubis, or in the middle of the chest.
E cove que tengua le unci am la ma dreyta, e pausa la curvitat de lu en aquel loc le qual es entre les ditz de la ma senestra, e entrometa la ma am facilitat e fique le unci en alcu de aquels locs les quals havem ditz, entro que pervengua a la causa boyda.	And it is necessary to hold the nail with the right hand, and pause the curvature of it in that location which is between the fingers of the left hand, and entwine the hand with ease and fix the nail in some of those locations which we have said, until one reaches the cause of the boyd.
E aprop pause e fique en la apposicio de lu un autre unci, o le tertz si es necessitat, per so que sia atraccio engual, e no sia extencio segon la sua rectetut tant solament.	And accordingly, pause and fix in the apposition of it another nail or the third if necessary, for so that there may be an equal attraction, and not an extension according to its straightness only.
Ans sia maugut a tota partida, per so que l’eyssiment de lu sia alleujat ayssi cum es fayt en dent deves la eradicacio de lu.	And thus it is good for all parts, for so that the exit of it may be alleviated just as it is done in the way of the eradication of it.
E cove en lu aquo que es entre lor que la extencio sia mollificada; e si alcuna partida de lu es retenguda, lahoras cove que la matrona unte alcus sieus ditz am oli e entrometa aquels espertament e revolva am aquels aquo que es retengut.	And it is necessary in that which is between them for the extension to be mollified; and if some part of it is retained, then it is necessary that the midwife take certain fingers with oil and entwine those expertly and revolve with what is retained.
Donc si la partida del fet es fora-getada, lahoras les uncis sian permudatz entra loc le qual sia pus aut; e fay aysso entro que tot le fet sia fora-getat.	Therefore, if the part of the fetus is forgotten, then the nails should be permitted to enter that location where it is more uppermost; and do so until all the fetus is forgotten.
Mays si la ma es eyssida denant l’autra, e no es possible reduzir aquela per la coartacio de lu, lahoras cove que drap sia envolopat sobre aquela; e aprop extratz aquela entro que tota sia fora-getada, e inscideys aquela o en la junctura de la ma o en le coyde.	But if the hand is gone before the other, and it is not possible to reduce that by the contraction of it, then it is necessary that a cloth be wrapped around that; and accordingly extract that until all is forgotten, and inscribe that either in the juncture of the hand or in the armpit.
E ayssi cove que fassas en l’autra ma e en les dos pes.	And thus it is necessary to do the same for the other hand and both feet.
Mays si le cap del fet es gran, o accideys a lu coartacio en le eyssiment, o es en le cap de lu aygua ajustada, lahoras cove que entrometa entre les ditz espatum spinos e fenda le cap e extragua la aygua, o que discroba aquel am un instrument le qual es nompnat “alundat”, la forma del qual vindra am las formas dels autres instruments en le capitol le qual es aprop aquest.	But if the head of the fetus is large, or if there is contriction in the exit, or if there is water adjusted in the head of it, then it is necessary that the midwife entwine between the fingers the spatula with spines and split the head and extract the water, or that she dissects that with a instrument which is called "alundat", the form of which will come from the forms of the other instruments in the chapter which is appropriate to this.
E semblantment fassa si·l fet es de gran cap per natura: e lahoras cove que inscida aquel am algematu, o que prengua aquel am alunda ayssi cum havem dit; e aprop extra les osses am les forceps.	And similarly do so if the fetus is naturally large-headed: and then it is necessary that you inscribe that with an algemate, or take that with an alundat as we have said; and accordingly extract the bones with forceps.
E si le cap es eyssit e es coartat deves la furcula, lahoras sia fendut entro que la humiditat la qual es en le pietz sia efunduda.	And if the head is extracted and constricted at the furcula, then it should be split open until the humidity which is in the feet is poured out.
Mays si no es complicat, ni obezeys a eyssiment, lahoras tu inscideys le cap tantost segon que a tu sira possible.	But if it is not complicated, nor obeys the exit, then you should inscribe the head at once according to what is possible for you.
E si le dejos del ventre es apostemat o es en lu ydropici, lahoras cove que tu perfores aquel entro que corro la humiditat que es en lu.	And if the remaining part of the belly is apostemated or is in a liquid state, then it is necessary that you perforate it until the humidity which is in it runs out.
Mays si le fet es sobre les sieus pes, lahoras la atraccio de lu es leugiera e la direccio de lu a la boca de la mayre es leugiera.	But if the fetus is on its feet, then the attraction of it is light and the direction of it to the mouth of the mother is light.
Mays si es coartat deves le ventre e·l pietz, lahoras cove que tu extraguas aquel am drap le qual auras envolopat sobre la tua ma, e que fendes le ventre e·l pietz entro que corra aquo que es en aquels.	But if it is constricted at the belly and feet, then it is necessary that you extract that with cloth which you will have wrapped around your hand, and that you split open the belly and feet until the water which is in them runs out.
Mays si les autres membres so ostatz e torna le cap, lahoras la metrona entrometa la ma senestra; mays si la boca de la mayre es huberta, lahoras intrometa la ma en le preon de layre, e cerque am aquela le cap, e atira aquel am les ditz entro a la boca de la mayre, e aprop entrometa en lu un unci, o dos uncis, e atire lu am aquels.	But if the other members are still and return to the head, then take it with your left hand; but if the mouth of the mother is swollen, then insert your hand into the preeon of layre, and seek out that head, and draw it with those fingers into the mouth of the mother, and accordingly entwine in it one nail, or two nails, and pull it with them.
E si la boca de la mayre es coartada per apostema caut le qual accideys a l’u, lahoras cove que no sia trebelhat sobre lu; abantz cove lahoras aministrar efusio de causas humidas grassas.	And if the mouth of the mother is constricted by an apostemal swelling that occurs in it, then it is necessary not to trouble about it; instead, it is necessary to administer an effusion of humid and greasy causes.
