Ayssi comensan las paraulas de Albucasim .	Thus begin the paragraphs of Albucazim.
Adonc cove que tu administres purguacio del cors de colera negra alcunas veguadas am expulcio fort, e aprop sangna le pacient de la vena basilica.	Therefore it is necessary to administer purging of the body from black bile with certain clarified remedies for expulsion, and properly bleed the patient from the basilic vein.
Mays la curacio de lor am ferr es segon dos manieyras: la una es que sia inscizas e sia atirat aquel sanc negre, e l’autra manieyra es que sia elevada la vena e sia extrayta tota.	The treatment of iron in the blood is according to two methods: one is that it should be infused and attracted to remove black blood, and the other method is that the vein should be raised and all blood should be extracted.
La seccio de lu es segon aquesta manieyra: embroca al comensament la camba am aygua cauda mot entro que le sanc gros sia resolvut, que es feculent de la camba, e aprop strenh la camba del malaute a la partida pus sobirana de la coyssa entro a la partida dejos del denol am una benda, e aprop secca la vena en un loc, o en dos, o en tres am seccio ampla, e aprop eleva le sanc negra am la tieua ma de la partida dejos de la camba entro en sus, e desus en jus, entro que del sanc sia yssida la quantitat que voles e que vezes habastar, e la qual tollera la vertut del malaute.	The sectioning of it is according to this method: at the beginning, apply a bandage to the leg with warm water until the thick blood is resolved, which is purified by the leg, and then tightly bind the patient's thigh above the knee up to the area below the knee in one, two or three places, and then section the vein at one point, or two, or three points of wide sectioning, and then raise the black blood from the thigh above the area below the leg, and from there downwards, until the quantity of blood that you want is yielded and which has been wasted, and this tolerates the virtue of the patient.
E aprop lia aquela, e comanda a lu que abstengua de las viandas colera negra engendrantz.	And then leave it there, and order them to abstain from eating black bitter foods that generate choleric humor.
E itera la curacio per fleubotomia quan las venas so umplidas e aquo notz al malaute.	And continue the treatment by phlebotomy when the veins are full and it is noticed to be beneficial to the patient.
Mays la elevacio de lor es segon aquesta manieyra: tu que razas la camba del malaute, si en lu so motz pels, e aprop met le en banh e embroca la camba de lu am aygua cauda entro que s’enrogesesca e las venas sian exuberadas; o que sia exercitat per exercici fort, si banh no es a tu present, entro que·l membre sia scalfat.	The elevation of the blood is according to this method: you who raise the patient's leg, if it has many pores, and then put them in a bath and apply a warm bandage to the leg until it becomes red and the veins are extremely full; or it should be exercised by strong exercise, if a bath is not available to you at present, until the member becomes scalded.
E aprop secsa la codena en le dreyt de la vena per seccio en le lonc o en le derier de lu deves le denol, o en le pus bas de lu deves lo talo.	And then cut the skin on the right of the vein for sectioning in the loin or in the rear of the patient's back, or at the lowest part of the patient's back near the tailbone.
E aprop uobre la codena am uncis e excorja la vena de tota part entro que appara al sentiment, e es deves la appericio de lu que vezes aquela roga declinant a negror.	And then uncover the skin with an incision and scrape the vein from every part until it appears to sensation, and it is evident that the patient's appearance is declining towards blackness.
E donc cum evazeys e de la codena tu vezes aquela blanca quays sia corda.	And then when you evacuate and remove the skin, you will see that white cord which was a string.
E aprop tu met dejos aquela le ray entro que sia elevada e sia gitada de la codena, e sospen aquela am onci orp leon.	And then put it below the vein until it is raised and grafted onto the skin, and suspend it with a hook or iron lion.
E aprop secsa autra seccio aprop aquela seccio per tres ditz, e aprop excorja la codena de la partida desus de la vena entro que apparia.	And then cut another section, and then cut that section for three days, and then scrape the skin from the area below the vein until it appears.
E aprop eleva aquela e inscideys aquela en deriera seccio deves le talo, e aprop extratz aquela e eleva aquela entro que sia yssida per la seccio segonda, e aprop extratz aquela de la seccio que es sobre aquela.	And then raise it and insert it into the rear section of the back near the tailbone, and then extract it and raise it until it is yielded by the second section, and then extract it from the section that is above it.
E fay aquo entro que extraguas aquela de la seccio que es pus sobirana o pus auta de totas las seccios, entro que tota es yssida; e lahoras inscideys aquela.	And do it until you extract it from the section that is above or below all the sections, until everything is yielded; and then insert it.
E si no obezeys a tu ad extrayre e elevar, lahoras intromet una agulha am fiel fort doble e ligua aquela e extratz la, o intromet dejos lu le ray e revolveys la tua ma a tota part entro qu’en sia getada.	And if you are not able to extract and raise it, then introduce a strong double-edged needle and tie it and extract it, or introduce the vein below and rotate your hand to every part until it is gathered.
E guarda te que no sia inscidida; quar si es trencada, es fayt a tu dificil elevar aquela mot e es vengut sobre le malaute per aquela nocument.	And beware that it is not inserted; for if it is cut, it will be difficult for you to raise it much and it will come back over the patient through that wound.
E cum aquela tota auras fora-gitada, lahoras pausa sobre le loc de la plagua lana submerssa en vi e oli rozat e oli no-rozat, e cura aquel entro que sia sanat.	And when all the humors are purged, then pause over the place of the open wound with a mixture of vinegar and oil, both rosated and non-rosated, and cure it until it is healed.
E si la vit es contrayta havent tortuositat a la qual sia envolucio a las partidas, e no es segon rectitut segon que havem dit, lahoras cove que tu fendas sobre aquela a tota partida de tortuositat de lu e als locs de envolucio de lu, e aprop suspen aquela am uncis entro que eleves aquela tota.	And if the life is opposed and has twisted into the one that is enveloped in the parts, and it is not according to rectitude as we have said, then be careful to bind above that on every part of twisting of it and the places of envelopment of it, and then suspend it with an incision until it elevates everything.
