Ayssi comensan las paraulas de Albucasim .	The words of Albucazim begin thus.
Motas veguadas accideys aquest albater en la vergua e es eminencia de carn laga.	Many times this abscess occurs in the urethra and is an eminence of bad flesh.
E de aquela una es maligna e autra es no-maligna.	And one of these abscesses is malignant, and another is non-malignant.
No-maligna, cove que suspendas am unci subtil e abscindas aquela entro que aquela mondes tota; e aprop pausa sobre aquela coto submirgit en enguent egipciac; e aprop aquel, cura le am enguent diafinicon entro que sia sanat.	Non-malignant, should be suspended with a fine thread and cut out completely; and then pause over that spot, anointing it with Egyptian ointment; and then, cure him with divine ointment until he is healed.
E si albater es maligna, de lega color, lahoras cove que tu aministres cauteri aprop la inscizio de lu e la razio de lu.	And if the abscess is malignant, with a bad color, then you must administer a cauterization in the incision and reason of it.
Mays si albater es en le prepuci del cap de la vergua no-circumcis, e la una partida de albater es dedintz le prepucii e l’autra partida es defora, lahoras cove que tu ostes albater le qual es dedintz al comensament entro que es consolidat; e lahora tu cura aquel deforo, quar quan tu curas aquel ensemps le prepuci, no es asegurat que no sia trinquat.	But if the abscess is in the prepuce of the uncircumcised head of the urethra, and one part of it is inside the prepuce and another part is outside, then you must open up the abscess that is inside first, until it is consolidated; and then you will cure the one outside, because when you cure it together with the prepuce, there is no guarantee that it will not be torn.
E ja eysamen accideys en les genetius e en le prepuci negror e corruccio, adonc cove que tu conquavas tot aquo que ja es denigrat e que ja se vol corrompre o que ja es corrumput; e aprop lineys sobre aquel aprop aquo am mel, le qual es contusit am farina de scorsa de milgrana e de errs trissatz e crivellatz.	And then also comes corruption in the genitals and prepuce, therefore it is necessary that you conquer all this which has already been denigrated and which already wants to corrupt or which has already corrupted; and then apply a poultice on it with honey, which has been mixed with bran of millet and three-fold torn and crumbled.
E aprop cura aquel am l’autra curacio entro que sia sana.	And then cure that with the other remedy until it is healed.
Mays si endeve flux de sanc, lahoras aministra cauteri lunar segon aquesta forma:	But if there is an excessive flow of blood, then administer a lunar cauterization in this form:
quar cauteri juvatiu es a dos disposicios ensemps, so es a flux de sanc e a la plagua quan es corrumpuda.	for the juvenile cauterization is useful in two dispositions together, that is, in cases of bleeding and when the wound is corrupted.
E si le cap de la vergua es corrodut e es destruit tot en la hora, lahoras cove que tu intrometas en lo meat del prepucii una canula de plom per so que le malaute urina per aquela.	And if the head of the urethra is corroded and destroyed entirely in an hour, then you must introduce a lead cannula into the meatus of the prepuce so that the patient may urinate through it.
En la adherencia del prepucii am le cap de la vergua (et aquesta adherencia no accideys sino en aquel del qual le prepucii es sa, e sobre lu no es exhigida circumcizio; e quan accideys adherencia per plagua o per apostema) cove que excorjas am spatum obtus entro que sia dissolvut le liament e sia deliurat le cap de la vergua de tota partida.	In the adhesion of the prepuce with the head of the urethra (and this adhesion only occurs in one who is uncircumcised and has not undergone circumcision; and when adhesion occurs due to wound or abscess) it is necessary that you excise with a blunt spatula until the bond is dissolved and the head of the urethra is completely freed.
E si es dificil desirnir aquelas exquisidament, lahoras cove que tu excorjes am spatum alcuna causa del cap de la vergua e del prepucii, e aysso es quar le prepucii, quan es subtil, fort leu es perforat per la sua subtilitat leugierament.	And if it is difficult to separate those adhesions finely, then you must excise with a spatula some cause of the head of the urethra and prepuce, and thus it is because the prepuce, when it is subtle, is pierced through its subtlety lightly.
E aprop separa entre·l prepucii e·l cap de la vergua am dra7 de li subtil, le qual ja es mulhat en l’aygua frega per que no adherescan autra veguada.	And then separate between the prepuce and the head of the urethra with a thread of very fine silk, which has been soaked in water so that they do not stick together again.
E aprop sia curat am vi stiptic entro que sia consolidat.	And then it should be treated with a hot liquid until it is consolidated.
Capitol .lvii.	Fifty-Seventh Chapter.
De mundificacio dels enfants e de la curacio de aquo que accideys ad aquels de circumcisio.	Of the Purification of Children and the Cure for what happens to those who are Circumcised.
Circumcisio no es solucio de continuitat ayssi cum las autras plaguas: mays empero cum sia de la nostra operacio e de nostra voluntat, e lus de aquela sia propriament en les enfants, es necessari que asignem en aquela milhor operacio e via pus leugiera perdusent a salut.	Circumcision is not a solution of continuity like other wounds: but rather, it is an operation and will of ours, and theirs is properly in the children, it is necessary that we assign to them a better operation and way, losing less of their health.
Donc dic que les antics no diyssero circumcisio en alcu dels lors libres, quar no n’usan en las suas leys, e no es sino quar havem aquisit per speriment, la qual causa es que yeu he atrobat la major partida dels artifexs e dels barbies usar circumcisir e mundificacio am novacula e am torores; e usan de liament am fiel e de inscizio am la ungla.	Therefore I say that the ancients did not say circumcision in any of their free books, because they did not use it in their laws, and it is only because we have acquired through experience, which is why you have found the majority of craftsmen and barbers to use circumcision and purification with a new razor and torre; and they use a thread with a needle and an incision with the finger.
