Ayssi comensan las paraulas de Albucasim .	Thus begin the rules of Albucasim.
E aprop tu pren una agulha en la qual sia fiel gros fayt de x fiels, e entromet aquel deves le derier del ciphac, le qual es jos la codena dels testicols, la qual siec seccio; e aprop inscideys las extremitatz las quals emineysso del fiel entro que sian quatre fiels, e aprop compausa alcus de lor sobre alcuna figura en manieyra de crotz; e lia am aquel le ciphac del qual havem dit que es dejos la codena dels testicols am fort liament de dos partz.	And then you take a needle in which there are twelve threads, and insert it behind the crust, which is on the back of the vertebrae, which is the section; and then insert the extremities which emerge from the thread until there are four threads, and then compose some knots over each figure in the manner of a cross; and tie that crust about which we have said that it is on the back of the vertebrae with strong ligament of two parts.
E aprop envolveys las extremitatz dels fiels e lia aquelas am liament vehement entro que alcu dels vayssels que noyrrisso aquels no puscan trametre alcuna causa per so que de aqui no accida apostema caut.	And then envelop the extremities of the threads and tie them with violent ligament until some of the vessels that you have touched do not transmit any cause, so that from here on, an abscess does not form.
E pausa autra veguada liament segon foro le primier liament, lonh de lu mens tres ditz; e aprop aquestz dos liaments layssa del ciphac le qual es dejos la codena dels testicols la quantitat de la grandeza del dit, e inscideys tot le romanent segon redondeza, e osta de lu le huou.	And pause another ligature according to the first ligature, a distance of three fingers; and then apply two ligatures below the crust which is on the back of the vertebrae, in the quantity of the greatness of the finger, and insert all the remaining part roundly, and remove from there the man.
E aprop inscideys en la partida dejos de la codena dels testicols per seccio de la qual corra sanc e sania ayssi cum havem recomtat en aquo que havem dit.	And then insert into the part below the back of the vertebrae for sectioning of that which flows pure and healthy blood, just as we have recommended in what we have said.
E aprop aministra lana submersa en oli, e pausa en la plagua; e aministra le liament le qual havem recomtat (e alcunas veguadas le ciphac blanc es cauterizat, le qual havem dit aprop la inscizio de lu temen de flux de sanc, quar motas veguadas accideys aquels) e leyssa le liament entro que per si caia.	And then administer the submerged lancet in oil, and pause in the plague; and administer the ligature which we have recommended (and some crusts of white crust are cauterized, which we have said, then the insertion of the tempestuous flux of blood, because many times it happens) and release the ligature until it falls by itself.
Mays si le cazement de lu es tardat, lahoras de aygua cauda sia embrocat, e pausa sobre aquel entro que caia segon que havem dit.	But if the healing of the wound is delayed, then warm water should be poured over it, and pause on that until it falls according to what we have said.
E aprop cura la plagua am l’autra curacio de las plaguas entro que sia sanat.	And then heal the wound with another cure of wounds until it is healthy.
Capitol .lxvi.	Chapter 66.
De hernia ventosa.	Of windy hernia.
En aquesta hernia no e vist alcu que sia estat ardit sus la curacio de lu am ferr.	In this hernia, nothing is seen that has been hardened under the cure of iron with him.
E les primiers diyssero que es fayta ayssi cum havem recomtat en la hernia que es am vi; la qual es que tu lies les vayssels aprop la seccio sobre aquela am fecilitat de lu; e aprop secca en le mieg loc en enviro le apostema am aquo que obro aquel, entro que caian les vayssels.	And the first doctors said that it is done thus as we have recommended in the hernia that is with us; which is to lift the vessels to the section above that man who has been facilitated by him; and then cut in the middle place around the abscess, so that the vessels fall.
E cura la plagua segon que havem dit entro que sia sanada.	And heal the wound according to what we have said until it is healed.
Capitol .lxvii.	Chapter 67.
De la disropcio que es fayta en les anguonars.	Of the dislocation that is done in the joints.
Alcunas veguadas endeve ruptura en les angonars ayssi cum havem dit, e emineys le loc.	Some times it happens to rupture in the joints thus as we have said, and emerge from the place.
E no deyssen als genetius alcuna causa dels budels al genetius; e si deyssen, aquo es pauc; e retorna s’en en totas horas.	And they do not assign any cause of the intestines to the genitals; and if they do, it is little; and it returns in all hours.
Mays si es prolonguat le temps am aquo, es ajustada fissura en le ciphac entro que deysenda le budel en le ciphac; e accideys aquo per la extencio del ciphac le qual es en le angonars ayssi cum havem dit, la qual causa es quar le ciphac es estendut, e aprop es mollificat e·l loc es apostemat e emineys.	But if the time is prolonged in that, it is adjusted fissure in the crust until the intestine descends into the crust; and it happens thus for the extension of the crust which is in the joints as we have said, which causes because the crust is extended, and then it is mollified and the place becomes abscessed and emerges.
E la cura de lu es am cauteri ayssi quo es precedida la narracio de lu.	And the cure of him is by cautery thus as it has preceded the narration of him.
E alcunas veguadas es curada am ferr segon aquesta manieyra: e es que·l malaute jagua sobre le sieu dos entre las tuas mas, e aprop secca le loc de la ruptura dels apostemas emineys am seccio per la latitut segon la quantitat de tres ditz.	And sometimes it is cured with iron according to this method: and it is that the patient lies on his back between his two hands, and then cut the place of the rupture of the abscesses emerges in section for the latitude according to the quantity of three fingers.
E aprop strenh le ciphac blanc que es jos la codena entro que sia descubert.	And then strengthen the white crust that is on the back until it is discovered.
E aprop pren le ray e pausa aquel sobre le loc eminent del ciphac, e prem aquel al preon del ventre.	And then take the rod and pause it over the prominent place of the crust, and press it to the prominence of the belly.
E aprop cus le dos locs eminentz sobre la extremitat del ray del ciphac, e ajusta am la sutura un de aquels am l’autre.	And then kiss the two prominent places over the extremity of the rod of the crust, and adjust to the suture one with the other.
