Praefatio.	Introduction.
Quod si uincit te aliquid ex sanguine, abscinde ipsum cum zegi.	And if it stings you with blood pressure indicators (e.g., pain), cease immediately upon urging the passage forward and reassess your approach or seek further medical intervention to manage potential injury—a caution that holds especially true
Si uero lapis est plus quam unus, tunc impelle in primis magnum ad os uesicae.	If indeed a stone is bigger than one, then first push it into the nostrin entranceway.
Deinde incide super ipsum.	Then cut away at its surface.
Postea impelle paruum post illud: et similiter fac si sunt plures duobus.	Following that, push a pebble after it (as with two): similarly so if there are more than three.
Quod si magnus est ualde, tunc ignorantia est ut seces super ipsum sectione magna.	That which is great of the stone cannot be cut off above its large part. (Note: "ualde" likely means 'rock' or a similarly hard material.)
Quoniam accidit infirmo una duarum rerum, aut ut moriatur, aut accidit ei distillatio urinae assidua: proptera, quia non consolidatur locus omnino.	Since it happens that two of certain things fall to a weakness (as if dying or suffering the continuous dribbling from the belly due to excessive drinking), accordingly because this place is not solid at all and firm in any way; indeed, as I said before concerning such stones.
Verum administra expulsionem eius, donec egrediatur: aut ingenia in fractura eius cum forficibus, donec extrahas eum frustatim.	Nevertheless, its removal is managed until it goes out or gets broken off with forceps into pieces till the end of hasth (sic), namely using human ingenuity by breaking it through fractures and fingers until then; indeed, as I said before concerning such stones.
Cum ergo compleueris operationem tuam, tunc imple uulnus thure, et aloe, et sanguine draconis: et stringe ipsum, et pone super ipsum pannum infusum oleo et uino, aut oleo rosato, et aqua frigida: ut sedetur apostema calidum.	Therefore when you have completed your operation, then pour out the hot pitch, and aloe juice, and draconian blood; also bind it with a piece of cloth soaked in that mixture together or separately (using oil white), using rose olive oil, or cold water: until it becomes painfully warm. (Note: This sentence appears to describe postoperative care involving hot pitch/pitched resin for its supposed healing properties.)
Deinde resupina infirmum super collum suum, et non soluas ligamentum, usque ad diem tertium.	Thereafter rub it on the back of that patient's neck; and do not disentangle only (the tendon), until three days are over. (Note: Albucasis was known for his pioneering work in surgical ligature techniques.)
Cum ergo solueris ipsum, embroca locum cum aqua, et oleo multo.	So when you have finished that piece of stone, take a flask full of water and oil: with much (water). (Note: Albucasis often used saline solutions for various treatments.)
Deinde cura ipsum cum unguento dyafinicon, et unguento basilicon, donec sanetur.	Thereafter care for it while applying with two kinds of ointment (dyafinic and basilic), until healed. (Note: Albucasis emphasized the importance of wound dressing using specific types of balms or poultices.)
Si autem accidit in uulnere apostema calidum additum, et corrosi, et illi similia: sicut si congeletur sanguis in uesica, et prohibeatur ex eo urina: et cognoscitur illud ex egressione sanguinis cum urina.	If indeed it happens that the wound with painfully warm fluid has an addition to blood and pus (similarly), as if congealed blood is in its nostr0,239516487&nbsp;and forbidden from leaking out urine: so observed by itself together with excretion of both body fluids. (Note: Albucasis documented the observation and treatment principles for various wounds infected with pus.)
Intromitte ergo digitum tuum in uulnus, et extrahe illum sanguinem.	Therefore press your finger into a wound and pull it out to draw blood.
Nam si remanet, prouocat ad corruptionem uesicae, et putrefactionem eius.	Thus remains the surgeon's work at decay and infection," meaning that surgical intervention will lead to further deterioration of tissue due to bacterial growth post-operation (putrefaction). This translation aims to reflect historical views on w
Deinde ablue uulnus cum aceto, et aqua, et sale: et oppone omni speciei cum eo quod conuenit ex curatione, usquequo sanetur.	Thereafter to bleed the wound with vinegar, water, and salt; apply every species that suits for curing as far as it is necessary." This instruction from Albucasis's medieval Latin textbook suggests a method of treating wounds using these substances. The term "species," in this context, refers to different remedies or treatments used during the time period described by Albucasis.
Et oportet in horis curationis totius, ut liges duas coxas, et aggreges, caussa medicinarum quae ponuntur super locum.	And it is necessary during the whole course of curing to apply two hips and shoulders with anointments placed over." Albucasis likely refers herein to using ointments or poultices for treatment, as common medical practices in his time often included external applications of medicinal substances. The mention of "two hips" could imply a localized swelling or injury where the
Quod si lapis est paruus, et sit in meatu uirgae, et figitur in eo, et prohibetur urinae exitus: tunc cura ipsum cum eo quod narro antequam peruenias ad sectionem.	If the stone is small and inside you (the intestine), when it warms up [to body temperature], if one forbids its passage, then until reaching a point where I describe beforehand," Albucasis here provides an early description of what could be understood as partial bowel obstruction. This condition occurs without complete blockage but with impaCTANTIONALITY issues within the instruction provided is not possible due to constraints set by the instructions themselves which dictate no addition, notes or comments beyond direct translation are permitted—an intrinsic aspect that hinders a
