Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucius.
Mays si a tu no es preparacio de ostar les osses de la tua hora, lahoras pausa sobre la plagua aquo que poyresca la plagua aquela, e layssa aquela entro que aquo es al enviro de aquels osses de carns e de liamentz, e guarda la plagua que no sia consolidada, e sia constrengida la seccio la qual tu has inscidida en la tua operacio.	But if you are not prepared to remove the bones at this time, then wait for the wound to heal, and leave it surrounded by flesh and membranes, and guard the wound so that it is not consolidated and the section which you have incised in your operation is constricted.
Habantz, si temes, pausa sobre lu coto submers en sopre trissat am oli, o coto submers en anguent egipciac, o en alcu dels enguentz vertz, quar quan poyriran aquelas liaments, e les osses son de lor seperatz la ablacio, e de aquels atraccio es alleujada.	Therefore, if you fear, wait for the wound to become dry after being immersed in olive oil or in a strong Egyptian ointment, or in one of the green dressings, because when those membranes dry out, the separation of the bones is facilitated and the attraction is alleviated.
Mays si es un gran os ayssi cum le os de camba o de coyssa o semblantz ad aquels, e aquo que de lu es corromput es la facia de lu tant solament, lahoras ratz aquela am resio tant solament derriera entro que sia ostada aquela negror e corrupcio, e aprop restaura la plagua.	But if it is a large bone such as the femur or thigh or similar, and what is rotten is only on its surface, then you remove that with resin only to the point of removing the blackness and corruption, and restore the wound.
Mays si aquo que de lu es corrumpyt es gran partida, e la corrupcio ja ha conseguida la medulla del os, lahoras es causa necessaria cerrar aquel e aquel tot inscidir entro al loc on es pervenguda la corrupcio, e lahoras cura aquel entro que sia consolidada.	But if what is rotten is a large part and the corruption has already reached the marrow of the bone, then it is necessary to close that and cut into it until the point where the corruption is found, and heal it until it is healed.
E yeu recomti a tu aquo que endevenc ad un home en la sua coyssa per que pausez aquela a eyssempli e adjutori sobre la tua operacio.	And I recommend to you that which befits a man in his chest, namely, to place it as an example and aid on your operation.
Foc un home jove per etat entorn xxx ans, al qual accideys dolor en la sua cueyssa, e de las partidas dedintz mauguda es sobre la materia dedintz le cors entro que la materia es pervenguda a la cueyssa, e es materia de apostema am gran apostema, e no foc a lu causa extrinseca.	Find a young man about the age of thirty who has pain in his chest, and from the inside parts, there is a bad smell near the matter inside the body up to where the matter reaches the chest, and it is matter of an abscess with a large abscess, and not caused externally.
E adonc foc extendut le temps am aquela per la error dels metges entro que l’apostema es hubert, e acorrero de lu materias motas, e la sua curacio foc aprop pausada entro que la camba foc fistulada, e faytz son en lu motz orrificis les quals totz getavan poyredura e las humiditatz del cos.	And then the time was extended due to the error of the physicians until the abscess has been drained, and I ran for materials, and its healing was delayed until the wound became fistulated, and it was filled with pus and the moistures of the body.
E adonc le curec multitut de metges entorn dos ans, e no foc en aquels savia ma en la art, entro que yeu fu appelat.	For then the treatment of many physicians lasted around two years, and they were not wise but skilled, until I was called.
E vi la camba de lu e las materias que corrian de lu aquels orrificis per gran cors; e ja le cos de aquel home era tot stabozit e la color de lu era citrina.	I saw the wound of him and the materials flowing from those ulcers due to large holes; and his body was completely solidified, and his complexion was yellowish.
E adonc yeu intromesi la tenta ad un de aquels orrificis e pervenguec la tenta al os.	And then I inserted the probe into one of those ulcers and it reached the bone.
E aprop yeu e perscrutat tostz les orrificis e trobegui aquels pervenir a lor de totas partidas de la camba.	Then I approached and examined all the ulcers, and found that they were spreading in every direction from the wound.
E adonc yeu me coytegui e inscidegui sobre un dels orrificis aquels entro que descrobegui una partida del os, e atrobegui aquel corromput, e ja era terros e corrumput e denigrat; e era ja corrumpuda una partida de la camba entro que havia penetrat entro a la mezola.	And then I cut myself open and incised over one of the ulcers into which I discovered a portion of bone, and found that it was rotten, and already it was putrefied and corrupted; and a part of the wound had already penetrated to the marrow.
E adon yeu serregui aquo que a mi era discubert e preparat del os descubert.	And then I cut out what I had uncovered and prepared from the exposed bone.
E yeu cujegui que no fos en le os sino aquela corrupcio la qual abscidigui e serregui, e yeu ja havia derraziguada.	And I cut out that which was not bone but corruption which I had excised and removed, and I had already drained it.
E aprop pausegui la restauracio de la plagua am medicina consolidativas per lonc temps, e no es consolidada.	And I placed the restoration of the wound with consolidating medicine for a long time, but it was not consolidated.
E aprop yeu iteregui e descubregui sobre le os segondament sobre le descubriment primier, e atrobegui continua corrupcio am le os.	And then I continued to cut and uncover the bone again over the initial discovery, and found continuing corruption with the bone.
E serregui aquo que a mi apares de aquela corrupcio, e aprop yeu fo perforsat fayre la curacio de lu e restauracio, e no es restaurat.	And I cut out that which appeared from that corruption, and then I was perforated to make the healing and restoration, but it was not restored.
E adonc yeu descubri sobre lu autra veguada e no cessegui inscidir le os petit a petit particuladament e perforsa la restauracio de lu, e no es restaurat entro que inscidigui entorn un palm de lu, e aquel extraxi am la medula sua, e aprop restauregui aquel am medicinas, e es consolidat leugierament e sanat.	And then I continued to cut and uncover further and did not cease to incise the bone little by little particularly, and made the healing and restoration of it, but it was not restored until I incised around a palm of it, and that extracted with the marrow, and then restored it with medicines, and it healed and consolidated lightly.
