Ayssi comensan las paraulas de Albucasim .	Thus, the text begins with the words of Albucasis.
E aquesta vena alcunas veguadas ha motz ramps, e majorment quan apar a la junctura del pe o en le pe, e veno a lu motz orrificis, e es yssit de quascu orrifici ram.	And this vein sometimes heals slowly, especially when it appears at the joint of the foot or in the foot, and it causes many painful discharges; and it has been seen to come out from each discharge as a branch.
E donc cura aquela ayssi cum havem dit en la divisio e am aquo que es desus dit.	And therefore, treat it as we have said in the previous section and with what has been said above.
De sectione super vermes generatos sub cute et dicitur aegritudo bovina.	From the section about worms generated under the skin and it is called bovine sickness.
Aquesta malautia es nompnada en alcuna terra deves nos malautia bovina per so quar motas veguadas endeve als bious e es verm pauc un le qual es nat entre la codena e la carn, e va en tot le cos pujan e devalan, e es mostrat al sentiment deves le sieu anament de membre en membre entro que disromp la codena e yeys fora.	This disease is called bovine sickness in some places because it often affects cattle and has few worms that are born between the skin and the flesh, which move up and down, and are revealed by the sensation of the limbs until the skin bursts and comes out.
E la generacio de lu es per putrefaccio de alcunas humors ayssi cum accideysso verms e serpentz e lombrics e ascaridas en le ventre.	And its generation is due to the putrefaction of certain humors, such as worms, snakes, leeches, and tapeworms in the stomach.
E es temut per la malicia de lu, quar quan el va en le cors e es elevat al cap, e es pervengut al huel, lahoras fort leu uebre en lu e intra e destruzeys le huel, e aquo endeve motas veguadas.	And it is feared for its malice because when it moves in the body and rises to the head, it reaches the brain, at which point it causes strong vomiting, enters and destroys the brain, and this happens many times.
E donc quan tu voles curar aquel e extraire lu, lahoras no se fa si no deves la sieua ambulacio e apparacio de lu al sentiment, e adonc cove que tu strenhas aquo que es sobre lu e aquo que es dejos lu am liament e constriccio fort, e aprop secca sobre lu e extratz aquel.	And therefore when you want to treat and extract it, do not proceed unless you have observed its movement and appearance in the patient's body, and then it is necessary to strengthen what is above it and below it with great effort and constriction, and apply heat to it and extract it.
E si es preondat en la carn e no le atrobes, lahoras tu pausa cauteri am foc sobre le loc entro que mora, e la major causa que es temuda es corrupcio de lu am la qual corrump le loc ayssi cum havem dit.	And if it is attached to the flesh and not swollen, you should pause with a heated cautery at the site until it dies; the greatest fear is corruption of it which corrupts the location as we have said above.
May si tu vezes aquel esser pervengut al cap prop del huel, lahoras strenh sobre le sobrecil am fort strictura, e aprop secsa sobre lu, e extratz aquel; e cove que·l malaute use de mondificacio del sieu cors am medicinas evacuantz humors putridas malas, e guarda se de viandas generantz putrefaccio.	If you see it approaching the head near the brain, strengthen around the forehead with strong compression, apply heat to it and extract it; it is necessary for the patient to use purification of his body with medicines evacuating corrupt humors, and be careful of foods generating putrefaction.
De sectione super aegritudinem nafir.	From the section about jaundice (yellow fever).
Aquesta malautia es nompnada en nostra terra nafir, e es dolor la qual ve en alcus membres, e aprop es permudada de membre en membre.	This disease is called jaundice in our land, and it is pain that occurs in some limbs, and it is swollen from one limb to another.
E yeu ja e vista aquela segon que yeu te recomtare.	And I have seen that as I advised you.
Yeu fu apelat a una femna malauta ad una vila, e descubric le sieu bras e vi una imflacio petita en la vena funis del bras, e pus que fu romas per una hora, vi aquela imflacio anar ayssi cum va verm pujan ad aquest, mays pus leugierament que esser por, ayssi cum si fos argent viu quan corr de loc en loc.	I was summoned to a sick woman in a village, and I discovered her arm and saw a small inflammation in the brachial vein of the arm, and after it had been opened for an hour, I saw the inflammation swell up like a worm moving towards the place, but more slowly than usual, as if it were living silver running from one place to another.
E adonc anet s’en la dolor de aquel loc e fiquet se en le muscle, e aprop aqui stec per una hora.	And then it disappeared from the pain in that area and settled in the muscle, and I pressed it for an hour at this point.
E aprop correc en l’autre cors entro que pervenc al autre bras.	Approach correct in the other body until you reach the other arm.
E aprop recomtec a mi que revolvia se per tot le cors sieu segon que yeu vi; e fo trop meravelat de la permutacio de lu e de la velocitat de membre en membre.	Approach correct in my turn so that I may rotate the entire body according to what I see, and it was very marvelous to me of the transformation of him and of the speed of member to member.
E yeu ja havia vist denant aquo en les mieus huels segon aquela manieyra, empero yeu he vistz motz les quals atroban dolor esser permutada de membra a membre.	I had already seen before him in the highest heels according to that method, but I have seen others who say that pain is being transformed from member to member.
Mays no vi aquo am les huels ayssi cum en la femna.	But I did not see it as with the heels thus in a woman.
E yeu no cogiti esser aquo sino que es per aquo quar la femna era de viela, on so de secs cors e de venas descubertas, e en aquesta apparec al sentiment aquela ventositat permutada.	And I did not think it was because the woman was old, in whose body and veins were exposed, and in this case it appeared to me as wind being transformed.
E es necessari que no apparesca segon aquesta retro-curacio en aquels que son delicioses e am cors humitz de venas ameguadas.	And it is necessary that it does not appear in those who are delicate and have bodies with veins made soft.
E cum tu voles la curacio de lu, e le pacient sent aquela dolor, lahoras no es a tu aparent al huel ayssi cum havem dit, lahoras tu strenh sobre aquel e dejos lu leugierament e secse sobre aquel entro que sia yssida aquela ventositat coartada, e cauterize le loc.	And when you wish to cure it and the patient feels that pain, do not appear in the heels as we have said, but rather be strong on it and gently and dry over it until the constriction of wind is exited, and cauterize the location.
Mays si tu no la vezes am los tieus huels, alhoras tu cura aquel am excussio del cors e am aquo que expelleys ventositatz, e carmina aquelas am pillulas fetidas e am pillulas de serapi e semblantz.	But if you do not see it in the feet, then you cure it with expulsion of the body and what drives out wind, and sing to it with pills made from rue and pills of serapion and similar ones.
