Ayssi comensan las paraulas de Albucasim .	Thus, the sentence begins with the words of Albucasis.
E aprop secsa autra seccio aprop aquela seccio per tres ditz, e aprop excorja la codena de la partida desus de la vena entro que apparia.	And cut another incision opposite the first one for three fingers' width, and expose the cordon above the vein up to where it appears.
E aprop eleva aquela e inscideys aquela en deriera seccio deves le talo, e aprop extratz aquela e eleva aquela entro que sia yssida per la seccio segonda, e aprop extratz aquela de la seccio que es sobre aquela.	And raise that and incise the lower incision at the bottom of it, and extract that and raise that up to where it comes out through the second incision, and extract that from the incision above it.
E fay aquo entro que extraguas aquela de la seccio que es pus sobirana o pus auta de totas las seccios, entro que tota es yssida; e lahoras inscideys aquela.	And do this until the entire cord is extracted from the higher or lower incision or all of the incisions, until it has been completely removed; then close that incision.
E si no obezeys a tu ad extrayre e elevar, lahoras intromet una agulha am fiel fort doble e ligua aquela e extratz la, o intromet dejos lu le ray e revolveys la tua ma a tota part entro qu’en sia getada.	If you find that it is difficult to extract and raise, then insert a strong double-edged needle and tie it off, or place the lance beneath it and turn your hand all around until it is dislodged.
E guarda te que no sia inscidida; quar si es trencada, es fayt a tu dificil elevar aquela mot e es vengut sobre le malaute per aquela nocument.	And be careful not to cut it; for if it is broken, it will be difficult to raise it and may cause harm to the patient because of this injury.
E cum aquela tota auras fora-gitada, lahoras pausa sobre le loc de la plagua lana submerssa en vi e oli rozat e oli no-rozat, e cura aquel entro que sia sanat.	And when that entire cord is dislodged, place a dressing over the wound soaked in wine and olive oil, both red and white, and heal it until it is healed.
E si la vit es contrayta havent tortuositat a la qual sia envolucio a las partidas, e no es segon rectitut segon que havem dit, lahoras cove que tu fendas sobre aquela a tota partida de tortuositat de lu e als locs de envolucio de lu, e aprop suspen aquela am uncis entro que eleves aquela tota.	And if the wound is contracted with tortuosity in which there is adhesion at the sides, and it is not straight as we have said, you must cut it all along the side of the tortuosity and the places of adhesion, and suspend it with scissors until you raise it completely.
E guarda te deves la tua seccio que no inscidas la vena e que no plagues aquela, quar dificil sira a tu elevar aquela; e serva la tua prudencia en aquela.	Be careful to make your incision without cutting the vein and damaging it, for it will be difficult to raise it, and use your judgment in this matter.
Forma del inscident am le qual es seccada vit:	The form of the incision that is performed on a contracted vein:
Forma de unci orp:	The form of a lion's claw:
No es a lu accuitat ayssi cum als uncis ni es de aguda extremitat per so que no plague la vena; e es de grossa flexibilitat leon, quar si era subtil, inscidira la vena per la sua subtilitat; habantz es en lu superflua grosseza ayssi cum havem dit.	It is not appropriate to apply it like a nail or of sharp extremity so as not to harm the vein; and it is of large flexibility, because if it were subtle, it would cut the vein due to its subtlety; having excessive thickness like we said.
De extraccio venae cruris.	Translation: Extraction of leg vein. (Meaning: Removal of a vein from the leg.)
Aquesta vena es engendrada en las cambas en terras caudas ayssi cum al- Ategi en terra de Arabics e en las terras de India caudas e aridas de pauca teneritat e en las quals no nays erba ni aybre.	This vein is generated in the knees, such as in the Egyptian lands in the Arabian deserts and in the Indian lands with little vegetation and where there is no grass or herbs.
E fort leu es engendrada en autres locs del cors otra las cambas.	And it is also generated in other parts of the body other than the knees.
E la gestacio de lu es de putrefaccio que ve dejos la codena ayssi cum venen dedintz le cors serpentz e vermps e scarides e verms engendrantz entre la codena e la carn.	And its formation is due to corruption, which comes from the bowels such as venom that escapes inside the body and snakes, worms, scabies and worms multiplying between the bowels and flesh.
E senhal de la suscepcio de l’adveniment de lu es de aquesta vena que accideys en la camba enflammacio vehement; e aprop le loc es vesicat; e aprop comensa la vena yssir del loc de aquela vesicacio quays sembla razit de planta.	A sign of the onset of this condition is the swelling of the knee, which becomes extremely inflamed; and place your hand over it, as it begins to emit a vein similar in appearance to a plant from the site of that inflammation.
E adonc cum appar de lu la extremitat, lahoras cove que tu envolvas sobre aquela una pessa de plom del qual sia le pes de una drac. entro a ii drac., e noza aquela e layssa le plom suspendut de la camba.	When the fetus appears at the end, it is necessary to cover it with a lead weight of a pound or two and leave it suspended from the bed.
E tantas veguadas cum yeys de lu alcuna causa a las partidas defora, envolveys aquo em plom e noza aquel.	And whenever any signs of that condition appear outside, cover it with lead and secure it in place.
E si mot es prolonguat, lahoras tu inscideys una partida de lu e envolopa le romanent; e no inscidas aquela de razit entro que sia fora yssida, quar si inscideys aquela es contrayta e intra en la carn e fa accidir apostema e poyredura en le loc e ulceracio mala.	And if it persists, you should make an incision there and cover the remaining part; do not incise that which is visible outside, as incising it will cause contraction, entering the flesh and causing abscesses, pus, and a bad ulcer at the site.
Per que cove que sia tractada suaument e sia extrayta petit a petit, entro que sia fora-gitada del derier de lu e no remangua de lu alcuna causa en le cors.	Therefore, it must be treated gently and extracted slowly, until it is completely expelled from the body without any remaining cause within the body.
E de aquesta vena es yssit en alcus homes que es en la sua longitut de v palms e de detz e ja es pervengut a mi que yssic un de xx palms.	And from this vein, it has been expelled in some men who are of the length of five palms (approximately 18 inches) and I have heard that one as long as twenty palms has also been expelled.
E si es inscidida en la hora de la sua medicacio, lahoras intromet lo ray en le trauc de lu e perfora aquela am lonc trauc am le cors, entro que sia evacuat tot aquo que es en la materia, e administra putrefaccio del loc per alcus dias am medicinas; e aprop cura aquela per la curacio de apostemas.	And if it is incised during treatment, insert the lance into its depth and perforate it lengthwise with the body, until all that is in the material is evacuated, and administer corruption of the site for several days with medicines; and care for it as you would treat abscesses.
