Ayssi comensan las paraulas de Albucasim .	And so begins the vocabulary of Albucasis.
E aquesta ruptura es o del ciphac o de excencio de lu, e accideysso aquestas doas specias per motas causas: o percussio, o per sautz, o per clamor, o per elevacio de alcuna causa greu, o per semblantz.	And this rupture is either of the abdomen or of the intestine, and these two species occur due to various causes: blows, or from a heavy object, or from loud noise, or from raising something heavy, or from similar causes.
E·l senhal de aquo, quan es per extencio del ciphac, es que accideys pauc a pauc en lonc temps, e no accideys soptament, e es apostema engual entro ves le preon per so quar le ciphac comprem le budel.	And the cause of that, when it is due to the extension of the gout, is that it occurs slowly over time, and does not occur suddenly, and it is an abscess that enters into the bone through which the gout compresses the intestine.
E le senhal de lu es quan es per seccio del ciphac, quar al comensament fa accidir dolor vehement sobtament; e es apostema divers aparent dejos la codena propdana aparent, e aquo es per eyssiment del budel, e·l cos de lu a las partidas deforo del ciphac.	And the cause of that is when it is due to the section of the gout, because at the beginning it causes severe pain suddenly; and it is an abscess that appears differently after the expected appearance, and that is due to the intestine, and the cause of that is the parts of the gout.
E alcunas veguadas es fora-getat am le budel la tela, e es apelada aquesta hernia entestinal zirbal.	And sometimes it is caused by the intestine tearing through the abdomen, and this is called an enteric hernia.
E alcunas veguadas es fayta am ventositat, e alcunas veguadas corr en le budel fenda, e aqui es retenguda, e es am aquo gran pernitia3 del malaute, e alcunas veguadas fa endevenir dolor malvada e majorment quan es premut.	And sometimes it is caused by the wind, and sometimes it occurs in the intestine wound, and it is held there, and it is due to great pain of the patient, and sometimes it causes severe pain and more so when it is pressed.
E en la curacio de las especias de aquesta malautia am ferr es temor, per que cove que sia esquivat le cazament en aquela.	And in the treatment of this illness, iron is used with fear, because it causes the mouth to open in that place.
E la manieyra de la operacio de aquela es que comandes al malaute que redugua le budel am la sua ma a las partidas dedintz de la sua conquavitat si obezeys al sieu retornament, e aprop sia envessat sobre le sieu col entre las tuas mas, e eleva las cambas de lu.	And the method of the operation for that is to command the patient to return the intestine to its cavity with your hand at parts of its cavity following his return, and then place it on his neck between your hands, and lift his legs.
E aprop sten la codena la qual siec la codena dels testicols a las partidas desus, e inscideys la codena dels testicols tota per le lonc; e aprop fiqua en doas labias de la seccio uncis segon que indigeysses a hubrir la seccio am aquels.	And then place the string that is the string of the testicles to the parts above, and insert the string of the testicles entirely through the long; and then put two stitches in two lips of the section second when it indicates to open the section with those.
E si’ la seccio segon la quantitat que a tu sia possible que de aquela le huou sia foro-getat.	And if the section is second the quantity that you have possible that of that he should be forgotten.
E aprop excorja aquela ciphaqueth les quals so dejos la codena dels testicols, entro que sia descubert le ciphac blanc dur de quascuna partida.	And then remove that skin which are left the string of the testicles, until it is discovered the white skin from each part.
Lahoras tu entromet le tieu dit en aquo que siec le testicol, en aquo que es entre ciphac blanc, le qual es dejos la codena del huou, e entre le ciphac segon, e absolve am aquel’adherencia que es en la partida detras del huou.	Then you enter the your finger in that which is the testicle, in that which is between the white skin, which are left the string of the wound, and between the skin second, and solve that adhesion which is in the part behind the wound.
E aprop mau am la ma la codena dels testicols a las partidas deforo, e am aysso exten le ciphac blanc en sus am la ma sinestra, e eleva le huou am le ciphac a la partida de la seccio; e comanda al ministre que extenda le huou ensus e tu dissolveys la adherencia que es detras am solucio complida.	And then use a clean cloth to cover the scrotum with the testicles, and extend the white sheet underneath it on the left side, and raise the blanket over the right side; and command the assistant to extend it and you dissolve the adhesion that is behind after the solution is completed.
E cerqua am les tieus ditz que lay no sia alcuna causa del budel envelopat en le ciphac blanc dur.	And then cover the patient's thighs with a clean cloth so that there is no cause of the intestine being wrapped in the white sheet.
Mays si tu atrobas de lu alcuna causa, lahoras tu enpelleys aquel al ventre dejos.	If you find any cause, then put it on the patient's abdomen.
E aprop tu pren una agulha en la qual sia fiel gros fayt de x fiels, e entromet aquel deves le derier del ciphac, le qual es jos la codena dels testicols, la qual siec seccio; e aprop inscideys las extremitatz las quals emineysso del fiel entro que sian quatre fiels, e aprop compausa alcus de lor sobre alcuna figura en manieyra de crotz; e lia am aquel le ciphac del qual havem dit que es dejos la codena dels testicols am fort liament de dos partz.	And then take a needle that is large and thick, about 4 fingers in size, and insert it from the back of the white sheet, which is underneath the scrotum, the section; and then insert the ends of the thread that emerge from the needle, about 4 fingers, and place some cotton on them in the shape of a cross; and then tie the thread to the white sheet that we have said is behind the scrotum.
E aprop envolveys las extremitatz dels fiels e lia aquelas am liament vehement entro que alcu dels vayssels que noyrrisso aquels no puscan trametre alcuna causa per so que de aqui no accida apostema caut.	And then wrap the extremities of the feet and tie those with very strong tape as soon as any of the vessels that inflame them cannot transmit any cause for which no abscess occurs from here.
E pausa autra veguada liament segon foro le primier liament, lonh de lu mens tres ditz; e aprop aquestz dos liaments layssa del ciphac le qual es dejos la codena dels testicols la quantitat de la grandeza del dit, e inscideys tot le romanent segon redondeza, e osta de lu le huou.	And then place another piece of tape second from the first tape, three fingers away from it; and leave these two tapes on the scrotum, which is placed behind the testicles, the amount of its size, and insert everything completely in round shape, and remove it from there.
