Ayssi comensan las paraulas de Albucasim .	And now we begin the words of Albucasis.
E aquo en que es conoguda fistula penetrant entro al cul e no-penetrant, es que tu metas le tieu dit endic en le cul, e entrometas tenta subtil de eram o de ferr en la fistula quan no y es turtuositat.	And when it is known as a penetrating or non-penetrating fistula, you should insert your finger into the anus, and then gently insert a thin wire or iron rod into the fistula when it does not have turgescence.
Mays si en aquela es turtuositat, lahoras entromet en aquela tenta subtil de plom o de pels de caval entro que tu sentas la tenta o le pel en le tieu dit.	But if there is turgescence in that area, then gently insert a thin wire or straw into that fistula until you feel the wire or straw in your finger.
E si no sentas aquela de tot ni no procezeys del trauc alcuna causa de egestio ni verm ni ventositat, ayssi cum havem dit, lahoras sapias que es no-penetrant, e lahoras coyta te a la curacio.	And if you do not feel the wire or straw at all and there is no cause for constipation, vomiting, or diarrhea, as we have said, then you should know that it is non-penetrating, and then you should treat it accordingly.
E quan la fistula es penetrant entro a la vesica o entro al meat de la vergua, lahoras la significacio de lu es eyssiment de urina de aquela e prohibicio de lu ad aysso que·l loc am medicina sia consolidat.	And when the fistula penetrates into the bladder or into the meatus of the urethra, then the meaning of that is urine from that place and prohibition of that so that the location be solidly healed with medicine.
Mays si es penetrant entro la junctura de la coyssa o entro al os e envencio de dolor en le circuit, lahoras senhal de lu es que la tenta perve entro aqui si en lu no es turtuositat entro al os, e envencio de dolor en le circuit de la partida; e que de lu yeys poyredura tostemps; e que no val en aquela medicacio, ni es consolidada am enguent.	But if it penetrates into the joint or into the bone and causes pain in the circulation, then the meaning of that is that the wire should be inserted into this area if there is no turgescence into the bone, and pain in the circulation of the part; and that from there it does not persist immediately; and that it is not valid in that medicine, nor is it consolidated with oil.
E en totas aquelas fistulas penetrant no es curacio de tot, e la curacio de aquelas es trebalh e vanetat dels folyls metges sobre·l qual so fermatz.	And in all those penetrating fistulas, there is no complete cure, and the cure of those is difficult and depends on the skill of the doctors over which they are held.
Mays en aquela que no es penetrant e no antiqua, sanacio am ferr es sperada segon que yeu a tu recomtare, e aquo que ja yeu e proat.	In those that are not penetrating and not ancient, the cure is delayed according to what I advise you, and that which has already been done.
E es que le malaute jagua entre las tuas mas sobre le sieu dos e eleva las cambas de lu entro sus, las coyssas sian enclinadas al ventre de lu, e aprop entromet tenta de plom, o de eram si es en la fistula turtuositat, entro que sapias le loc on perve la tenta.	And it is that the patient lies between your hands above his stomach and raises the cushions of him underneath, the cushions are inclined towards the patient's belly, and then insert a probe, or if it is in the fistula turgidity, until you know the location where the probe passes.
E si aquela sent le malaute entorn le cuol, lahora cove que tu entrometas le tieu dit endic en le cuol.	And if the patient feels pain around the belly, then cover that you insert your finger into the belly.
E si sentas en le tieu dit la tenta ja per si meteyssa descuberta penetrar, otra aquo que sentas entre le tieu dit e aquela siphac o carn, lahoras sapias certanament que aquela es penetrant; e adonc no trebalhes en aquela, quar no es en aquela sanacio, ayssi cum havem dit.	And if you feel the probe already inserted deeply discovered to penetrate, another thing that you feel between your finger and that siphon or flesh, then you know certainly that that is penetrating; and therefore do not trouble in that, because it is not in that cure, as we have said.
Mays empero diyssero alcus que es sana en alcus homes tart.	May it be said that this ailment is common in some men.
E de la medicacio per la qual es sperat juvament en lu es que tu ignes cauteri subtil segon le ample de la fistula, ayssi cum es precedit, e intrometas aquel ignit en la fistula entro que pervengua entorn le cuol; e aprop itera aquel doas o tres vetz entro que sapias que ja son adhustas totas aquelas carns ajustadas fistuladas que so semblantz a cana de pluma de ausel.	And of the medicine for which it is hoped to be greatly effective in this case, you should use a thin cautery according to the width of the fistula, as previously mentioned, and introduce that ignited cautery into the fistula until it reaches around the bottom; and then repeat this two or three times until you know that all the adjacent tissues affected by the fistula have been well cauterized, resembling a piece of feather from a quill.
E aprop cura aquela am calguas envolopadas en boder entro que en yescan totas aquelas carns que so adhustas, e aprop cura aquela am medicinas la carn engendrantz e consolidantz, e si es sanada, bo es; e sino, lahoras no es sana en degun temps per autra curacio.	And then care should be taken to keep those bandages wet until all the affected tissues have been healed, and then care should be taken to apply medicines that generate and consolidate the flesh, and if it is healed, then it is well; but if not, it may become healed at some time by other treatment.
E si la tenta intra, e no penetra entro·l tieu dit le qual es en le cul, e entre aquel e la tenta que es velament spes de carn o de ciphac, e vezes la fistula en aquo que siec la superficia de la codena, lahoras secca la codena del comensament de la fistula, e tu ve seccan am la tenta, e sia en la fistula entro que la seccio pervengua al loc en le qual perve la extremitat de la tenta, e per la tenta es liberat e catz.	And if the probe enters, and does not penetrate into the bottom of the wound, which is in the bottom, and between the probe and the tent that is covered with flesh or cicatrix, and the fistula is in that place where the surface of the wound is, then dry the wound from the beginning of the fistula, and you will see that the probe becomes dry in the fistula, and it is placed inside the fistula until the drying process reaches the location where the end of the probe is, and through the probe it is released and catheterized.
E aprop mundifiqua aquelas carns fistuladas las quals so asembladas a canula de pena de ausel e no romangua de aquelas alcuna causa.	And then clean those fistulated parts that are assembled with a pen-like instrument and do not have any known cause.
Mays si flux de sanc vezes que vengua entre tu e la tua opperacio quan ensideysses aquelas carns, lahoras le milh que sia e del pus leugier instrument es cauterizar am foc o am medicina acuta, quar cauteri am foc ajusta bonas doas habitutz: so es adhustio de aquelas carns ajustadas, e abscizio del sanc exseccacio de las humiditatz.	If blood flows between you and your operation when you incise those parts, then milk the blood out and use the less painful instrument to cauterize with fire or acute medicine, because a cauterizing iron adjusts well to those parts, and it removes the blood from the excessive drainage of the humidities.
