Ayssi comensan las paraulas de Albucasim .	Here begin the words of Albucasis.
E alcunas veguadas es fora-getat am le budel la tela, e es apelada aquesta hernia entestinal zirbal.	Sometimes it is formed by the intestine itself, and it is called this internal hernia.
E alcunas veguadas es fayta am ventositat, e alcunas veguadas corr en le budel fenda, e aqui es retenguda, e es am aquo gran pernitia3 del malaute, e alcunas veguadas fa endevenir dolor malvada e majorment quan es premut.	Sometimes it is formed by the intestine's movement, and sometimes it occurs in the intestine's hole, and it is held there, and it is caused by great pain of the patient, and sometimes it causes severe pain and more so when it is pressed.
E en la curacio de las especias de aquesta malautia am ferr es temor, per que cove que sia esquivat le cazament en aquela.	And in the treatment of this illness, iron is used with fear, because it is believed that it should be avoided.
E la manieyra de la operacio de aquela es que comandes al malaute que redugua le budel am la sua ma a las partidas dedintz de la sua conquavitat si obezeys al sieu retornament, e aprop sia envessat sobre le sieu col entre las tuas mas, e eleva las cambas de lu.	And the method of the operation for that is to command the patient to return the intestine to its cavity with your hand at the parts of its cavity, and obey its return, and then place it on his back between your hands, and raise his legs.
E aprop sten la codena la qual siec la codena dels testicols a las partidas desus, e inscideys la codena dels testicols tota per le lonc; e aprop fiqua en doas labias de la seccio uncis segon que indigeysses a hubrir la seccio am aquels.	And then place the cord that is the cord of the testicles to the parts above, and insert the cord of the testicles entirely through the length; and then place two needles in the second incision as needed to open the incision with those.
E si’ la seccio segon la quantitat que a tu sia possible que de aquela le huou sia foro-getat.	And if the incision is of such a quantity that it can be easily closed from that one.
E aprop excorja aquela ciphaqueth les quals so dejos la codena dels testicols, entro que sia descubert le ciphac blanc dur de quascuna partida.	And then excise that tissue which is below the cord of the testicles, until it is completely exposed from each part.
Lahoras tu entromet le tieu dit en aquo que siec le testicol, en aquo que es entre ciphac blanc, le qual es dejos la codena del huou, e entre le ciphac segon, e absolve am aquel’adherencia que es en la partida detras del huou.	Then insert your finger into that place where the testicle is, in that place between the white tissue, which is below the cord of the wound, and between the tissue second, and remove that adhesion that is in the back part of the wound.
E aprop mau am la ma la codena dels testicols a las partidas deforo, e am aysso exten le ciphac blanc en sus am la ma sinestra, e eleva le huou am le ciphac a la partida de la seccio; e comanda al ministre que extenda le huou ensus e tu dissolveys la adherencia que es detras am solucio complida.	And then approach the patient's scrotum to the divided parts, and apply the white cotton cloth on his left side, and raise the hand on the right side of the section; and command the assistant to extend the hand under him, and you dissolve the adhesion that is behind after the solution is completed.
E cerqua am les tieus ditz que lay no sia alcuna causa del budel envelopat en le ciphac blanc dur.	And cover the patient's thighs with the white cotton cloth so that there is no cause for the intestine to be wrapped in it.
Mays si tu atrobas de lu alcuna causa, lahoras tu enpelleys aquel al ventre dejos.	If you find any cause, then place it on the patient's abdomen.
E aprop tu pren una agulha en la qual sia fiel gros fayt de x fiels, e entromet aquel deves le derier del ciphac, le qual es jos la codena dels testicols, la qual siec seccio; e aprop inscideys las extremitatz las quals emineysso del fiel entro que sian quatre fiels, e aprop compausa alcus de lor sobre alcuna figura en manieyra de crotz; e lia am aquel le ciphac del qual havem dit que es dejos la codena dels testicols am fort liament de dos partz.	And then take a needle that is made of thick, strong thread, and insert it into the back of the white cloth, which is located at the scrotum, the section; and then insert the ends of the thread that extend to about four fingers, and place some padding on them in the shape of a cross; and tie that cloth which we have said is behind the scrotum with a strong knot.
E aprop envolveys las extremitatz dels fiels e lia aquelas am liament vehement entro que alcu dels vayssels que noyrrisso aquels no puscan trametre alcuna causa per so que de aqui no accida apostema caut.	And then wrap the extremities of the feet and tie them firmly with a strong bandage until all of the veins that inflame those areas are unable to transmit any cause for so that no abscess occurs afterward.
E pausa autra veguada liament segon foro le primier liament, lonh de lu mens tres ditz; e aprop aquestz dos liaments layssa del ciphac le qual es dejos la codena dels testicols la quantitat de la grandeza del dit, e inscideys tot le romanent segon redondeza, e osta de lu le huou.	And place another bandage along the second line, far from the middle for three fingers; and leave these two bandages below the scrotum which is placed behind the testicles according to their size, and cut off all the remaining round part, and remove it from there.
E aprop inscideys en la partida dejos de la codena dels testicols per seccio de la qual corra sanc e sania ayssi cum havem recomtat en aquo que havem dit.	And then cut off the part behind the scrotum by section of the part which runs through and is clean as we have recommended in that place where we have said.
E aprop aministra lana submersa en oli, e pausa en la plagua; e aministra le liament le qual havem recomtat (e alcunas veguadas le ciphac blanc es cauterizat, le qual havem dit aprop la inscizio de lu temen de flux de sanc, quar motas veguadas accideys aquels) e leyssa le liament entro que per si caia.	And then administer submerged wool in oil, and place it on the wound; and administer the bandage which we have recommended (and some white bandages of the scrotum are cauterized, which we have said to place at the beginning of the wound to prevent blood flow, because those bandages sometimes occur); and leave the bandage until it falls off.
