Ayssi comensan las paraulas de Albucasim .	Here begin the words of Albucasis.
Mays si la corrupcio ja enprem en le os, lahoras cove que tu inscidas le os aquel e le extraguas, car nul temps no es sanat que sia en lu le os corrumput.	And if the corruption has already spread into the bone, then cover it with that bone and remove it, because there is no time when a bone that is corrupted can be healed.
E si vezes la corrozio e la corupcio anar en le dit, lahoras tu inscideys aquel en un dels nozes segons que es premesa la sua rememoracio, e aprop cura aquel entro que sia sanat.	If you see the corrosion and corruption beginning to occur in that area, then insert a needle into one of the nails according to what is remembered, and cure it within the time it takes to heal.
Mays si a la ungla endeve percussio o atricio, e endeve en aquela dolor vehement, lahoras cove que tu al comensament fleubotomes le malaute, e aprop secca la ungla am spatum agut am seccio transversa desus en jus, e guarda te que la seccio no pervengua entro a la carn que es dejos la ungla, quar tu faras accidir al malaute dolor vehement, e sira causa a nativitat de la carn ajustada superflua en le loc; e aprop cura aquel loc am aquo que ceda dolor.	If the nail is dislocated or broken, and there is severe pain in that area, then first cleanse the patient, and dry the nail with a sharp cut across it transversely above where it was located, and be careful not to cut into the flesh that is underneath the nail, otherwise you will cause severe pain to the patient and may cause damage to the surrounding tissue; and cure that area with something that reduces pain.
Mays dit ajustat, le qual es nat en las mas de alcus homes, fort leu es carnos tot, e fort leu so en lu osses, o fort leu es en lu ungla.	However, it is not common in the hands of most men, as it is completely flesh, and it is often in the bones, or it is often in the nail.
E alcus de lu son natz en la razit de la junctura, o es la nativitat de lu en alcus nozes dels ditz.	And it is not common at the tip of the joint, or it is the origin of that in other nails of the same kind.
Mays aquel que es nat en alcus nozes del dit no se mau, e aquest que es nat en las juncturas fort leu es maugut.	May that which is born in the husks of that nut does not harm, and this one that is born in the joints is bad.
E de aquels que son natz carnoses, la seccio es leugiera, e es que tu inscidas aquel deves la sua razitz am spatum lat.	And of those that are not fleshy, the section is lighter, and it is that you incise that one with its length in space.
Mays de aquel que es nat en la razitz de la junctura, la curacio es dificil; e donc guarda te de la abscizio de lu.	May that which is born in the length of the joint, the cure is difficult; and therefore guard yourself from its abscission.
Mays en aquel que es nat en dit deves les nozes, cove que tu inscidas al comensament la carn de lu am inscizio redonda entro al os, e aprop serra am una de aquelas serras convenientz ad aquo, e aprop cura aquel entro que sia sanat.	May that which is born in the husks of that nut, cover that you incise at the beginning of the flesh of it with a round incision into the bone, and then press one of those convenient saws to it, and then cure that within which it is healed.
Mays consolidacio la qual accideys als ditz entre lor motas veguadas o per nativitat del home que nays enayssi, o per consolidacio de plagua o per combustio de foc, o per semblantz, adonc cove que secces aquela consolidacio entro que les ditz retorno a la sua forma natural.	May the consolidation that occurs in those between their teeth, or by the native birth of the man who was born with it, or by the consolidation of plague or by combustion of fire, or by similar things, therefore cover that you separate that consolidation within which the said returns to its natural form.
E aprop pausa entre lor draps de li enfuzes en oli rozat per que no sian consolidatz leugierament, e separa entre aquels, o pausa entre aquels una lamina de plom subtil entro que sia consolidat segon que cove.	And then place between their clothes some oil soaked in rosemary to prevent them from becoming consolidated, and separate between those, or place between those a thin layer of plaster that has been consolidated according to what is needed.
E semblantment si accideys consolidacio en alcus ditz am la palma, lahoras tu secca aquela consolidacio segon que es preparada e conveneys a la figura del membre.	And similarly, if there is a consolidation in the palm of that hand, then dry that consolidation according to what has been prepared and adapt it to the shape of the member.
De inscizio de vices, so son varicas.	At the beginning of the diseases, they are varicose.
Vices so son varicas, e so venas envolutas grossas plenas de superfluitatz melencolicas las quals veno en motz dels membres del cors, e le major adveniment de lor en las cambas, e majorment en las cambas dels itinerantz e dels laborantz e dels portantz.	Diseases are varicose, and their veins are thick and full of melancholic superfluities that come from the members of the body, and the most common place for them is in the abdomen, especially in the abdomen of travelers, workers, and carriers.
Adonc cove que tu administres purguacio del cors de colera negra alcunas veguadas am expulcio fort, e aprop sangna le pacient de la vena basilica.	Therefore, you should administer purgation of the body of black cholera some strong expulsions, and then draw blood from the patient from the basilic vein.
Mays la curacio de lor am ferr es segon dos manieyras: la una es que sia inscizas e sia atirat aquel sanc negre, e l’autra manieyra es que sia elevada la vena e sia extrayta tota.	The cure of their wound is done in two ways: the first is that it be cut and that that black pus be thrown away, and the other way is that the vein be raised and all of it be extracted.
La seccio de lu es segon aquesta manieyra: embroca al comensament la camba am aygua cauda mot entro que le sanc gros sia resolvut, que es feculent de la camba, e aprop strenh la camba del malaute a la partida pus sobirana de la coyssa entro a la partida dejos del denol am una benda, e aprop secca la vena en un loc, o en dos, o en tres am seccio ampla, e aprop eleva le sanc negra am la tieua ma de la partida dejos de la camba entro en sus, e desus en jus, entro que del sanc sia yssida la quantitat que voles e que vezes habastar, e la qual tollera la vertut del malaute.	The second section of this method is as follows: at the beginning, apply a compress with a tail of wax to prevent the swelling from becoming too large, which is useful for the compress, and then strengthen the patient's back against the most elevated part of the cushion, approaching the part where the vein is, and then dry the vein in one place, or in two, or in three wide sections, and then lift the black blood up to the upper part of the patient's back, and then down, until the desired amount and time have passed, and the patient bears it with his virtue.
