Ayssi comensan las paraulas de Albucasim .	Thus begins the language of Albucasis.
Adonc cove que tu tenguas la superfluitat de lentinge am la tua ma o am unci e inscidas.	Therefore, you should have the excess of lentils on your hand or in an urn and scraped off.
E no ultimes en inscizio, majorment en le preon de la razit, per so que no endevengua flux de sanc.	And do not end in the beginning, mainly at the edge of the wound, so that it does not become a source of pus.
E aprop cura aquela am curacio de las plaguas entro que sia sanada.	And then cure with that which is used for the treatment of wounds until it is healed.
Mays carn nascuda es carn que nays en le horrifici de la mayre entro que umple aquel, e fort leu es eyssit a las partidas deforo segon semblansa de coa (e per aquo alscus primiers appelero aquo “malautia caudada”); donc cove que nos inscidam ayssi cum inscidem lentinge, e curem aquela entro que sia sanada.	Meat that is not cooked is meat that has been in the intestines of the main animal until it is filled with it, and it is often used as a remedy for certain parts of the body (and because of this, first they called it "bad gut"); therefore, you should scrape off such meat, as you would lentils, and treat it until it is healed.
Capitol .lxxii.	Chapter 72.
De curacio de alratica.	Of the cure of arthritis.
Alratica es que le conh de la femna no sia perforat, o sia le trauc petit.	Arthritis is when the joint of the woman is not perforated, or if it is small.
E es o natural o accidental.	And it is natural or accidental.
Accidental es per malautia la qual ha precedit, e aquela es fayta o per carn nada ajustada o per ciphac subtil o espes.	Accidental is due to an illness that has preceded it, and the cause is made by meat not well cooked or by sharp or rough food.
E es fayt o en le preon de la mayre, o en les costatz de lu, o en le pus sobira de lu, o en le pus bas de lu, e prohibeys de cuoyt e de enprenguacio e de enfantament, e fort leu prohibeys las mestruas.	And it is made in the joint of the big toe, or in its sides, or in the most prominent part of it, or in the lowest part of it, and forbids movement, engagement, and standing up, and very strongly forbids menstruation.
E la cognicio de aquela es fayta per reguardament de la metrona, si la oppilacio es apparent, propdana; mays si no es apparent, lahoras tu cerqua aquela am les tieus ditz o am le ray.	And the knowledge of that is made by regularly looking at the menstrual flow, if it is apparent, then do so; but if it is not apparent, then you should look for it in the thighs or in the vagina.
Mays si oppilacio es per ciphac subtil, e es propda a las doas labias, lahoras tu coyta e disromp aquela.	But if menstrual flow is due to sharp or rough food, and it is directed towards the two labia, then you should cover and disrupt that.
E es que pauses sobre las doas labias pulvils, e aprop pausa les tieus ditz indicz de amdoas las mas encemps.	And place your hand on both lower lips, and then press the indicated points to relieve the pain.
E la femna sia sobre le sieu dos, las sieuas coyssas extendudas, e aprop exten las doas labias am forsa entro que aquel ciphac subtil sia romput e la oppilacio sia uberta.	And the woman should be on her back, her legs extended, and then gently extend both lower lips until the thin phimosis is broken and the foreskin is exposed.
E aprop pren lana e enbeu le4 en oli e pausa aquela sobre·l loc, e jagua am home le dia per so que·l loc inscis no sia consolidat.	And then take wool and dip it in oil and place it on the area to prevent the incision from healing.
Mays si le ciphac es gros e espes, lahoras cove que tu inscidas aquel am spatum lat o am fuelha de mirta.	However, if the phimosis is large and thick, then you should incise it with a wide or sharp knife.
Mays si la oppilacio es per carnada, lahoras suspen aquela am unci, e inscideys aquela.	However, if the foreskin is thick and fleshy, then you should suspend it with a hook and incise it.
E sian am tu las medicinas que fan cessar flux de sanc ses mordicacio, ayssi cum ahacatia, e sanc de drago, e enses, ajustat am album de huou.	And use the medicines that stop the flow of pus with biting, such as acetic acid, and pus from wounds, and snakes, adjusted to the size of the wound.
E aprop aministra una canulha de plom ampla per so que la plagua no sia consolidada leugierament.	And then administer a wide-bore catheter to prevent the clot from forming too quickly.
E tengua aquela per alcus jorns e aministra calgua de li sec.	Hold them for several days and administer warm water.
E aprop sia curada am l’autra curacio de consolidacio entro que sia sanada.	And then let the other cure of consolidation take effect until it is healed.
E alcunas vetz accideys en la mayre nativitat de autres carns, e lahoras cove que inscidas segon aquesta manieyra.	Sometimes certain events occur during the main birth of other flesh, and then you should follow this method.
Mays si aysso es per apostema crancos, a l’apostema crancos le qual es en la mayre no sia fayta contrarietat am ferr en deguna manieyra.	But if it is for an abscess in the head, then do not make any incision against the abscess in any way.
Capitol .lxxiii.	Chapter 73.
De la cura de emorroydas e de tayl e de botor roja que accideysso en le conh de las femnas.	About the cure of hernias, tail, and red swelling that occurs in the groin of women.
Emorroydas so apprecio dels orificis de motas venas entro que de aquelas corro mot sanc continuadament; e cum so antiquadas emorroydas e son fayts theyls.	Hernias are appreciated by the opening of certain veins within which continuously flows blood from those places where hernias are formed and occur.
E ja yeu he dit en la divisio las specias de aquelas e les senhals de aquelas, e diyre ayssi aquelas que recebo curacio e aquelas que no recebo curacio.	I have already described in the division the types of those and their symptoms, and I said that there are those that receive treatment and those that do not receive treatment.
Donc dic que emorroydas e theyls quan so en le preon de la mayre e no apparo al sentiment, lahoras en aquelas no sia fayta curacio am ferr.	Therefore, say that hernias and those that are in the front of the head and do not appear to the touch, then in those no incision should be made by cutting.
Mays aquelas las quals so en le orrifici de la mayre sobre las quals catz sentiment, so aquelas que so curadas.	Those that are in the upper part of the mouth above which sensation is felt, those are the ones that are cured.
