Ayssi comensan las paraulas de Albucasim .	And now begin the words of Albucasis.
E semblantment fassa si·l fet es de gran cap per natura: e lahoras cove que inscida aquel am algematu, o que prengua aquel am alunda ayssi cum havem dit; e aprop extra les osses am les forceps.	And similarly, if the bone is naturally large: and then cut it with an osteotome or use an instrument as we have mentioned; and then extract the bones with forceps.
E si le cap es eyssit e es coartat deves la furcula, lahoras sia fendut entro que la humiditat la qual es en le pietz sia efunduda.	And if the head is bent and tractioned by the collarbone, then cut through it so that the moisture that is in the chest is drained.
Mays si no es complicat, ni obezeys a eyssiment, lahoras tu inscideys le cap tantost segon que a tu sira possible.	If it is not complicated, nor obese, then you should incise the head as soon as possible according to your ability.
E si le dejos del ventre es apostemat o es en lu ydropici, lahoras cove que tu perfores aquel entro que corro la humiditat que es en lu.	And if the wound in the belly is pus-filled or is in the hydropic state, then you should pierce that part where the moisture is located.
Mays si le fet es sobre les sieus pes, lahoras la atraccio de lu es leugiera e la direccio de lu a la boca de la mayre es leugiera.	If the wound is on the soles of the feet, then the direction of the wound should be towards the mouth of the great toe.
Mays si es coartat deves le ventre e·l pietz, lahoras cove que tu extraguas aquel am drap le qual auras envolopat sobre la tua ma, e que fendes le ventre e·l pietz entro que corra aquo que es en aquels.	If it is tightly bound, then you should remove the cloth that has been wrapped around your hand, and then incise the belly and chest where that moisture is located.
Mays si les autres membres so ostatz e torna le cap, lahoras la metrona entrometa la ma senestra; mays si la boca de la mayre es huberta, lahoras intrometa la ma en le preon de layre, e cerque am aquela le cap, e atira aquel am les ditz entro a la boca de la mayre, e aprop entrometa en lu un unci, o dos uncis, e atire lu am aquels.	If the other members are still present and the head returns, then insert your right hand into the mouth; but if the mouth of the great toe is open, then insert your hand into the opening, encircle the head, and pull that hand towards the mouth of the great toe, and then insert one or two fingers.
E si la boca de la mayre es coartada per apostema caut le qual accideys a l’u, lahoras cove que no sia trebelhat sobre lu; abantz cove lahoras aministrar efusio de causas humidas grassas.	And if the mouth of the mother is closed by an abscess that has occurred to her, then do not force it open; before doing so, first administer an injection of warm, thick humid causes.
E aministre emplastres; e segua le pacient en ayguas que mollifican e humectan.	And apply ointments; and follow the patient in waters that soften and moisten.
E si le fet es sobre le sieu costat, lahoras si possible es, sia agulat: e sia aministrat aquo que havem dit en le fet viu.	And if the wound is on their side, if possible, it should be pierced: and that which we have said about the live wound should be administered.
E si aquo no es possible, lahoras sia inscidit en pessas, e sia extrayt.	And if that is not possible, then it should be incised with a knife, and extracted.
E cove que non layssas alcuna causa dedintz de la segondina.	And do not leave any cause of death in the second stomach.
E cum tu auras complida tota la tua opperacio, lahoras aministra aquo que havem dit de la curacio en les apostemas cautz les quals accideysso de la mayre.	And when you have completed all your work, then administer that which we have said about the cure of abscesses that have occurred to the mother.
E si accideys flux de sanc, lahoras deyssendas en ayguas stipticas e aministra l’autra curacio.	And if there is a flux of sanction, then dismiss them into strengthening waters and administer the other cure.
E yeu ja e vist una femna en le ventre de la qual era fet mort, e aprop sobre aquel foc autra veguada emprenhada, e aprop foc mort es le fet autre.	And I have already seen a woman in the belly of whom was born dead, and another woman approached the fire, and another made the dead one.
Accidit al u aprop lonc temps apostema en le sieu embelic; e inflat es entro que foc ubert, e comensec a getar brac.	It happened to him that for a long time he had an abscess in his belly; and when it opened, fire came out, and he began to shake his arms.
E yeu fu appelhat a la cura de lu, e medicat a lu per lonc temps, e la plagua no es consolidada.	And I was called to treat him, and I treated him for a long time, but the wound did not heal.
Adonc yeu pausegui sobre lu de alscunas causas emplastra de forta atraccio, e eyssic de lu un os, e aprop passero alcus jorns, e eyssic un autre os; e yeu fu trop meravilhat, cum en le ventre no sia os.	Then I placed some strong-attracting plaster on him and waited several days, and then removed another bone; and I was very amazed, as there were no bones in the belly.
E adonc yeu cogitegui que eran dels osses del fet mort.	And then I thought that they were from the bones of the dead baby.
Donc yeu enguisigui la plagua, e extrayssi de lu motz osses , la femna existent en las sieuas milhos disposicios, e ja visquec en tal manieyra per lonc temps, correc de lu un petit de brac.	So I continued to remove the wound, and extracted from him several small bones, the woman existing in her many positions, and had been like that for a long time, correcting her little arm.
E yeu no afermegui asso esser stranh, sino quar en aquo es sciensa e ajutori ad aquo que le metge artifec am la ma per curacio aministra.	And I did not affirm that it was strange, but rather that in that case there is knowledge and help for that which the skilled doctor gives for healing administration.
De las formas dels instrumentz que so necessaris a extrayre le fet.	Of the forms of tools that are necessary to extract the fetus.
Forma de vertitge am la qual es uberta la mayre:	The form of a spoon is used for this purpose:
Aquesta es la forma de strenhedor en le qual so engualhatz les libres, al qual engualhament sian dos virtitges en doas extremitatz de dos futz.	This is the form of a forceps in which the free parts are grasped, to which grip two spoons are attached at both ends of two handles.
May empero aquesta virtitge cove que sia pus subtil de strictori, e sia fayt o de eba o de fust de boys.	However, this spoon should be more slender than a constrictor, and it should be made of soft or bamboo wood.
E sia la latitut de quascun fust quays dos ditz e le marge de quascu amdos quays un dit, e la longitut de quascu es un palm e mig; e en le mieg loc de dos fustz so dos ajustaments de aquel meteys fustz les quals ja son fermatz, dels quals la longitut es la maytat de un palm e un pauc mes, e la latitut de quascu es quay dos ditz, o un pauc mes.	And the thickness of each handle should be two fingers wide and the margin of each end should be one finger wide, and the length of each should be a palm and a little more; and in the middle of the two handles there are two adjustments of that measured staff, which are already fixed, of which the length is the greatest of a palm and a little more, and the width of each is two fingers, or a little more.
