Ayssi comensan las paraulas de Albucasim .	And now begins the words of Albucasis.
E si la corrupcio ja es pervenguda sobre le denol, lahoras en lu no es engen sino dimissio, e layssar le malaute a la mort.	And if decay has already reached the knee, then there is no remedy, and you leave the patient to die.
E la manieyra de inscidir le membre o de serrar lu es que tu strenhas le liament en la partida pus dejos la qual voles inscidir, e strenh autre liament sobre le loc; e extenda le ministre un liament a las partidas dejos, e extenda le ministra autra liament en sus; e tu separa la carn la qual es entre dos liamentz ain spatum lat entro que sia descuberta tota la carn; e aprop sia inscidit o serrat.	And the method of inserting the member or cutting it is that you strengthen the ligament at the part just before the one you want to insert, and strengthen another ligament over the area; and you extend the minister a ligament to the parts behind, and extend another minister's ligament above; and you separate the flesh that is between two ligaments a span wide, and all the flesh is discovered; and it should be inserted or cut.
E cove que sia pausat drap de li de totas partidas per so que no toque le loc sa, e que vengua al malaute lesio ajustada e apostema caut.	And that it be covered with cloth of all parts to prevent it from touching the area, and that the patient's injury and pus are properly adjusted and cauterized.
Mays si accideys flux de sanc quan obras, lahoras tu cauteriza le loc coytadament, o pausa sus lu alcunas polveras restrenhentz le sanc; e aprop retorna a la tua medicacio entro que sia complida.	If the patient has constant diarrhea while working, then you should cauterize the area consistently, or place some restrictive powders on it; and then return to your medical duties until it is completed.
E aprop lia le membre plaguat am liament al u convenient, e cura aquel entro que sia sanat.	And then place the injured member in a suitable bandage and cure it before it becomes healthy.
E yeu recomti a tu aquo que endevenc a un home en le sieu pe, aquest meteys accident le qual yeu e a tu recomtat, le qual es quar accidic a lu negror en le sieu pe am adustio que era asemblada a combustio de foc.	And I would recommend to you that which happened to a man in his foot, this type of accident that I and you would have recommended, which occurred due to the blacksmith's work being similar to burning from fire.
E aquela corrupcio accidic primierament en le sieu dit entro que tendec tot le pe.	And that corruption first occurred inside his own foot before it spread throughout the entire foot.
E adonc aquel home preparec per si meteys pus que vic la curacio anar al membre am la vehemencia de lu que atrobec de dolor e de adustrio de lu, e el inscidic aquel pe entro a la junctura, e foc sanat.	And then that man prepared for himself more pain than the cure going to the member due to the intensity of it, and the unscathed foot entered into the joint, and was healed.
Lonc temps accidic a lu aquela meteyssa corrupcio en le dit de la ma indic.	For a long time, that same corruption occurred in the other foot of the patient.
E adonc venc a mi, e so me perforsat repercutir aquela superfluitat am aquo que pausegui sobre la ma de las medicinas, aprop la mundificacio del cos de lu; e no es repercussa la superfluitat e comensec anar al autra dit entro que comensec en la ma.	And then it came to me, and I could not help but reflect on that excess which was placed over the patient's body in medicine, and its purification of the body; and the excess did not reoccur and began to go to the other foot where it first occurred.
E el apelec me a inscidir la ma de lu, e yeu no volgui far aquo sperant sobre la repercussio de aquela superfluitat, e mays que temegui deves la inscizio de la ma de lu mort, quar la vertut del malaute era sobre cazement.	And he called me to incise the skin of him, and I did not want to do that hoping for the repercussions of that excess, and more than fearing the incision of his skin, which was a matter of life and death.
E pus que el se desperec de mi, es retornat en la sua terra e pervenguec a mi que aquel home preparec e inscidic la sua ma tota, e es sanat.	And since he was displeased with me, he returned to his land and reached me that that man prepared and incised his skin entirely, and was healed.
E no he adhuzida aquesta narracio sino per que sia adjutori sobre aquo que catz de aquesta malautia, e que sia significacio per la qual sia significada e segon la qual sia obrat.	And I have not added this narrative except to be helpful in that which heals from this disease, and that it signifies by what is meant and by what is done secondarily.
De cura sinuum et qualitate clisterizationis cum medicinis.	Of the treatment of sinuses and the quality of the clyster with medicines.
Quan accideys apostema en alcus membres carnozes e·l spazi de l’apostema es prolonguat entro que fa colleccio de sania, e aprop es romput e perforat, e es eyssida de lu la sania, e roman le loc vuoyt quays cum si era vayssel, e la codena que es desobre lu ayssi cum drap subtiliat, e no es pervengut a deriera corrupcio, e no inprimeys en le os o en nervi ni en liament, es apelat sinu, e no es nompnat fistula.	When an abscess occurs in a carnozed member and the space of the abscess is prolonged until it collects pus, and then it is torn and perforated, and the pus is drained from it, and the place remains as if it were a vessel, and the code that is over it is like fine cloth, and it does not reach back to corruption, and it does not press on the bone or the nerves or the ligaments, it is called a sinus, and it is not named a fistula.
Mays empero si le spazi es prolonguat entro que la corrupcio enprema en alcun membre, lahoras es appelada fistula e no zukem.	If the space is prolonged before corruption occurs in any member, it is then called a fistula and not an abscess.
E la cura de lu es que inscidas aquela codena tota ayssi cum es revolvut, e majorment quan es subtiliada e es fayta cum drap, e comfizas que no adhereys al loc per la sua corrupcio.	The treatment for it is to insert the entire codena as it is rotated, and more so when it is thinned out and made with cloth, and ensure that it does not stick to the area due to its corruption.
Mays si tu speras que la codena adheresca e que aquela corrupcio no aja conseguit per deriera consecucio, e en la codena ha spassitut de cara, lahoras tu cura aquel am clisteri.	If you hope that the codena sticks and that the corruption has not been completed due to previous consequences, and there is a hole in the codena, then you cure it with a poultice.
