Ayssi comensan las paraulas de Albucasim .	Thus begins the vocabulary of Albucasis.
E aprop layssa aquela entro que caja; e quan es casuda, cura aquelas am enguentz o am autra curacio entro que sia sanat.	And then leave that entrance open until the chest; and when it is filled, cure those wounds with ointment or other healing method until they are healed.
De curacio de fistulas.	Of the treatment of fistulas.
Motas veguadas accideys per exseccacio de fenda o per costriccio de natura.	Occurring wounds due to dryness of the skin or by constriction of nature.
E cum so antiquadas e no val en aquela medicina, lahoras cove que tu razas aquelas am la puncta de spatum o am la tua ungla entro que sian faytas humidas e sia hostada de aquelas la escorsa pus desus, la qual prohibeys aquelas de consolidacio; e aprop cura aquelas entro que sian consolidadas.	And if you do not have those remedies in that medicine, then use a needle or your nail to make those wounds moist and hold the scabs above, which prevents them from consolidating; and then cure those that are consolidated.
Lahoras tu osta aquelas am razio pus vehement que la primieyra entro que mot sancno e sian excoriadas; e aprop cura aquelas entro que sian sanadas.	Then use a stronger plaster than the first one that motivated and was excoriated; and then cure those that are healed.
De curacio de almesamir, so es clau.	Of the treatment of almsamir, it is clear.
Sapias que alamermar, so es clau, e no es si no notz redon segon la color del cors semblant a cap de claviel, e es fayt en tot le cors e majorment en las partidas dejos les pes e als ditz, e endeve per aquels dolor deves le anament.	You know that almsamir is clear, and not if it does not resemble the color of a corkscrew, and it is made throughout the body and especially in the parts below the feet and the ones mentioned, and it is caused by those pains that lead to the body.
E adonc cove que sia inscidit aquo que es en le circuit del clau, e sia tengut am les forfexs o am unci, e sia eradicat de la sua razit; e aprop cura aquel.	And then cut that which is inside the circle of the knee, and hold it with forceps or tweezers, and remove it from its place; and then care for that.
E si vols, cauteriza le segont que es precedit en le sieu capitol.	And if you wish, cauterize the second one that is preceded in its chapter.
Mays de veruca es eminencia petita aspre fistulada redonda sobre la superficia del cos, e motas veguadas veno en las mas dels enfantz.	Warts are small, sharp, rounded fistulas on the surface of the body, and they cause pain in the joints of children.
E curacio de lu es que estendas e inscidas aquela, o que estrenhas aquela am fiel o am pel entro que caja.	Its treatment is that you extend and cut that one, or that you remove it with forceps or tweezers.
E si vols, cauteriza aquo, segon que havem dit, am foc o am medicina acuta.	And if you wish, cauterize it, as we have said, with fire or with sharp medicine.
E ja so eradicadas enversas e no-enversas am le instrument le qual yeu diyre.	And now the ones that are on both sides and those that are not have been removed with the instrument that I said.
Mays formica es eminencia petita feutrada o fistulada grossa sobre la superficia del cos anant mot en le preon, e quan le freg atroba aquela es centit en lu semblant de mordificacio de formigua, e es fayta entorn le cos.	Warts are small, furred or large fistulas on the surface of the body, and when it breaks there, it is centered in the same way as a bite from an ant, and it is made around the body.
E curacio de lu es que prenguas una canula de pena de auca o de pena de voltor, e sia fort, e pausa aquela sobre la formigua entro que la contengua le cercle de la canula de las partidas de lu; e aprop revolveys la tua ma am la canula entro que inscidas aquo que es en le circuit de la formigua, e pauses aquela en le preon de la carn, e que eradiques la formigua de la sua razit.	The care for this is that you take a pen needle or a quill needle, and it should be strong, and place it into the ant hill where it contains; and then rotate your hand with the needle inside the circle of the ant hill, and place it at the surface of the flesh, and remove the ant from its nest.
E si vols, fay aquo am canula de eram o de ferr segon aquesta forma:	And if you want to do this with a horn needle or iron needle in this way:
Sia la partida desus de la canulha trahent a subtilitat, sorda (so es no-perforada), envolopada per so que sobre le dit la aprencio de lu sia ablaviada e la revolucio de aquela.	The part of the needle above the canula should be thin and sharp, not pierced (so it is not perforated), wrapped with what is on top of the patient's skin, where the understanding of him is ablaved and the rotation of that.
E si vols cauteriza la formiga segon que es denant dit en la cauterizacio de atheyl en le capitol de cauteri.	And if you want to cauterize the ant according to what is called in the cauterization of athel in the chapter of cautery.
De forma dels instrumentz que so aministratz a dar cristeri.	In the form of the instruments that are administered to give cristeries.
Alcunas veguadas es fayt cristeri de argent o de lato o de eram fondut o malleat; e alcunas veguadas es fayt de aquels instrumentz petit e gran segon aquels als quals so aministratz, quar aquel que es aministrat en la curacio dels petitz enfants sia petit; e de aquel dels quals los culs son freuls o doloyrozes, les cristeris de aquels sian petitz.	Some wounds are made with silver or lead or melted or mallet; and some wounds are made with those instruments small and large according to those that are administered, because the one that is administered in the treatment of small children is small; and the cristeries of those whose sores are foul or painful, they are small.
La forma de cristeri gran e pauc:	The shape of a large and small cristero:
Le cap de la canula de lu desus en le qual es liada la borsa sia ampla segon aquesta manieyra; e sia a lu distinacio la on la borsa es liada ayssi cum vezes.	The tip of the catheter of him above in which the bag is attached should be wide according to this method; and it should be at a distance where the bag is attached like that time.
E la extremitat de lu pus dejus, la qual es entromesa en le cul, sia sorda (so es no-uberta) mot leon, atrasent a subtilita; e en la un del latz de lu sian dos traucs, e en l’autre costat un trauc, e sia la amplesa del trauc segon la groseza dels rays e pus gros un petit.	The end of the tube left, which is inserted into the anus, should be narrow (not opened) like a lion, attracting to subtlety; and on one side of the tube two tracks, and on the other side one track, and the width of the track according to the size of the rays and the largest a little.
E sia la borsa en la qual sian pausadas las medicinas de vesica de bestia o de pel de ovelha, e la razit de lu sia un palm.	And the bag in which the medicines of the bladder of an animal or of lamb's wool are placed should be one palm.
E sia perforada per motz traucs ayssi cum es revolvuda; e si l’espazi le qual es entre les traucs la grossetut del dit.	And it should be pierced by tracks like this when it is rolled up; and if the space between the tracks is the largest of the said.
