Ayssi comensan las paraulas de Albucasim .	"Albu Cem, let's start our conversation."
e scindeys en lu aquo que es entre·l cul e·ls genetius, no en le mieg loc, abantz al latz de la coyssa sinistra; e sia la seccio sobre aquela peyra e·l tieu dit sia en le cul, e sia fayta seccio transversa, per que la seccio defora sia ampla e dedintz streyta segon la quantitat que egrecio de la peyra sia a lu possibla, e no major, quar fort leu comprem le tieu dit le qual es en le cul la peyra deves la seccio, e es foro-getada ses defacultat.	The text appears to be in Old Occitan (also known as Provençal), a Romance language spoken in the south of France. It describes a method that divides bodies into two sections - one between the chest and abdomen, specifically to the left side of the lower rib cage; it speaks about placing a section over this part and creating a transverse (horizontal) section, so as to determine how wide the separation should be according to the amount of substance present. It seems to relate to some form of anatomical or surgical procedure, though the exact context is unclear due to the archaic language style.
E sapias que de la peyra es alcuna a la qual so angle e margers, per que le eyssiment de lu es fayt deficil per aquo.	You suggest that from stone there is no one to whom I have ever shown mercy because of their weakness due to it.
E de aquela aquo es leon semblant a glan, e es redonda, e es fayt de lu leugier eyssiment.	From that water resembles the lion's mane, and it is round, and made of silver threads intertwined.
Donc si es aquela al qual so angles e marger, ajusta en la fissura.	It seems like you've provided an incomplete or fragmented sentence in Catalan that roughly translates to "So if it is the one for which we are angling and adjusting, fit into the gap." A more refined version could be:
E si no es ayssi foro-getada, lahoras cove que tu engenes sobre aquel, o que strenguas sobre aquel am gesti decentment, la extremitat del qual sia ayssi cum lima am le qual strenguas sobre la peyra, e no evasesca de lu; o que entrometas dejos lu instrument subtil de curvada extremitat.	If it's not a forgery of the forum post you are referring to, then perhaps you should ask him about his knowledge on that topic or the rules related to it, as they inherently contain limitations just like those tools with curved tips designed for working on stone and not avoiding any damage. Or maybe you shouldn't meddle with such a subtly devised instrument under its curved extremities.
Mays si tu no podes sobre aquel, lahoras tu amplifica le trauc un petit, e si tu veus flux de sanc, abscindeys en strenh aquel am vitriol trissat.	If you can't do it, even if so, you will intensify the trouble a little, and if you see a flow of blood, sever that sinful body with strong steel.
Mays si la peyra es mays de una, lahoras al comensament tu impelleys la ma a la boca de la vesica, e aprop inscideys sobre lu; e aprop impelleys un petit aprop aquo; e semblantment fay si son motas mays de doas.	If the stone is more than one, you will initially try to push it as far into your bladder as possible, and then lean on it from above. Then, push a small part of it back towards the water; similarly, if there are two stones, they should be larger in size by twice as much.
E si es peyra mot gran, lahoras ignorancia es que tu inscidas aquel am gran seccio, quar accideys al malaute una de doas causas: o que mora o que endevengua a lu destillacio de urina continuabla, per aquo quar le loc no es de tot consolidat.	If it is a great pitfall, ignorance prevents you from recognizing that grand council, where they suffer two major evils: either because there remains or because there are debts due to the continuous flow of urine, for which reason such places do not have a solid foundation.
Mays aministra expulcio de lu entro que sia fora-getada, o engenia en la fractura de lu am las forfexs entro que extragua aquela en pessas.	My administration expelled someone from inside who is allegedly fraudulent, or a mind in the bone fracture of her fingers, where that person extracted something hidden underneath.
Donc cum tu auras cumplit la tua opperacio, lahoras omple la plagua de enses de aloe e de sanc de drago, e strenh aquel.	"Once you've completed your work, then later on fill the skies with clouds of Aloe latex and Dragon's blood, and strengthen it all."
E pausa sobre aquel drap enfus en oli e vi, o en oli rozat e aygua frega, per so que apostema caut sia cedat.	Pause over that veiled drape in oil and glass, where it's rubbed with water to create a caustic surface, hoping to trap the unwary.
E aprop resupina le malaute sobre le sieu col, e no deslias le liament entro al tertz dia.	A nightmarish feeling haunted his neck, and he confided in her about it on the third day.
E cum aquel auras desliat, embroca le loc am aygua e mot oli, e aprop cura aquel am enguent diafinicon e am enguent diabazilicon entro que sia sanat.	When those winds blow away, the wicked man is immersed in oil and mud, and he receives both divine and dishonorable penances on that day until he is made holy again.
Mays si en la plagua accideys apostema caut, adhust e corrosiu, e de aquel semblantz ayssi cum si le sanc es en la vesica congelat, e per lu es la hurina prohibida (e aquo es conogut per la egressio del sanc am urina), a donc entromet lo tieu dit en la plagua e extratz aquel sanc, quar si roman provoca la vesica a corropcio de la vesica e de lu putrefaccio.	May's symptoms include acute appendicitis, adhesions, and inflammation, which make him resemble someone with frozen urine in the bladder. As a result, it is prohibited for his body to expel urine (and this leads to diuresis). Therefore, your doctor intervened in the disease and removed that part from there, but if it's done rashly, it can cause the bladder to corrode and its putrefaction.
E aprop lava la plagua am vi agre, aygua e sal, e am opposicio a tota specia, am aquo que conveneys a lu de la curacio entro que sia sanat.	I believe that the "la pila agua y sal" method doesn't apply to every situation and is against all specifications, as long as it takes place within the condition where everything needs healing.
