Ayssi comensan las paraulas de Albucasim .	"Albucacim starts the conversation in Albanian."
E si aquela sent le malaute entorn le cuol, lahora cove que tu entrometas le tieu dit endic en le cuol.	If that attitude comes from behind her back, now you should refrain from interfering with their personal matters in the group.
E si sentas en le tieu dit la tenta ja per si meteyssa descuberta penetrar, otra aquo que sentas entre le tieu dit e aquela siphac o carn, lahoras sapias certanament que aquela es penetrant; e adonc no trebalhes en aquela, quar no es en aquela sanacio, ayssi cum havem dit.	If you sit in your seat and look down as if to peep through it, another time when you feel between your seat and that piece of flesh or meat, you will surely know for certain that that is penetrating; and then do not attempt to go into that, for it is no sanctuary, anyway as we have said.
Mays empero diyssero alcus que es sana en alcus homes tart.	May's empire disclosed that ACUS is healthy in ALCU homeowners.
E de la medicacio per la qual es sperat juvament en lu es que tu ignes cauteri subtil segon le ample de la fistula, ayssi cum es precedit, e intrometas aquel ignit en la fistula entro que pervengua entorn le cuol; e aprop itera aquel doas o tres vetz entro que sapias que ja son adhustas totas aquelas carns ajustadas fistuladas que so semblantz a cana de pluma de ausel.	Of medicine where it is hoped that by delicate cauterization according to the extent of the fistula, preceded by inserting something into the fistula until reaching near the artery; and then repeatedly insert two or three times what you know are worn out gauze packs inside that so they appear as feathers on a goose's neck.
E aprop cura aquela am calguas envolopadas en boder entro que en yescan totas aquelas carns que so adhustas, e aprop cura aquela am medicinas la carn engendrantz e consolidantz, e si es sanada, bo es; e sino, lahoras no es sana en degun temps per autra curacio.	Care for that wrapped package inside the borders where all those meats are tenderized, and take care of that medicine containing flesh-forming and strengthening substances. If it is healed, then it's well; otherwise, it remains unhealthy in any time with other treatments.
E si la tenta intra, e no penetra entro·l tieu dit le qual es en le cul, e entre aquel e la tenta que es velament spes de carn o de ciphac, e vezes la fistula en aquo que siec la superficia de la codena, lahoras secca la codena del comensament de la fistula, e tu ve seccan am la tenta, e sia en la fistula entro que la seccio pervengua al loc en le qual perve la extremitat de la tenta, e per la tenta es liberat e catz.	If the temptation enters internally and not externally, it says what he is in his belly, and that which surrounds him like a cloak of flesh or blood, and sometimes creates an opening on the surface of the skin, drying up the skin from its beginning by the opening. And then they become parched through the temptation, and she becomes trapped inside it until the puncture reaches the place where the extremity of the temptation is, and thus he is freed by the temptation and set free.
E aprop mundifiqua aquelas carns fistuladas las quals so asembladas a canula de pena de ausel e no romangua de aquelas alcuna causa.	Appropriate descriptions for those dilated fistulas that are arranged like a catheter and do not rupture due to any cause.
Mays si flux de sanc vezes que vengua entre tu e la tua opperacio quan ensideysses aquelas carns, lahoras le milh que sia e del pus leugier instrument es cauterizar am foc o am medicina acuta, quar cauteri am foc ajusta bonas doas habitutz: so es adhustio de aquelas carns ajustadas, e abscizio del sanc exseccacio de las humiditatz.	May's blood flow occurs several times when he is inside the stage while singing those songs, taking hours and more than ten liters of water to cauterize or treat acute medical conditions, but caustic burns on the focus are adjusted well-fitted clothes that aid in shrinking those swellings and excising excess fluid from the wounds.
E aprop cura aquela am calguas envolopadas en boder o en caus trissat entro que·l loc geta brac, e aprop lahoras cura la plagua am enguentz carn dura engendran e consolidan.	It seems like the text is in Catalan and it roughly translates to "She takes care of those wrapped packages on the border, where things are happening that get into her neighborhood; she also tends to hardened wounds caused by bites from animals."
E so medicinas en las quals so stipticitat e exseccio; quan lahoras es restaurada ja es sanada e no temes iteracio.	In these cases, where there is strong irritation and exhaustion, once restoration has occurred, the condition is healed and you need not fear repeated cycles.
Mays si la fistula ja perve entro al preon del cul e es elonguada de lu superficia del cos, lahoras entromet le tieu dit en le cul e inquireys am aquel.	It seems like you are describing a situation where there is an abnormal fistula (a pathological connection) that extends beyond the perineum (the area between the anus and the genitals). This fistula protrudes into the surface of the scrotum, causing discomfort in the groin area. Please consult a medical professional for proper diagnosis and treatment.
E donc si centes la tenta e entre tu e ela es velament de ciphac o de carn, e es propda a la penetracio, lahora no es operacio en lu sino segon via di fiducia e de speransa.	Therefore if hundreds of times the temptation came between you and her, becoming more passionate than cruelty or violence, it is rather an act of trust and hope, not force or operation at all.
La qual causa es aministrar en lu una de tres manieyras: o que cauterize aquela ayssi cum havem dit; o que secces aquela entro que consieguas la conquavitat de lu per que sia a tu possible entrometre las qualcas e la curacio propdana; e no procesiscas mot am seccio per so que no inscidas le lacert contenent le cuol, e que accidisque sobre le malaute eyssiment de la egistio ses voluntat; e aprop cura aquel am aquo que havem dit quar fort leu sira sanat; o que elongues aquel velament e mondes aquel pus que seccas aquel entro prop le cul, ayssi cum havem dit, o am tenta o am autre instrument de aguda extremitat, e aprop mondifique aquelas carns fistuladas las quals so en la seccio entro la on podes am percrustacio; e aprop esforsa te a far la restauracio de tota la plagua am seccio, e si le orrifici pus desus no es consolidat, e romangua la fistula uberta en la partida del cul, e sira pus leugier per le malaute.	The cause for applying one of the three methods mentioned above lies in effectively treating that area as we have previously stated; to facilitate the conquest of her by allowing a certain degree of intervention and treatment appropriate to its condition; not causing harm, so that no contents are left inside the wound, and an effect is achieved on the contrary nature of the disease's will; and using this method for those cases where it has been proven effective in healing such wounds; or elongating that tissue and removing the pus from the infected area within it, as we have previously stated, with appropriate cleaning of the fistulous channels present therein; and striving to restore the entire damage done during treatment, and if an abnormal organ is displaced beyond its usual position, open a fistula in that location.
